ancien_nom,nouveau_nom,url
"DALL·E 2025-03-10 22.58.27 - Ultra-realistic cinematic depiction of the Massacre of Verden (782), capturing the dramatic tension of the execution of 4,500 Saxon rebels ordered by .webp",dalle_2025_03_10_225827_e63b01d1.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_225827_e63b01d1.webp
DALL·E 2025-03-10 22.58.32 - Ultra-realistic cinematic depiction of the establishment of an independent Emirate of Cordoba by Abd al-Rahman I in 756. Illustrate a bustling street .webp,dalle_2025_03_10_225832_bf6b3291.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_225832_bf6b3291.webp
DALL·E 2025-03-10 22.58.44 - Ultra-realistic cinematic scene of the coronation of Pepin the Short by Pope Stephen II in 754 at Saint-Denis. Depict the solemn atmosphere within the.webp,dalle_2025_03_10_225844_8e97fcb5.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_225844_8e97fcb5.webp
"DALL·E 2025-03-10 22.58.50 - Ultra-realistic cinematic depiction of the foundation of the Emirate of Cordoba by Abd al-Rahman I in 756. Illustrate a vibrant scene in Cordoba, high.webp",dalle_2025_03_10_225850_d42f614d.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_225850_d42f614d.webp
"DALL·E 2025-03-10 22.58.53 - Ultra-realistic, cinematic illustration inspired by historical cinema and war photography depicting Charlemagne's conquest of the Lombard kingdom in 7.webp",dalle_2025_03_10_225853_218167aa.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_225853_218167aa.webp
"DALL·E 2025-03-10 22.58.59 - Ultra-realistic, immersive, cinematic illustration depicting the 774 conquest of the Lombard kingdom by Charlemagne. Capture the intensity of medieval.webp",dalle_2025_03_10_225859_1606a22d.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_225859_1606a22d.webp
DALL·E 2025-03-10 22.59.05 - Ultra-realistic and immersive illustration inspired by historical cinema and photography depicting the foundation of the first university at Bologna i.webp,dalle_2025_03_10_225905_f0f2b167.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_225905_f0f2b167.webp
"DALL·E 2025-03-10 22.59.10 - Ultra-realistic and immersive illustration, inspired by historical cinema and war photography, depicting the eruption of Mount Vesuvius in 79 AD and t.webp",dalle_2025_03_10_225910_bc6a5a82.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_225910_bc6a5a82.webp
DALL·E 2025-03-10 23.27.54 - Ultra-realistic cinematic depiction of the 758 beginning of the Grand Canal construction in China under the Tang Dynasty. Show laborers and engineers .webp,dalle_2025_03_10_232754_43609b7b.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_232754_43609b7b.webp
"DALL·E 2025-03-10 23.28.07 - Ultra-realistic cinematic depiction of the 781 coronation of Pepin, son of Charlemagne, as King of Italy by Pope Adrian I. Show a solemn ceremony insi.webp",dalle_2025_03_10_232807_6c73b38a.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_232807_6c73b38a.webp
DALL·E 2025-03-10 23.28.13 - Ultra-realistic cinematic depiction of the beginning of the Saxon Wars in 772 under Charlemagne. Show a dramatic battle scene in a dense Germanic fore.webp,dalle_2025_03_10_232813_aa9ed166.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_232813_aa9ed166.webp
DALL·E 2025-03-10 23.28.20 - Ultra-realistic cinematic depiction of the foundation of the Papal States in 752 under Pope Stephen II. Show a solemn moment in an ornate medieval hal.webp,dalle_2025_03_10_232820_592078ec.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_232820_592078ec.webp
"DALL·E 2025-03-10 23.30.40 - Ultra-realistic cinematic depiction of the 751 deposition of Childeric III by Pepin the Short, marking the end of the Merovingian dynasty and the begi.webp",dalle_2025_03_10_233040_895f2ad5.webp,https://ppxmtnuewcixbbmhnzzc.supabase.co/storage/v1/object/public/evenements-image/dalle_2025_03_10_233040_895f2ad5.webp
