id,titre,description,year,type,region,status,created_at
337,"Premier vol du Caravelle, premier avion de ligne à réaction européen","Le 27 mai 1955, la Caravelle de Sud Aviation effectue son vol inaugural à Toulouse. Premier avion de ligne à réaction conçu en Europe, il sera adopté par de nombreuses compagnies mondiales.",1955,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
319,"Mise au point du procédé Haber-Bosch pour la synthèse de l'ammoniac","Le 9 septembre 1913, la première usine industrielle utilisant le procédé Haber-Bosch entre en production à Oppau en Allemagne. Ce procédé permettra à l'Allemagne de fabriquer des explosifs malgré le blocus allié.",1913,"L'Aube de l'Aviation et la Conquête des Airs","","READY_FOR_IMAGE","2026-03-04T07:23:47.114109+00:00"
320,"Premier vol d'un avion de chasse équipé d'un tir synchronisé à travers l'hélice","En juillet 1915, le Fokker Eindecker allemand entre en service avec un dispositif synchronisant le tir de la mitrailleuse avec la rotation de l'hélice. Cette invention d'Anthony Fokker révolutionne le combat aérien.",1915,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
321,"Premier lancement d'une torpille aérienne depuis un avion","Le 12 août 1915, un hydravion britannique Short Type 184 lance avec succès la première torpille aérienne contre un navire ottoman dans les Dardanelles. Cette innovation redéfinit la guerre navale pour les décennies suivantes.",1915,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
322,"Premier vol du chasseur à réaction britannique Gloster E.28/39","Le 15 mai 1941, le Gloster E.28/39 décolle pour la première fois à Cranwell, propulsé par le turboréacteur W.1 de Frank Whittle. Il marque l'entrée de la Grande-Bretagne dans l'ère des avions à réaction.",1941,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
323,"Mise en service opérationnel du Messerschmitt Me 262, premier chasseur à réaction en combat","En juillet 1944, la Luftwaffe déploie le Messerschmitt Me 262 dans des missions de combat, faisant de lui le premier avion à réaction utilisé militairement. Sa vitesse de 870 km/h surpassait tous les chasseurs alliés.",1944,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
324,"Premier vol du bombardier à réaction Arado Ar 234","Le 15 juin 1943, l'Arado Ar 234 effectue son premier vol en Allemagne, devenant le premier bombardier à réaction de l'histoire. Il sera utilisé pour des missions de reconnaissance et de bombardement à haute altitude.",1943,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
325,"Premier vol du Gloster Meteor, premier chasseur à réaction allié opérationnel","Le 5 mars 1943, le Gloster Meteor prend l'air pour la première fois en Grande-Bretagne. Il entre en service actif en 1944 et devient le seul avion à réaction allié à participer aux combats de la Seconde Guerre mondiale.",1943,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
326,"Premier vol du Lockheed P-80 Shooting Star, premier chasseur à réaction américain","Le 8 janvier 1944, le Lockheed P-80 Shooting Star effectue son premier vol aux États-Unis. Conçu en seulement 143 jours par l'équipe Skunk Works, il devient le premier chasseur à réaction opérationnel de l'US Air Force.",1944,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
327,"Premier vol du De Havilland Vampire, chasseur à réaction monoréacteur britannique","Le 20 septembre 1943, le De Havilland Vampire effectue son premier vol en Grande-Bretagne. Avec sa conception innovante à double poutre, il devient l'un des premiers chasseurs à réaction produits en série après la guerre.",1943,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
328,"Premier vol du Boeing B-47 Stratojet, bombardier stratégique à réaction","Le 17 décembre 1947, le Boeing B-47 Stratojet effectue son premier vol aux États-Unis. Avec ses ailes en flèche et ses six turboréacteurs, il révolutionne la conception des bombardiers stratégiques de l'après-guerre.",1947,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
329,"Premier vol du North American F-86 Sabre, chasseur à réaction américain de la guerre de Corée","Le 1er octobre 1947, le North American F-86 Sabre effectue son premier vol. Doté d'ailes en flèche, il s'illustre pendant la guerre de Corée face aux MiG-15 soviétiques dans les premiers combats aériens entre jets.",1947,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
330,"Premier vol du Mikoyan-Gourevitch MiG-15, chasseur à réaction soviétique","Le 30 décembre 1947, le MiG-15 soviétique effectue son premier vol. Propulsé par une copie du réacteur britannique Rolls-Royce Nene, il surprend les Alliés par ses performances lors de la guerre de Corée en 1950.",1947,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
331,"Premier vol du Heinkel He 176, premier avion à propulsion fusée","Le 20 juin 1939, le Heinkel He 176 effectue son premier vol en Allemagne, propulsé uniquement par un moteur-fusée à carburant liquide. C'est le premier avion de l'histoire à voler exclusivement grâce à la propulsion par réaction.",1939,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
332,"Premier vol commercial transatlantique sans escale (Pan Am)","Le 26 octobre 1958, Pan American World Airways inaugure le premier service commercial régulier transatlantique sans escale entre New York et Paris, à bord d'un Boeing 707.",1958,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
333,"Inauguration de l'aéroport international d'Orly","Le 24 février 1961, l'aéroport d'Orly ouvre officiellement ses portes au trafic commercial, devenant le principal hub aérien de France et symbole de la modernité aéronautique.",1961,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.114109+00:00"
334,"Premier vol du Tupolev Tu-104, premier jet soviétique commercial","Le 15 septembre 1956, l'URSS met en service le Tupolev Tu-104 sur la ligne Moscou-Irkoutsk, faisant de l'Union soviétique la seule nation opérant des avions de ligne à réaction après les accidents du Comet.",1956,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
335,"Ouverture de la première ligne commerciale régulière transcontinentale américaine à réaction","Le 25 janvier 1959, American Airlines inaugure le premier vol commercial à réaction transcontinental aux États-Unis entre New York et Los Angeles, à bord d'un Boeing 707.",1959,"L'Aube de l'Aviation et la Conquête des Airs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
338,"Soulèvement ouvrier de Berlin-Est","Le 17 juin 1953, des ouvriers est-allemands se révoltent contre les normes de travail imposées par le régime communiste. L'insurrection est écrasée par les chars soviétiques, faisant plusieurs dizaines de morts.",1953,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
339,"Massacre de Tlatelolco au Mexique","Le 2 octobre 1968, l'armée mexicaine ouvre le feu sur des étudiants manifestant place des Trois-Cultures à Mexico, dix jours avant les Jeux olympiques. Le nombre de victimes reste controversé, estimé entre des dizaines et plusieurs centaines de morts.",1968,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
340,"Fondation du syndicat Solidarność en Pologne","Le 31 août 1980, les accords de Gdańsk sont signés, permettant la création du syndicat indépendant Solidarność dirigé par Lech Wałęsa. C'est la première organisation syndicale autonome dans un pays du bloc soviétique.",1980,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
341,"Assassinat d'Aldo Moro par les Brigades Rouges","Le 9 mai 1978, le corps de l'ancien Premier ministre italien Aldo Moro est retrouvé à Rome après 55 jours de séquestration par les Brigades Rouges. Cet assassinat marque le point culminant des années de plomb en Italie.",1978,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
342,"Répression du Mouvement du 5 avril en Chine","Le 5 avril 1976, des milliers de Chinois se rassemblent place Tiananmen pour rendre hommage à Zhou Enlai et contester la Bande des Quatre. Le mouvement est violemment réprimé par les autorités maoïstes.",1976,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
343,"Proclamation de la loi martiale en Pologne","Le 13 décembre 1981, le général Wojciech Jaruzelski proclame la loi martiale en Pologne pour briser le mouvement Solidarność. Des milliers de militants syndicaux et d'opposants sont internés.",1981,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
344,"Révolte du ghetto de Varsovie","Le 19 avril 1943, les Juifs du ghetto de Varsovie se soulèvent contre les nazis lors de la dernière grande déportation vers Treblinka. Cette insurrection héroïque dure près d'un mois avant d'être écrasée.",1943,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
345,"Arrivée au pouvoir de Mikhaïl Gorbatchev","Le 11 mars 1985, Mikhaïl Gorbatchev devient Secrétaire général du Parti communiste soviétique. Il lancera les réformes de la glasnost et de la perestroïka, amorçant la fin de l'URSS.",1985,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
346,"Premier sommet Reagan-Gorbatchev à Genève","Le 19 novembre 1985, Ronald Reagan et Mikhaïl Gorbatchev se rencontrent pour la première fois à Genève. Ce sommet marque le début d'un dialogue inédit entre les deux superpuissances.",1985,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","READY_FOR_IMAGE","2026-03-04T07:23:47.142815+00:00"
347,"Signature du traité sur les forces nucléaires à portée intermédiaire (FNI)","Le 8 décembre 1987, Reagan et Gorbatchev signent à Washington le traité FNI, éliminant toute une catégorie de missiles nucléaires. C'est un tournant majeur dans le désarmement de la Guerre Froide.",1987,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
348,"Discours de Gorbatchev à l'ONU annonçant des réductions militaires","Le 7 décembre 1988, Gorbatchev annonce devant l'Assemblée générale de l'ONU le retrait unilatéral de 500 000 soldats soviétiques d'Europe de l'Est. Ce discours signale la fin de la doctrine Brejnev.",1988,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
349,"Début du retrait soviétique d'Afghanistan","Le 15 février 1989, le dernier soldat soviétique quitte l'Afghanistan, mettant fin à neuf ans d'occupation. Ce retrait est perçu comme un aveu de faiblesse de l'URSS sur la scène internationale.",1989,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
350,"Premières élections libres en Pologne depuis 1945","Le 4 juin 1989, la Pologne organise des élections semi-libres remportées massivement par le syndicat Solidarność. C'est la première brèche électorale dans le bloc de l'Est.",1989,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
351,"Ouverture de la frontière entre la Hongrie et l'Autriche","Le 2 mai 1989, la Hongrie commence à démanteler ses barbelés à la frontière autrichienne, ouvrant un passage vers l'Ouest. Des milliers de citoyens est-allemands fuient par cette brèche dans le Rideau de fer.",1989,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
352,"Exécution de Nicolae Ceaușescu en Roumanie","Le 25 décembre 1989, le dictateur roumain Nicolae Ceaușescu et son épouse Elena sont fusillés après un procès expéditif. C'est la seule révolution violente du bloc de l'Est en 1989.",1989,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
353,"Déclaration d'indépendance de la Lituanie","Le 11 mars 1990, la Lituanie devient la première république soviétique à déclarer son indépendance. Cet acte ouvre une crise majeure entre Vilnius et Moscou.",1990,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
354,"Élection de Boris Eltsine à la présidence de la Russie","Le 12 juin 1991, Boris Eltsine est élu au suffrage universel direct président de la République de Russie. Sa victoire affaiblit l'autorité de Gorbatchev et de l'Union soviétique.",1991,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
355,"Tentative de coup d'État contre Gorbatchev à Moscou","Le 19 août 1991, des membres conservateurs du gouvernement soviétique tentent de renverser Gorbatchev. Le putsch échoue en trois jours, mais il précipite la dissolution de l'URSS.",1991,"La Guerre Froide : Crises, Conflits et Chute des Blocs","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
356,"Publication de la traduction allemande du Nouveau Testament par Luther","En septembre 1522, Luther publie sa traduction du Nouveau Testament en allemand, rendant la Bible accessible au peuple et unifiant la langue allemande écrite.",1522,"La Réforme Protestante et les Guerres de Religion","","VALIDATED_HISTORY","2026-03-04T07:23:47.142815+00:00"
