id,titre,date_in_db,date_candidate,precision,status,confidence,needs_human_review,recommendation,matched_article_fr,matched_article_en,wikidata_id
7f91b9b3-07c4-45a8-9963-e87e2ed1c361,Première bataille navale de Jutland,1916-01-01,1916-01-01,year,CONFIRMED,1,false,Confirmer la date de 1916.,wikipedia_fr_article,,Q156554
3ddffe1d-032d-45a5-83e9-6ccf4e604385,Plan Young,1929-01-01,1929-01-01,year,CONFIRMED,1,false,Aucune modification nécessaire.,wikipedia_fr_article,wikipedia_en_article,Q165119
2b344d3e-bc1b-4575-bf59-a128c5cb2c2f,Plan Mountbatten pour la partition des Indes britanniques,1947-01-01,1947-01-01,year,CONFIRMED,0.9,false,Confirmer la date de 1947 comme année de l'événement.,wikipedia_fr_article,wikipedia_en_article,Q129053
f8e900b3-9fca-4b5f-93dd-4e17a5e9082e,Traité d'Ottawa contre les mines antipersonnel,1997-01-01,1997-01-01,year,CONFIRMED,0.9,false,Valider la date de signature du Traité d'Ottawa comme étant 1997.,,https://en.wikipedia.org/wiki/Trait%C3%A9_d%27Ottawa_contre_les_mines_antipersonnel,Q1148188
58039f76-4caf-4696-9a47-7d8a85aba9cb,Naissance de Michel-Ange,1475-03-06,1475-01-01,year,CONFIRMED,0.9,false,Aucune modification nécessaire.,wikipedia_fr_article,,Q5592
050c10ef-9b99-4d5f-842c-f7ef193ab38b,Indépendance de la Belgique,1830-10-01,1830-01-01,year,CONFIRMED,0.9,false,CONFIRMED,wikipedia_fr_article,wikipedia_en_article,Q3042660
22ab5810-98eb-43f1-9e9d-2547929145ab,Conférence interalliée de Paris sur les réparations,1923-01-01,1923-01-01,year,CONFIRMED,1,false,Valider la date de 1923 comme année de l'événement.,,,Q2946489
94e9d5c0-1cdd-4efc-b80c-8dbe8e48be91,Proclamation de Sol Invictus comme culte officiel de l’Empire romain,0274-01-01,0274-01-01,year,CONFIRMED,1,false,Valider la date de 274 comme année de la proclamation de Sol Invictus comme culte officiel de l’Empire romain.,,,Q2277
747809b9-3e9f-4201-993c-1cf4620a929f,Boèce écrit « La Consolation de la philosophie »,0524-01-01,0524-01-01,year,LIKELY_CORRECT,0.8,false,None,wikipedia_fr_article,,Q102851
1da5a414-af58-435d-9166-833130f13d5a,Invention du microscope par Zacharias Janssen,1590-01-01,,,INSUFFICIENT_EVIDENCE,0,true,Rechercher des sources mentionnant explicitement l'année de l'invention du microscope par Zacharias Janssen.,,,Q196538
060a50b2-d5f8-44ff-ac52-b5c4a0a24c32,Synode de Saint-Basle de Verzy,0991-01-01,0991-01-01,year,CONFIRMED,1,false,No change needed.,,wikipedia_en_article,Q178918
8d559096-2ef2-4f4d-9356-e6c9a83e2925,Léonard de Vinci meurt à Amboise,1519-01-01,1519-01-01,year,CONFIRMED,1,false,Aucune modification nécessaire.,wikipedia_fr_article,wikipedia_en_article,Q762
dc933b63-a1f9-413c-8256-d9920daed083,Ouverture du Concile de Trente,1545-10-01,1545-01-01,year,CONFIRMED,0.9,false,Aucune modification nécessaire.,wikipedia_fr_article,wikipedia_en_article,Q172991
c53501e8-60b4-4731-800e-aa6bf6246dbd,Crise économique et financière en France,1780-01-01,,,INSUFFICIENT_EVIDENCE,0,false,Rejeter car l'événement décrit une période et non une année unique.,wikipedia_fr_article,,Q290178
7034a0c7-bfcc-4098-a411-5350316491b0,Coup d'état en Argentine,1976-03-24,1976-01-01,year,CONFIRMED,1,false,Confirmer la date de 1976.,wikipedia_fr_article,,Q1048750
7d84e187-2861-40b5-a4f6-3b8ab58b385f,Ibn Battuta commence ses voyages,1325-01-01,1325-01-01,year,LIKELY_CORRECT,0.8,false,Aucune recommandation nécessaire.,wikipedia_fr_article,,Q7331
0d47f90e-02dd-461d-ad0c-cc48c711362d,Crise des dettes souveraines en Europe,2010-01-01,,,INSUFFICIENT_EVIDENCE,0,false,Reject the event as it describes a period and not a specific year.,,https://en.wikipedia.org/wiki/Crise_des_dettes_souveraines_en_Europe,Q756617
05ee5fcc-722f-4875-b3ca-f51a012464d9,Bataille de Noyon,0890-01-01,,,INSUFFICIENT_EVIDENCE,0,true,Rechercher des sources fiables qui confirment la date de la bataille de Noyon en 890.,wikipedia_fr_article,,Q130538699
5105eb2a-6ed9-43fb-925b-a0ae75312245,L'Affaire du Collier de la Reine,1785-01-01,1785-01-01,year,CONFIRMED,0.9,false,No changes needed.,wikipedia_fr_article,,Q465744
8b03d69e-f793-44b5-94c0-10e14756c674,Adoption du droit canonique en Irlande,0697-01-01,0697-01-01,year,LIKELY_CORRECT,0.8,false,Confirmer avec des sources historiques directes sur le droit canonique irlandais et le 'Cáin Adomnáin'.,,,Q156229
9f25ce00-53d9-4828-875c-b2d35572d1cc,Découverte du trésor de Panagyurishte,1949-01-01,1949-01-01,year,CONFIRMED,1,false,Aucune modification nécessaire.,,,Q144964
41c7051d-fbef-4c5e-9039-f23724cb0160,Découverte des sources du Nil par John Hanning Speke,1858-08-03,1862-01-01,year,POTENTIAL_DATE_ERROR,0.7,false,No changes needed.,wikipedia_fr_article,,Q125084
36366c1b-2efe-4930-bbbe-f116050f86bf,Annexion de la Bosnie-Herzégovine par l'Autriche-Hongrie,1908-10-05,1908-01-01,year,CONFIRMED,1,false,Aucune modification nécessaire.,wikipedia_fr_article,wikipedia_en_article,Q225
c66af986-118e-4dcb-a278-769a7e548f87,Bataille du Lechfeld : Otton Ier écrase les Magyars,0955-01-01,0955-01-01,year,CONFIRMED,1,false,Aucune modification nécessaire.,wikipedia_fr_article,wikipedia_en_article,Q43915
9b9a02ff-a28f-46d4-98d3-2869f8c9820f,Inauguration du barrage de Serre-Ponçon,1964-11-28,1964-01-01,year,CONFIRMED,0.9,false,No changes needed.,wikipedia_fr_article,,Q9386984
98c06ac8-636e-4281-becb-359c3497aa27,Premières manifestations étudiantes contre la loi Devaquet,1986-12-02,1986-01-01,year,CONFIRMED,0.9,false,Confirm the date as 1986.,wikipedia_fr_article,wikipedia_en_article,Q3407265
ec2c7a6e-1739-48d2-aee1-727426c3daa4,Percée du Front National aux élections européennes en France,2014-01-01,2014-01-01,year,CONFIRMED,0.9,false,Aucune recommandation nécessaire.,,,Q205150
25b17e0d-6d4e-4a41-8eef-88bbc5869d81,Mort de Brian Boru à Clontarf,1014-01-01,1014-01-01,year,CONFIRMED,0.9,false,Valider la date de 1014 comme année de la mort de Brian Boru à Clontarf.,wikipedia_fr_article,,Q272498
f938de29-b1da-43fc-aff5-b8d73eafb206,Massacre de Verden : Charlemagne fait exécuter 4 500 Saxons rebelles,0782-10-01,0782-01-01,year,CONFIRMED,1,false,No change needed.,wikipedia_fr_article,wikipedia_en_article,Q820211
51373579-123c-4ebb-b3a6-0dfeeddeba66,Publication de Gargantua et Pantagruel de Rabelais,1532-01-01,1534-01-01,year,POTENTIAL_DATE_ERROR,0.9,false,No change needed.,wikipedia_fr_article,wikipedia_en_article,Q10288350
f7ff3f47-e1d6-405b-8c0c-adec4a18c0eb,Prise du château de Beynac par Richard Cœur de Lion,1197-01-01,,,INSUFFICIENT_EVIDENCE,0,true,Rechercher des sources historiques mentionnant la date exacte de la prise du château de Beynac par Richard Cœur de Lion.,wikipedia_fr_article,wikipedia_en_article,Q1011026
516eba39-d253-442a-b6ca-71ca346d86ad,Mariage de Philippe IV le Bel et Jeanne de Navarre,1284-01-01,1284-01-01,year,CONFIRMED,0.9,false,Aucune recommandation nécessaire.,wikipedia_fr_article,,Q130969
b91ddf4c-b712-4522-93d3-d8d08c9f19d9,Création du comté de Toulouse,0849-01-01,,,INSUFFICIENT_EVIDENCE,0,true,Further research is needed to confirm the exact year of the County of Toulouse's creation. Consult additional historical sources to verify the date.,wikipedia_fr_article,,Q1334322
