id,current_title,current_date,current_description,status,result_bucket,original_decision,model_decision,proposed_title,proposed_date_iso,confidence,evidence_level,reasoning_short,recommendation,delete_reason,final_decision,reclassification_reason
4e675bbc-17a9-4d1e-9472-c82081437717,Naissance d'Armand d'Athos,1615-01-01,"Naissance d'Armand d'Athos, figure emblématique popularisée par le roman ""Les Trois Mousquetaires"" d'Alexandre Dumas. Sa vie, bien que romancée, s'inspire probablement d'un personnage réel ayant vécu au XVIIe siècle en France.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,Naissance d'Armand de Sillègue d'Athos d'Hauteville,1615-01-01,0.7,B,"Bien que Wikidata indique 1599, l'article Wikipédia en français mentionne 1615 comme date de naissance d'Armand de Sillègue d'Athos d'Hauteville, le personnage historique derrière le roman. Je privilégie la source Wikipédia en français, plus précise et contextualisée.",Mettre à jour la date de naissance à 1615-01-01 et le titre pour plus de précision.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
02ffabbd-1ff2-4476-825b-4eed0edc0933,Ouverture du Taipei 101,2004-01-01,"L'ouverture du Taipei 101 en 2004 marque l'inauguration d'un emblème architectural. Ce gratte-ciel combine modernité et motifs traditionnels chinois, symbolisant la prospérité et l'innovation taïwanaise.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,,2004-12-31,0.9,B,Wikipédia mentionne que le Taipei 101 était le plus grand gratte-ciel du monde de 2004 à 2010. Wikidata indique une date d'inception au 31 décembre 2005. Plusieurs sources concordent sur une ouverture fin 2004.,"Mettre à jour la date au 31 décembre 2004, car c'est la date d'ouverture la plus probable.",,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
5e7bce44-ad2d-4393-b1f0-43d9a016be0e,Mort de Gengis Khan,1227-01-01,"Gengis Khan décède en août 1227, probablement des suites de blessures subies lors d'une campagne contre la dynastie Jin. Sa mort marque la fin du règne du fondateur de l'Empire mongol, mais n'arrête pas l'expansion de celui-ci.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,,1227-08-00,0.9,A,"Plusieurs sources, dont Wikipédia et Wikidata, indiquent que Gengis Khan est décédé en août 1227. Wikidata donne même des dates précises (18 et 25 août), mais il y a une incertitude sur le jour exact. Il est donc prudent de retenir le mois d'août 1227.",Mettre à jour la date au mois d'août 1227 (1227-08-00).,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
badb8edc-93e7-4754-bb6d-e37be77dcf5a,Début de la christianisation de l’Irlande par saint Patrick,0432-01-01,"En 432, saint Patrick commence l'évangélisation de l'Irlande, transformant profondément la société celtique et établissant de nombreux monastères.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,Christianisation de l'Irlande,,0.7,B,"La date précise du début de la christianisation de l'Irlande par Saint Patrick est incertaine. Plusieurs sources indiquent des dates de naissance et de mort différentes pour Saint Patrick, ce qui rend difficile de déterminer une date précise pour le début de son activité missionnaire. Il est préférable de ne pas spéci…",Ne pas spécifier de date pour cet événement en raison de l'incertitude entourant la vie de Saint Patrick et le début de la christianisation de l'Irlande.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
33f54e0d-3f1f-4fb6-9b00-ff452b4c5c0b,Seconde Guerre de l'Opium,1856-01-01,"La Seconde Guerre de l'Opium (1856-1860) opposa la Chine aux forces britanniques et françaises. Elle fut motivée par le commerce de l'opium et aboutit à de nouveaux traités inégaux imposés à la Chine, renforçant l'influence occidentale.",POTENTIAL_DATE_ERROR,divergence_date,REVIEW,DELETE,,,1,A,La Seconde Guerre de l'Opium est un conflit qui s'est déroulé de 1856 à 1860. On ne peut donc pas lui attribuer une date précise.,Supprimer l'événement car il s'agit d'une période et non d'un événement ponctuel.,"L'événement s'étend sur plusieurs années, ce qui rend impossible de lui attribuer une date unique. Il ne s'agit pas d'un événement ponctuel.",REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
179860b6-c093-4e80-bcd2-1621b8d74c29,Révolte des Boxers,1900-10-01,La révolte des Boxers éclate en Chine contre l'influence occidentale. Ce soulèvement nationaliste et xénophobe aboutit à l'intervention des puissances étrangères et affaiblit davantage la dynastie Qing.,DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,,1899-08-01,0.9,A,La date de début de la révolte des Boxers est plus précisément août 1899 selon Wikidata et Wikipedia. La description reste cohérente.,Mettre à jour la date au 1er août 1899.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
4108d7ab-2aae-427a-be59-5a0b11fb3b14,Botticelli peint la Naissance de Vénus,1486-01-01,"En 1486, Sandro Botticelli peint ""La Naissance de Vénus"" à Florence. Cette œuvre emblématique de la Renaissance italienne, commandée probablement par les Médicis, représente la déesse Vénus émergeant de l'écume de mer.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_BOTH,La Naissance de Vénus,1483-01-01,0.7,B,Le titre est simplifié pour correspondre au nom de l'œuvre. La date est imprécise (1482-1485 selon Wikipedia). On retient la date médiane de 1483. La description reste cohérente.,Remplacer le titre et la date par les valeurs proposées.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
77254478-2741-4941-a997-c6e9a16324fd,Création de la Fédération abolitionniste internationale,1875-01-01,"La Fédération abolitionniste internationale (FAI) fut fondée à Genève en 1875 par des abolitionnistes de divers pays, dont William Lloyd Garrison Jr. et Édouard Des Moulins, dans le but de coordonner les efforts internationaux pour l'abolition de l'esclavage et de la traite négrière, encore présents dans certaines régions du monde.",DISPUTED_DATE,date_disputee,REVIEW,KEEP,,,1,A,"La date de 1875 est cohérente avec la description et l'article Wikipédia en français. Bien que Wikidata indique 1877, la source Wikipédia est plus détaillée et confirme 1875. Le titre est clair et correspond à l'appellation standard.",Conserver la fiche telle quelle.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
58039f76-4caf-4696-9a47-7d8a85aba9cb,Naissance de Michel-Ange,1475-03-06,"Le 6 mars 1475 naît Michel-Ange Buonarroti à Caprese, artiste qui deviendra l'un des plus grands maîtres de la Renaissance italienne.",DISPUTED_DATE,date_disputee,REVIEW,KEEP,,,1,A,"La date de naissance de Michel-Ange est bien le 6 mars 1475, comme confirmé par de multiples sources (Wikipédia FR, Wikidata).",Conserver la fiche telle quelle.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
97c8c3b8-97ec-4005-9d06-a4b4bead5074,"Frida Kahlo, figure emblématique de l'art mexicain",1930-01-01,"Dans le Mexique post-révolutionnaire des années 1930, une période de nationalisme culturel intense, Frida Kahlo émerge comme une figure artistique majeure. Le gouvernement encourage l'expression artistique indigène, et des artistes comme Diego Rivera, son mari, jouent un rôle central dans ce mouvement.",AMBIGUOUS_TITLE,titre_ambigu_ou_collision,REVIEW,UPDATE_TITLE,Début de la carrière artistique de Frida Kahlo,1930-01-01,0.6,B,"The original title was too general. The proposed title is more specific and reflects the description, which mentions Frida Kahlo's emergence as a major artistic figure in the 1930s. The date remains the same as it is the beginning of the decade.","Further research could pinpoint a more precise event or exhibition that marked the beginning of Frida Kahlo's career around 1930. If a specific event is found, update the title and date accordingly.",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
c13fd56f-ea19-4329-9047-595ffb8ca02c,Supplice de la reine Brunehilde par Clotaire II,0613-01-01,"Brunehilde, reine franque d'Austrasie, est livrée à Clotaire II, roi de Neustrie, après des décennies de conflits sanglants pour le pouvoir. Clotaire II, fils de Frédégonde, voit en Brunehilde la responsable de la mort de nombreux membres de sa famille et de la prolongation des guerres civiles mérovingiennes.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_BOTH,Exécution de Brunehilde,0613-02-28,0.9,B,"Le titre actuel est trop long et contient des informations inutiles. Le supplice est une exécution. Wikidata donne deux dates de mort, dont une au 28 février 613. On retient cette date plus précise.",Aucune.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
ddbc9f12-88fc-45fa-91ed-296a94dd877e,Signature du traité du Baqt entre la Nubie et l'Égypte,0651-01-01,"Le Baqt, un important traité commercial et de non-agression entre le royaume de Makuria (Nubie) et l'Égypte, a été signé vers 651-652.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,,0652-01-01,0.8,B,"La description mentionne 651-652. L'article Wikipédia en français indique 652 comme date de signature du traité. Wikidata propose 700, mais l'article Wikipédia est plus précis et pertinent. Mise à jour de la date vers 652.","Mettre à jour la date de l'événement au 1er janvier 652, en se basant sur l'article Wikipédia en français.",,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
d2a46ef9-e592-4e59-90fa-a09f0908ea5c,La règle de saint Benoît est rédigée,0540-01-01,"En 540, Benoît de Nursie codifie une règle monastique qui influencera durablement la vie religieuse en Occident. Cette 'Règle de saint Benoît', prônant l'équilibre entre prière, travail et étude, devient un modèle d'organisation pour d'innombrables monastères à travers l'Europe.",DISPUTED_DATE,date_disputee,REVIEW,REVIEW,,,0.5,C,"La date de rédaction de la Règle de saint Benoît est incertaine. Wikipédia indique 530, et Wikidata indique 600. La description indique 540. Les sources sont contradictoires.","Rechercher des sources supplémentaires pour confirmer l'année de rédaction de la Règle de saint Benoît. Il faut trancher entre 530, 540 et 600.",,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
6097ea19-b253-405f-9e94-56bd69aae0cf,Bataille du Mont Badon (Roi Arthur),0500-01-01,"La bataille du Mont Badon est un événement légendaire survenu vers l'an 500. Elle opposa les armées bretonnes, menées selon la légende par le roi Arthur, aux envahisseurs saxons. Cette bataille est l'une des plus importantes de la légende arthurienne et marque un tournant dans la résistance bretonne contre l'invasion saxonne. Bien que son existence historique soit débattue, elle reste un symbole fort de la mythologie celtique.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_TITLE,Bataille du Mont Badon,0500-01-01,0.9,B,Le titre doit être épuré de la mention '(Roi Arthur)' qui est une interprétation. La date est conservée car elle est sourcée par Wikidata et mentionnée dans l'article Wikipedia.,"Supprimer la mention du Roi Arthur du titre. Conserver la date de 0500-01-01, tout en sachant qu'elle est disputée.",,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
8c2bf3ca-9def-4e35-a8db-82fab4834d7a,Traversée du pôle Nord,1906-01-01,"En avril 1906, Robert Peary affirme avoir atteint le pôle Nord, réalisant ainsi la première traversée du pôle Nord. Cette expédition est un exploit majeur de l'exploration polaire, bien que la véracité de l'affirmation de Peary soit encore débattue aujourd'hui. Elle contribue à la fascination pour les régions polaires et à l'exploration scientifique de l'Arctique.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_BOTH,Expédition de Robert Peary au pôle Nord,1909-04-06,0.8,B,L'expédition de 1906 est contestée. L'expédition la plus connue et généralement acceptée de Peary au pôle Nord a eu lieu en 1909. Le titre est rendu plus précis en incluant le nom de l'explorateur.,Mettre à jour le titre et la date pour refléter l'expédition la plus reconnue de Peary au pôle Nord.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
835b0358-f41e-4b10-baca-22a3d9cd7386,Dernières mentions des Huns,0488-01-01,"488 marque la disparition des Huns des sources historiques. Après Attila, leur empire s'effondre, absorbé par d'autres peuples. Ce silence sonne le glas d'une puissance nomade qui a ébranlé l'Europe.",AMBIGUOUS_TITLE,titre_ambigu_ou_collision,REVIEW,KEEP_ACCEPTABLE,,,0.9,B,"The previous audit suggested a title change, but the current title is acceptable as is. The description clearly indicates the event.",Keep the current title and date as they are.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
5d991a99-3758-4cae-94a8-8a670485d81c,Apicius compile 'De re coquinaria',0030-01-01,"Apicius compile 'De re coquinaria', un recueil de recettes romaines au 1er siècle. Ce témoignage précieux offre un aperçu unique des pratiques culinaires et des ingrédients prisés de l'époque romaine.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_BOTH,De re coquinaria,0400-01-01,0.8,B,"Le titre original mentionne Apicius, mais le livre est une compilation ultérieure. Le titre est donc simplifié au titre de l'ouvrage. La date est mise à jour selon les sources.",Update the title to 'De re coquinaria' and the date to 400-01-01 based on the compilation date.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
ff787ddd-df92-403b-98b2-c802718c65da,Thomas d'Aquin commence la « Somme théologique »,1265-01-01,"En 1265, Thomas d'Aquin, théologien et philosophe italien, entreprend la rédaction de la « Somme théologique ». Cette œuvre monumentale, restée inachevée, vise à synthétiser l'ensemble de la doctrine chrétienne en utilisant la méthode scolastique. La « Somme théologique » constitue une référence majeure de la pensée catholique et a profondément influencé la philosophie et la théologie occidentales. Thomas d'Aquin y meurt en 1274.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,,1266-01-01,0.8,B,La date de 1265 n'est pas confirmée. Wikipedia indique 1266-1273. On prend 1266 comme date de début. La description est cohérente avec cette date.,Mettre à jour la date avec 1266-01-01.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
8a94adf2-c6dc-4abc-87bb-a351a98f055a,Début de la Révolution industrielle,1750-01-01,"En 1750 débute la Révolution industrielle en Grande-Bretagne, transformation majeure des modes de production qui va bouleverser la société mondiale.",POTENTIAL_DATE_ERROR,divergence_date,REVIEW,UPDATE_DATE,,1760-01-01,0.9,B,Wikidata indique un début en 1760. L'article Wikipedia en anglais mentionne également 1760 comme début de la révolution industrielle en Grande-Bretagne.,"Mettre à jour la date avec 1760-01-01, car c'est la date de début indiquée par Wikidata et corroborée par l'article Wikipedia en anglais.",,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
a98fda31-924f-4e76-b35b-d07faa4d7b27,Bataille de Svolder,1000-01-01,"En l'an 1000, la bataille de Svolder voit la défaite d'Olaf Tryggvason. Cet affrontement naval marque un tournant dans la domination de la mer Baltique et l'ascension de rois rivaux.",DISPUTED_DATE,date_disputee,REVIEW,KEEP_ACCEPTABLE,,,0.8,B,"La date est incertaine (999 ou 1000), mais la description mentionne l'an 1000. Le titre est clair et non ambigu. On conserve l'existant par défaut.",Conserver le titre et la date actuels. Noter l'incertitude sur la date dans les métadonnées.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
8aebb9f9-775c-44a9-9379-da5fe37f6cf7,Génocide au Rwanda : rôle controversé de la France,1994-01-01,"Le génocide rwandais de 1994 a opposé les Hutus extrémistes aux Tutsis et Hutus modérés. La France, via l'opération Turquoise, a été accusée de soutenir indirectement le gouvernement hutu responsable du génocide, bien que son rôle exact reste sujet à controverse et à des interprétations divergentes.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_BOTH,Génocide au Rwanda,1994-04-06,0.9,A,"Le titre actuel est trop long et inclut une controverse. Le titre 'Génocide au Rwanda' est plus approprié. La date de début du génocide est le 6 avril 1994, suite à l'attentat contre l'avion du président Habyarimana.",Vérifier et préciser le rôle de la France dans la description.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
285b9075-c9fc-4a54-915a-007c6f588481,Fondation légendaire de Venise,0421-01-01,"En 421, la tradition situe la fondation de Venise par des populations fuyant les invasions barbares, donnant naissance à l'une des plus puissantes cités maritimes médiévales.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_BOTH,Fondation de Venise,0421-03-25,0.6,B,Le titre est plus clair sans l'adjectif 'légendaire'. Wikidata propose deux dates (421-03-25 et 452-01-01). La date du 25 mars 421 semble plus précise que le 1er janvier 421. La description reste cohérente.,Utiliser la date du 25 mars 421. Indiquer l'incertitude dans les métadonnées. Vérifier si d'autres sources permettent de confirmer la date du 25 mars.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
3dd47399-497b-44ef-a88c-3caf54716c89,Publication de l'Orlando furioso de l'Arioste,1516-01-01,"Publication de l'Orlando furioso de l'Arioste, un poème épique majeur de la Renaissance italienne. Cette œuvre, combinant chevalerie, amour et merveilleux, eut une influence considérable sur la littérature et les arts européens.",DISPUTED_DATE,date_disputee,REVIEW,REVIEW,,,0.5,C,Wikidata donne deux dates de publication (1516 et 1532). Il faut une source plus fiable pour trancher.,Vérifier la date de publication avec une source plus fiable que Wikidata.,,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
ac2cf6ca-1341-49a5-a3ed-32a5d30380bd, Dante commence La Divine Comédie,1308-01-01,"L'exilé florentin Dante Alighieri commence la rédaction de *La Divine Comédie*, une œuvre allégorique majeure explorant l'Enfer, le Purgatoire et le Paradis. Ce poème épique, imprégné de symbolisme et de références philosophiques, marquera durablement la littérature mondiale.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,Début de la rédaction de la Divine Comédie,,0.8,B,"La date de 1308 est incertaine. Les sources indiquent une période de composition entre 1303 et 1321, avec Wikidata suggérant 1320. Le titre est mis à jour pour plus de précision et la date est supprimée car elle est incertaine.","Supprimer la date précise et indiquer une période de composition plus large (ex: début XIVe siècle) si possible, ou laisser sans date précise.",,REVIEW,Cas disputé conservé en revue faute de titre assez précis ou de convention de date suffisamment stabilisée.
cbc0ecf8-3600-40e2-84bf-bd89f51906d0,Découverte des premiers métamatériaux,2000-01-01,"L'année 2000 marque l'essor des métamatériaux, des matériaux artificiels ouvrant des perspectives inédites dans la manipulation des ondes électromagnétiques. Cette découverte promet des avancées révolutionnaires en optique et dans divers domaines technologiques.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_TITLE,Métamatériaux : développement et applications,,0.8,B,The previous audit correctly identified that the description refers to a period of development rather than a single discovery. The proposed title better reflects this broader context.,Accept the proposed title change to reflect the development and applications of metamaterials. The description supports this broader scope.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
630689d2-f02b-4aee-b226-84d855a6afd7,Le scandale de l'esclavage au Congo belge,1908-01-01,"Le scandale de l'esclavage au Congo belge dénonça l'exploitation brutale de la population congolaise sous le règne de Léopold II. Des millions de Congolais furent victimes de travaux forcés, de mutilations et d'assassinats dans la quête du caoutchouc, suscitant une indignation internationale.",INSUFFICIENT_EVIDENCE,absence_de_singularite,REVIEW,UPDATE_TITLE,Scandale de l'État indépendant du Congo,,0.9,A,"Le titre actuel est acceptable mais peut être amélioré pour correspondre à l'appellation la plus courante et officielle de cet événement. Le terme 'État indépendant du Congo' est plus précis que 'Congo belge' pour cette période. L'événement est une période, pas un événement singulier.",Mettre à jour le titre pour plus de précision historique.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
ac95395a-8298-4251-ba0d-b192b6ae429d,Fondation du Ku Klux Klan (moderne),1915-01-01,"La fondation du second Ku Klux Klan en 1915 marque une résurgence de l'idéologie suprématiste blanche aux États-Unis, avec un impact durable sur la société américaine et ses relations interraciales.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_BOTH,Fondation du second Ku Klux Klan,1915-09-01,0.8,B,Le titre est amélioré pour plus de clarté. La date du 1er janvier 1915 est incorrecte. La fondation du second KKK a eu lieu en septembre 1915. La description est cohérente avec cette information.,Vérifier si le 1er septembre est la date exacte ou une date approximative de septembre 1915.,,REVIEW,Cas conservé en revue manuelle après application des règles éditoriales renforcées.
