id,titre,date_in_db,date_candidate,precision,status,result_bucket,confidence,needs_human_review,recommendation,matched_article_fr,matched_article_en,wikidata_id
f97fa483-9bd9-4dba-9433-754df7017709,Assassinat de Caligula,0041-01-24,0041-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de l'assassinat de Caligula comme étant en 41.,https://fr.wikipedia.org/wiki/Caligula,,Q1409
c8e705b1-2227-4088-8fc6-061d59d63f6e,Le scandale du Watergate,1972-01-01,1972-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1972 comme début du scandale du Watergate.,https://fr.wikipedia.org/wiki/Scandale_du_Watergate,,Q42761
929b4535-9d2d-4274-9c55-97d8b04a5742,Mort de Saint Louis,1270-08-25,,null,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources externes fiables qui mentionnent l'année exacte de la mort de Saint Louis (Louis IX).,,wikipedia_en_article,Q3324481
5f000f64-3a7c-40de-8d04-2e9417b8eeae,Déflation Laval face à la Grande Dépression,1932-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0.1,false,"Reject. The event describes a period, not a single year.",https://fr.wikipedia.org/wiki/Grande_D%C3%A9pression,,Q8698
fc448778-6e5b-4ca1-9e0b-70103e527d0a,Fondation de l'école de Florence Nightingale,1860-01-01,1860-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Aucune modification nécessaire.,Florence Nightingale,,Q37103
711af4b9-7c8f-41ea-875c-a829b410df37,Utilisation documentée de la poudre à canon en Chine,1232-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources plus spécifiques mentionnant l'année exacte de la première utilisation militaire documentée de la poudre à canon en Chine.,,,Q747986
d5317bde-a7e3-420a-bae9-d8c673dc76a2,Début de la colonisation du Congo Belge,1885-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0.1,false,Rejeter car le titre est ambigu et ne correspond pas à une année unique. Il faudrait préciser de quel événement il s'agit.,Congo belge,,Q213510
b8974aef-1c63-4f53-b40d-fc58e57ee02a,Fondation des Casques bleus de l'ONU,1948-01-01,1948-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.7,false,No change needed.,,,Q2340041
51b8ca4a-d8e1-4e4e-b2a9-3d715a861e44,Traité de Meerssen,0870-01-01,0870-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 870 pour le traité de Meerssen.,https://fr.wikipedia.org/wiki/Trait%C3%A9_de_Meerssen,,Q160205
820250cc-9ecb-4a29-b405-f9c205c37187,Découverte des îles Galápagos par les Européens,1535-01-01,1535-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.7,false,"Confirmer l'année 1535 comme date de la découverte européenne des îles Galápagos, en se basant sur d'autres sources qui mentionnent spécifiquement cette année.",Îles Galápagos,,Q38095
2161167d-05e3-4a79-a55a-1d88d40bf625,Sécheresse et famine en Égypte fatimide,1070-01-01,1070-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.8,false,Vérifier avec des sources externes pour confirmer l'année exacte.,,,
e4525593-739b-46df-baf4-6e44a74eb70f,Naissance de Guillaume le Maréchal,1146-01-01,1146-01-01,year,CONFIRMED,confirme,0.9,false,Aucune action nécessaire.,wikipedia_fr_article,,Q348911
1fa94f5d-0294-41c9-949c-c80fdd4cb62b,Création de la Société française d'archéologie,1833-05-21,1834-01-01,year,DISPUTED_DATE,date_disputee,0.9,false,Check primary sources to resolve the discrepancy between the database and external sources.,wikipedia_fr_article,,Q3488285
4d322669-0e1f-4dc9-888b-96bc489e3489,Catastrophe de l’usine AZF de Toulouse – préparation du site,2001-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,false,Reject due to the event describing a process rather than a singular event.,,,Q7880
a335b8d3-cf88-405e-b010-a3e0c4a8d173,Première de Pelléas et Mélisande de Claude Debussy,1902-04-30,1902-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,wikipedia_fr_article,wikipedia_en_article,Q652182
c7bfd033-aacb-4856-9c1a-833c2215c139,Traité de Rome,1957-03-25,1957-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1957.,Traité de Rome,Treaty of Rome,Q414432
331bfb0f-0cd0-4505-8b2a-2e79d5db556b,Élection de François Mitterrand,1981-05-10,1981-01-01,year,CONFIRMED,confirme,0.9,false,Aucune modification nécessaire.,https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Mitterrand,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Mitterrand,Q2038
0bef960a-2acd-45fb-baac-fa919b87b5f8,Achèvement du Flatiron Building,1902-01-01,1902-01-01,year,CONFIRMED,confirme,1,false,No change needed.,https://fr.wikipedia.org/wiki/Flatiron_Building,,Q220728
c423003d-3d17-4b0e-a075-25958ce529fc,Début des travaux de la cathédrale gothique Notre-Dame de Chartres,1195-01-01,1195-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.7,false,Vérifier si d'autres sources confirment le début des travaux en 1195.,Cathédrale Notre-Dame de Chartres,,Q180274
01bde4a3-d93b-4964-9941-4781afc96d56,Fondation de l'Université de Bordeaux,1448-01-01,1448-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.7,false,Vérifier la date exacte de fondation de l'université.,wikipedia_fr_article,,Q13344
2a58ec12-1ee2-49df-92f1-9a609fe6ea70,Loi sur le Glass-Steagall Act aux États-Unis,1933-06-16,1933-01-01,year,CONFIRMED,confirme,1,false,No changes needed.,wikipedia_fr_article,,Q1410030
2b686470-4573-43ab-a7de-f02a025f3a2b,Déclaration de guerre de la France à la Prusse,1870-01-01,1870-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1870.,,,Q48751292
c44e4789-7533-4d51-81dd-1be5de54aa6c,Condamnation de l’Action française,1926-01-01,1926-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,wikipedia_fr_article,wikipedia_en_article,Q49629
8f62896b-0c84-422d-9ddc-fc2857c5bb2d,Claude Simon naît à Tananarive,1913-01-01,1913-01-01,year,CONFIRMED,confirme,1,false,No change needed.,Claude Simon,,Q131549
a9b481b6-549d-469a-a879-a5b02030dad6,Origène écrit « Des Principes »,0225-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0.3,true,"Rechercher des sources externes qui confirment l'année de publication de l'ouvrage ""Des Principes"".",https://fr.wikipedia.org/wiki/Orig%C3%A8ne,,Q170472
68a367c5-7393-47bc-b240-459793a2a759,Bataille de Hastings (conquête normande de l'Angleterre),1066-10-14,1066-01-01,year,CONFIRMED,confirme,1,false,Aucune modification nécessaire.,Conquête normande de l'Angleterre,,Q200485
ffc4bfc5-f15a-4c8f-b259-0eee7a1b2cdb,Prix Goncourt 1904 : Léon Frapié,1904-01-01,1904-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,wikipedia_fr_article,wikipedia_en_article,Q966324
a7cfca15-5da4-4d09-b7ab-9a115b059368,Paix de Vervins,1598-01-01,1598-01-01,year,CONFIRMED,confirme,1,false,Aucune modification nécessaire.,wikipedia_fr_article,wikipedia_en_article,Q1188688
9901e6d9-c93c-4bfb-b3c4-75022fe7aab4,Début du règne de Constantin le Grand,0306-01-01,0306-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.7,false,Vérifier si d'autres sources confirment l'année 306.,,,Q5163814
277433f9-2c8e-4fdd-b79d-f2019aa9ae7a,Pillage de Bordeaux et Toulouse par les Normands,0844-01-01,0844-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,,,Q1933558
63a6af14-5ed7-4bbe-849d-3faa9b218a8a,Déchéance du roi Charles le Gros - Implantation mauresque à Fraxinet,0887-01-01,0887-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0,false,Fournir des sources externes pour confirmer l'année 887.,,,
0740005e-002a-4bb9-94bc-16654dfc020e,Bataille des Dunes et prise de Dunkerque,1658-01-01,1658-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,wikipedia_fr_article,,Q1526883
f3a5df36-b396-4f3b-a3b4-3c31a6150d69,Conférence de Bandung,1955-01-01,1955-01-01,year,CONFIRMED,confirme,0.9,false,Aucune recommandation nécessaire.,wikipedia_fr_article,,Q208191
d7055542-0611-4bca-9eb5-ad0e1d2e3205,Début de l'expédition de Magellan,1519-01-01,1519-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0,false,Ajouter des sources externes fiables pour confirmer l'année de début de l'expédition de Magellan.,,,
1cbdeec4-3813-4f37-b34a-ef3a4d43d685,Installation des papes à Avignon,1309-01-01,1309-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.7,false,Confirmer la date de 1309 comme l'année de l'installation des papes à Avignon.,https://fr.wikipedia.org/wiki/Avignon,,Q6397
57bba2ab-a878-4379-a197-32663935ebd5,Chute du mur de Berlin,1989-11-09,1989-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1989.,https://fr.wikipedia.org/wiki/Chute_du_mur_de_Berlin,,Q69163529
acd81cc5-1678-4382-8d25-df84070d55fa,Le Tournant de la rigueur,1983-01-01,1983-01-01,year,CONFIRMED,confirme,0.9,false,Aucune.,https://fr.wikipedia.org/wiki/Tournant_de_la_rigueur,,Q3534146
77c19596-8efa-492a-81d3-3bfaa54706a8,Le règne de Paul Ier de Russie,1796-01-01,1796-01-01,year,INSUFFICIENT_EVIDENCE,absence_de_singularite,0.9,false,Confirmer la date de début du règne.,Paul Ier (empereur de Russie),,Q15189
ed63e84a-fa3c-4fea-b65c-6720fc9e2503,Adoption de l'Accord de Paris sur le climat (COP21),2015-01-01,2015-01-01,year,CONFIRMED,confirme,0.9,false,No changes needed.,https://fr.wikipedia.org/wiki/Accord_de_Paris_sur_le_climat,,Q21707860
325ba4af-c87c-4320-afc4-c2dbbfd5ab33,Naufrage du SS Central America,1857-01-01,1857-01-01,year,CONFIRMED,confirme,1,false,Aucune.,https://fr.wikipedia.org/wiki/SS_Central_America,,Q491961
