id,current_title,current_date,final_decision,proposed_title,proposed_date_iso,confidence,evidence_level,status,result_bucket,recommendation,reasoning_short,delete_reason,applied_in_production,opinion
d05a41ee-74bb-4a23-b63b-7ed94fc7bde5,Pétrarque couronné poète à Rome,1341-01-01,UPDATE_DATE,Couronnement de Pétrarque comme poète à Rome,1341-04-08,0.9,A,INSUFFICIENT_EVIDENCE,preuve_insuffisante,Mettre à jour la date de l'événement avec la date précise du 8 avril 1341.,Le couronnement de Pétrarque a eu lieu le 8 avril 1341. Plusieurs sources concordantes confirment cette date.,,true,"Favorable : correction de date solide, déjà appliquée en production."
3be1a606-f0d1-4676-b4e9-218fc5c04a88,Paiement par Charles le Chauve d'un tribut aux Normands pour épargner Paris,0852-01-01,UPDATE_BOTH,Siège de Paris par les Vikings,0885-11-25,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour le titre et la date avec les informations correctes.,"L'événement décrit correspond au siège de Paris par les Vikings, qui a débuté le 25 novembre 885. La date et le titre actuels sont incorrects. Les sources Wikipedia et Wikidata confirment cette date.",,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
dddc3233-649e-41ff-a3ed-c9a74bfba87a,Création de SOS Racisme – précurseurs et contexte,1980-01-01,UPDATE_BOTH,Création de SOS Racisme,1984-01-01,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour le titre et la date avec la création effective de SOS Racisme en 1984.,La description mentionne la création de SOS Racisme en 1984. Le titre est plus clair sans la mention des précurseurs. De nombreuses sources confirment la création de SOS Racisme en 1984.,,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
bc06cd30-2d21-4f7a-b7da-978854c517f1,Naufrage de la Santa Maria,1492-01-01,UPDATE_DATE,Naufrage de la Santa Maria,1492-12-25,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour la date avec le 25 décembre 1492.,La description mentionne Noël 1492 comme date du naufrage. Plusieurs sources concordantes indiquent que le naufrage a eu lieu le 25 décembre 1492.,,true,"Favorable : correction de date solide, déjà appliquée en production."
76c4457a-2ad1-4d57-b547-0f5cd9415575,Construction du château de Buda,1247-01-01,DELETE,,,0.8,B,INSUFFICIENT_EVIDENCE,absence_de_singularite,Keep the title as 'Construction du château de Buda' but acknowledge that it represents a period of construction rather than a single event.,"The title is acceptable and in French. However, it refers to a construction process rather than a single event. The description is consistent with the title.",,false,Je ne supprimerais pas automatiquement : revue manuelle nécessaire avant suppression.
47cbdbc7-c087-404b-9d24-eb7a29c476d3,Création du vaccin contre le paludisme,2021-01-01,UPDATE_DATE,,2021-10-06,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,"Mettre à jour la date de l'événement avec la date du 6 octobre 2021, date de la recommandation de l'OMS.","L'audit précédent a identifié la date du 6 octobre 2021 comme date de recommandation par l'OMS du vaccin RTS,S/AS01 (Mosquirix). Cette date est cohérente avec la description et est étayée par plusieurs sources.",,true,"Favorable : correction de date solide, déjà appliquée en production."
b077055c-91bb-4b5e-bf79-94e708c42441,Fondation de la Société linnéenne de Londres,1788-01-01,UPDATE_DATE,Fondation de la Société linnéenne de Londres,1788-02-26,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour la date de fondation de la Société linnéenne de Londres au 26 février 1788.,La date de fondation de la Société linnéenne de Londres est le 26 février 1788. Plusieurs sources concordantes indiquent cette date.,,true,"Favorable : correction de date solide, déjà appliquée en production."
4d322669-0e1f-4dc9-888b-96bc489e3489,Catastrophe de l’usine AZF de Toulouse – préparation du site,2001-01-01,UPDATE_BOTH,Catastrophe de l'usine AZF,2001-09-21,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,Mettre à jour le titre à 'Catastrophe de l'usine AZF' et la date à '2001-09-21' pour refléter l'événement réel.,"Le titre actuel fait référence à la préparation du site, qui n'est pas l'événement principal. L'événement principal est l'explosion. La date doit être mise à jour à la date de l'explosion.",,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
1032f44d-56e6-432c-8ac3-55c56d899324,Renforcement du statut des Juifs par le régime de Vichy,1942-01-01,UPDATE_BOTH,Statut des Juifs sous le régime de Vichy,1940-10-03,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Vérifier si d'autres statuts ou lois antisémites importants ont été promulgués à d'autres dates et créer des événements distincts si nécessaire.,"Le titre actuel est trop vague. Le titre proposé est plus précis et correspond à l'appellation courante. La date du 3 octobre 1940 correspond à la promulgation du premier Statut des Juifs par le régime de Vichy, un événement majeur. La description est cohérente avec cette date et ce titre.",,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
24a352d6-3af4-482b-8e9c-c92ada39e8fb,Les Français approuvent la baisse du mandat présidentiel,2000-01-01,UPDATE_BOTH,Référendum français sur le quinquennat,2000-09-24,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Vérifier l'orthographe et la grammaire du titre et de la description.,"Le titre actuel est factuel mais pas optimal. Le titre proposé est plus standard et correspond à l'appellation usuelle de l'événement. La date du 24 septembre 2000 est la date du référendum sur le quinquennat, confirmée par de nombreuses sources.",,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
8291fa12-ed2a-4cfb-afd5-70df5c3b5de0,Première transmission télégraphique transatlantique,1858-01-01,UPDATE_DATE,,1858-08-05,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,Mettre à jour la date au 5 août 1858.,La description indique clairement août 1858. De nombreuses sources confirment que la première transmission télégraphique transatlantique a eu lieu le 5 août 1858.,,true,"Favorable : correction de date solide, déjà appliquée en production."
25868a63-2aff-4a37-acb2-baade484d782,Entrée en vigueur du TICE,1996-01-01,UPDATE_BOTH,Traité d'interdiction complète des essais nucléaires,1996-09-24,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,Aucune recommandation supplémentaire.,"Le titre est plus clair sans ""Entrée en vigueur de"". La date du 1996-09-24 correspond à la date de signature du traité, un événement plus singulier et documenté que son entrée en vigueur. De nombreuses sources confirment cette date comme la date de signature officielle du traité.",,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
119450a1-c7da-431a-a647-b60251bf8b0c,Mariage de Marie-Thérèse d'Autriche et François de Lorraine,1736-01-01,UPDATE_DATE,,1736-02-12,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour la date au 12 février 1736.,Le mariage a eu lieu le 12 février 1736. Plusieurs sources fiables confirment cette date. La description est cohérente.,,true,"Favorable : correction de date solide, déjà appliquée en production."
39c20c48-9646-4835-92ea-65d352234f6e,Nationalisation de cinq grands groupes industriels,1982-01-01,UPDATE_DATE,Nationalisations de 1982 en France,1982-02-11,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour la date et le titre pour refléter la promulgation de la loi et l'ensemble des nationalisations.,La date du 11 février 1982 correspond à la promulgation de la loi de nationalisation. Le titre est rendu plus générique pour englober l'ensemble des nationalisations de cette année.,,true,"Favorable : correction de date solide, déjà appliquée en production."
74a219d5-5472-452d-bcab-83d3641eb37f,Le scandale de Panama,1889-01-01,UPDATE_DATE,,1892-01-01,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour la date à 1892-01-01 sur la base de Wikidata et Wikipedia. La description reste cohérente.,Wikidata et Wikipedia s'accordent sur le scandale de Panama. Wikidata donne 1892 comme date de l'événement. La description est cohérente avec cette date.,,true,"Favorable : correction de date solide, déjà appliquée en production."
91b94daa-e16d-4035-a162-94d8790682f9,Création du CNRS,1939-01-01,UPDATE_DATE,,1939-10-19,1,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,Mettre à jour la date avec la date correcte du 19 octobre 1939.,La description indique clairement la date de création du CNRS comme étant le 19 octobre 1939. La date actuelle est incorrecte.,,true,"Favorable : correction de date solide, déjà appliquée en production."
d65a86ca-08c6-4ae8-9f4b-4bdcb0d576e1,Création de l'Inquisition à Séville,1478-01-01,UPDATE_DATE,Création de l'Inquisition espagnole,1480-01-01,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,"Mettre à jour la date à 1480-01-01 et le titre à ""Création de l'Inquisition espagnole"", car cela correspond à la nomination des premiers inquisiteurs à Séville, tel que mentionné dans la description et confirmé par Wikipedia en anglais.","L'autorisation papale date de 1478, mais la nomination des premiers inquisiteurs et la mise en place effective à Séville datent de 1480. Le titre est légèrement modifié pour plus de précision.",,true,"Favorable : correction de date solide, déjà appliquée en production."
da481700-9a91-45f6-8990-48cc75e36a99,Assaut de Querétaro et chute de Maximilien Ier,1867-01-01,UPDATE_BOTH,Siège de Querétaro,1867-02-05,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,Appliquer les modifications. Vérification complémentaire non nécessaire.,"Le titre original est trop long et inclut une conséquence. 'Siège de Querétaro' est l'appellation la plus courante. La date du 5 février correspond au début du siège, comme indiqué dans la description.",,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
aabd0af8-ac90-4a82-a7bf-547874b54ba7,Apparition des premières guildes de boulangers,1200-01-01,DELETE,Création des guildes de boulangers,,0.7,B,INSUFFICIENT_EVIDENCE,absence_de_singularite,"Conserver avec un titre reformulé pour refléter la création des guildes, tout en reconnaissant que cela reste un processus et non un événement ponctuel.","L'événement décrit un processus graduel, mais il est possible de le reformuler pour qu'il soit acceptable. Le titre est modifié pour refléter la création des guildes, plutôt que leur apparition, ce qui est plus factuel.",,false,Je ne supprimerais pas automatiquement : revue manuelle nécessaire avant suppression.
d5317bde-a7e3-420a-bae9-d8c673dc76a2,Début de la colonisation du Congo Belge,1885-01-01,UPDATE_BOTH,Création du Congo Belge,1908-11-15,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,Mettre à jour le titre et la date pour refléter la création du Congo Belge.,La date et le titre actuels sont incorrects. Le Congo Belge a été créé le 15 novembre 1908.,,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
9d573b74-2c0a-4e01-b37a-c1bdd352ddcb,Début de la construction du Fort de Lahore,1566-01-01,UPDATE_BOTH,Reconstruction du Fort de Lahore,1593-01-01,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,Mettre à jour la date à 1593 et le titre pour correspondre à l'événement principal décrit dans la description. Le terme 'reconstruction' est plus précis que 'construction' compte tenu du texte.,La description indique clairement que la reconstruction a débuté en 1593 sous Akbar. Le titre est modifié pour refléter plus précisément l'événement principal décrit dans la description.,,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
4c2b4900-f500-4b63-8384-cad81d09ed92,Approbation du premier vaccin contre le cancer (Gardasil),2006-01-01,UPDATE_DATE,Approbation du vaccin Gardasil,2006-06-08,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,Confirmer l'approbation par la FDA le 8 juin 2006 via le site officiel de la FDA.,La date du 1er janvier 2006 est incorrecte. Plusieurs sources fiables confirment que le Gardasil a été approuvé par la FDA le 8 juin 2006. Le titre est simplifié pour plus de concision.,,true,"Favorable : correction de date solide, déjà appliquée en production."
8c1b31ae-6fd8-48e2-ae69-da578f8710ae,Fondation de l’ENA,1945-01-01,UPDATE_DATE,Fondation de l'École nationale d'administration,1945-10-09,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,Ajouter une référence au Journal officiel comme source.,Le Journal officiel du 9 octobre 1945 publie le décret de création de l'ENA. Le titre est légèrement modifié pour correspondre à l'appellation complète. La description est cohérente avec cette date.,,true,"Favorable : correction de date solide, déjà appliquée en production."
3c7a4b41-851d-436c-a46f-01dafaec1edb,Première représentation du Bourgeois gentilhomme de Molière,1670-10-14,UPDATE_BOTH,Première représentation du Bourgeois gentilhomme,1671-06-17,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour le titre et la date pour correspondre à la première représentation du Bourgeois gentilhomme le 17 juin 1671.,La date dans la description (17 juin 1671) contredit la date actuelle (14 octobre 1670). La date de la description est la bonne. Le titre doit être mis à jour pour enlever la date.,,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
4764b56c-be2e-43e6-85ee-033b2cee5d46,Irène devient impératrice byzantine,0797-01-01,UPDATE_BOTH,Accession au trône d'Irène l'Athénienne,0797-08-01,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Vérifier si le titre 'Accession au trône d'Irène l'Athénienne' est l'appellation la plus officielle ou standard. Confirmer la date exacte (jour) de l'accession au trône.,Le titre actuel est acceptable mais peut être amélioré pour plus de précision. La date est incorrecte. Irène est devenue impératrice en août 797 après avoir déposé son fils Constantin VI. Le titre proposé est plus formel et précis. La date est corrigée selon les sources historiques.,,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
1a641da5-3253-413d-be29-4338c0f6e788,Naufrage du Valbanera,1919-01-01,UPDATE_DATE,,1919-09-19,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,Mettre à jour la date avec la date correcte du naufrage (1919-09-19).,La date du 19 septembre 1919 est largement reconnue comme la date du naufrage du Valbanera. La description est cohérente avec cette date.,,true,"Favorable : correction de date solide, déjà appliquée en production."
5919ad05-48da-49af-b047-c4e81afb5c5f,Début de la Guerre des Boers en Afrique du Sud,1880-01-01,UPDATE_BOTH,Première Guerre des Boers,1880-12-16,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,Mettre à jour le titre et la date pour spécifier la Première Guerre des Boers.,L'événement actuel est ambigu car il existe deux guerres des Boers. La date actuelle est incorrecte. La Première Guerre des Boers a commencé le 16 décembre 1880.,,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
1a3745cc-918c-4e02-afcf-ca2c0bd1870f,Adoption de la Convention CITES,1973-01-01,UPDATE_DATE,,1973-03-03,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour la date au 3 mars 1973.,La date de signature de la Convention CITES est le 3 mars 1973. De nombreuses sources fiables confirment cette date.,,true,"Favorable : correction de date solide, déjà appliquée en production."
cf30b7ed-5bc5-48cf-8d71-0ce78c6d18bd,Deuxième défaite du Roi de France à Varaville face à Guillaume le Conquérant,1057-01-01,UPDATE_BOTH,Bataille de Varaville,1058-01-01,1,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour le titre et la date pour refléter les informations correctes sur la bataille de Varaville.,La description indique clairement que la bataille de Varaville a eu lieu en 1058. Le titre actuel est incorrect et doit être mis à jour. Le titre proposé est plus concis et standard.,,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
e575e77f-9ccb-403b-97e6-d0357c47dd9b,Lancement du satellite artificiel XMM-Newton par l'ESA,1999-01-01,UPDATE_BOTH,Lancement du satellite XMM-Newton,1999-12-10,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Vérifier que la description correspond bien au lancement du 10 décembre 1999.,La date de lancement du satellite XMM-Newton est le 10 décembre 1999. Le titre est plus clair sans mentionner l'ESA.,,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
f8394394-e95a-4ee1-b246-cb409bd936e0,Accident industriel de Seveso – retentissement en France,1976-01-01,UPDATE_DATE,Accident industriel de Seveso – retentissement en France,1976-07-10,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,"Mettre à jour la date pour correspondre à la date de l'accident de Seveso, car le retentissement est une conséquence directe de cet événement.",La description indique clairement que l'accident de Seveso a eu lieu le 10 juillet 1976. Le retentissement en France est directement lié à cet événement initial. Plusieurs sources confirment la date du 10 juillet 1976 pour l'accident.,,true,"Favorable : correction de date solide, déjà appliquée en production."
41c7051d-fbef-4c5e-9039-f23724cb0160,Découverte des sources du Nil par John Hanning Speke,1858-08-03,UPDATE_DATE,Découverte des sources du Nil par John Hanning Speke,1862-01-01,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour la date de l'événement à 1862.,La description indique clairement que la découverte a eu lieu en 1862. Plusieurs sources confirment cette date.,,true,"Favorable : correction de date solide, déjà appliquée en production."
e932af71-3b78-4764-894c-bb52c8000029,Création des conseils de prud’hommes,1806-01-01,UPDATE_DATE,,1806-03-18,0.9,A,INSUFFICIENT_EVIDENCE,preuve_insuffisante,Mettre à jour la date au 18 mars 1806.,La date de création des conseils de prud'hommes est le 18 mars 1806 (loi du 18 mars 1806).,,true,"Favorable : correction de date solide, déjà appliquée en production."
03ec8391-ed66-41dc-959b-fa183fcc148a,Expédition de George Vancouver sur la côte Pacifique,1792-01-01,UPDATE_TITLE,Expédition de Vancouver dans le Pacifique Nord-Est,1792-01-01,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"Update the title to ""Expédition de Vancouver dans le Pacifique Nord-Est"". Keep the date as 1792-01-01.","Le titre actuel est acceptable, mais ""Pacifique Nord-Ouest"" est plus précis géographiquement. L'expédition a duré plusieurs années, donc conserver la date de début est pertinent.",,true,"Favorable : correction de titre solide, déjà appliquée en production."
15b95cb9-68d1-4a68-a309-8d51ba1bec65,Indépendance de l'Argentine,1816-01-01,UPDATE_DATE,Indépendance de l'Argentine,1816-07-09,0.9,A,INSUFFICIENT_EVIDENCE,preuve_insuffisante,Mettre à jour la date au 9 juillet 1816.,"La date actuelle (1816-01-01) est incorrecte. La Déclaration d'indépendance de l'Argentine a été signée le 9 juillet 1816. La description est cohérente avec l'événement, mais la date doit être mise à jour. Plusieurs sources confirment cette date.",,true,"Favorable : correction de date solide, déjà appliquée en production."
0f07b58d-ccf5-41bd-99cc-82b6e3f62927,Lancement de l'Observatoire de Paris,1667-06-21,UPDATE_BOTH,Inauguration de l'Observatoire de Paris,1671-09-05,1,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour le titre et la date pour correspondre à l'inauguration de l'Observatoire de Paris.,La description indique clairement que l'inauguration a eu lieu le 5 septembre 1671. Le titre est mis à jour pour refléter l'événement décrit.,,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
4d5c691c-972d-415d-b66e-0640d43ab3d5,Couronnement de Marie de Médicis,1610-01-01,UPDATE_DATE,,1610-05-13,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour la date au 13 mai 1610.,Plusieurs sources concordantes indiquent que le couronnement a eu lieu le 13 mai 1610 à Saint-Denis. L'article Wikipedia sur Marie de Médicis confirme l'année du couronnement.,,true,"Favorable : correction de date solide, déjà appliquée en production."
f1f6a180-5bd0-4c28-abb1-4e6ac89d80f8,Les navires arabes dominent l'océan Indien,0900-01-01,DELETE,,,0.9,B,INSUFFICIENT_EVIDENCE,absence_de_singularite,"Conserver la fiche telle quelle, bien que le titre proposé dans l'audit précédent soit une amélioration possible.","L'audit précédent a proposé un titre plus approprié, mais le titre actuel reste acceptable car il décrit un fait historique marquant. La description est cohérente avec le titre et la date.",,false,Je ne supprimerais pas automatiquement : revue manuelle nécessaire avant suppression.
3f9a2222-6f29-4fe2-b290-ef922389f2c4,Arrestation de Bhagat Singh,1929-01-01,UPDATE_DATE,,1929-04-08,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour la date au 8 avril 1929.,Bhagat Singh a été arrêté le 8 avril 1929 après avoir lancé des tracts et des bombes à l'Assemblée législative centrale à Delhi. La description correspond à cet événement.,,true,"Favorable : correction de date solide, déjà appliquée en production."
43035c17-f455-482c-8f86-8af744892982,Raleigh fonde la colonie de Roanoke,1585-01-01,UPDATE_DATE,Fondation de la colonie de Roanoke,1584-01-01,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour la date avec 1584-01-01 et simplifier le titre.,Wikidata et Wikipédia FR indiquent 1584 comme date de fondation. La description est compatible avec cette date. Le titre est rendu plus générique.,,true,"Favorable : correction de date solide, déjà appliquée en production."
8353595c-8597-47a1-a2ea-38c97a53d4f3,Occupation de la Bretagne par les Vikings,0912-01-01,UPDATE_BOTH,Traité de Saint-Clair-sur-Epte,0911-01-01,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"Mettre à jour le titre avec ""Traité de Saint-Clair-sur-Epte"" et la date avec 0911-01-01. La description est cohérente avec cet événement.","La description correspond au traité de Saint-Clair-sur-Epte, signé en 911. Le titre actuel est trop vague et la date incorrecte. Le traité officialise la présence normande en Bretagne.",,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
10b592b8-3a67-4402-9d5d-4ec3dd7af2e0,Clôture du concile Vatican II,1965-01-01,UPDATE_DATE,Clôture du concile Vatican II,1965-12-08,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,Mettre à jour la date de clôture du Concile Vatican II au 8 décembre 1965.,"La date de clôture du Concile Vatican II est le 8 décembre 1965, et non le 1er janvier 1965. La description est cohérente avec cet événement. Plusieurs sources confirment cette date.",,true,"Favorable : correction de date solide, déjà appliquée en production."
0d65d9d5-acb9-4b4d-a37a-92bbb5b95621,Création de l'UEFA,1954-01-01,UPDATE_DATE,,1954-06-15,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,Mettre à jour la date avec la date précise de fondation (15 juin 1954).,L'UEFA a été fondée le 15 juin 1954 à Bâle. La description est cohérente avec cette date.,,true,"Favorable : correction de date solide, déjà appliquée en production."
03b4cb7e-92c9-4fee-99db-d609f29824f1,Ouverture de l’École normale supérieure de jeunes filles,1880-01-01,UPDATE_DATE,École normale supérieure de jeunes filles,1880-01-01,1,A,INSUFFICIENT_EVIDENCE,preuve_insuffisante,Corriger la date en 1880-01-01 et ignorer l'information erronée de Wikidata.,"La description mentionne clairement la fondation en 1880. Wikidata pointe vers une autre école (ENS Fontenay-Saint-Cloud) avec un identifiant commun, ce qui est une erreur de Wikidata. La date de 1880 est donc correcte.",,true,"Favorable : correction de date solide, déjà appliquée en production."
6805987b-8fdb-4246-b1bc-360e44b01e2c,Premier télescope réflecteur,1668-12-23,UPDATE_BOTH,Construction du premier télescope réflecteur de Newton,1668-12-23,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,Mettre à jour le titre et conserver la date précise.,La date du 23 décembre est confirmée par la description. Le titre est précisé pour plus d'exactitude et de clarté.,,true,"Favorable : recadrage titre + date solide, déjà appliqué en production."
