id,current_title,current_date,decision,final_decision,proposed_title,proposed_date_iso,review_required,evidence_level,confidence,status,result_bucket,reasoning_short,recommendation
5aee30ef-9b8e-45db-b3d2-8d8de47e17de,Loi SRU : obligation de construire des logements sociaux dans les communes,2001-01-01,UPDATE_DATE,UPDATE_DATE,,2000-12-01,false,A,0.9,POTENTIAL_DATE_ERROR,divergence_date,La description indique clairement que la loi a été adoptée et promulguée en décembre 2000. Plusieurs sources confirment que la loi SRU a été promulguée le 13 décembre 2000. Utiliser le premier jour du mois est une simplification acceptable.,Mettre à jour la date au 1er décembre 2000.
b4151014-7abf-4209-89a3-e71f3cba5da0,Mort d’Erik Satie,1925-01-01,UPDATE_DATE,REVIEW,,1925-07-01,true,A,1,DISPUTED_DATE,date_disputee,"La date de décès d'Erik Satie est le 1er juillet 1925, confirmée par plusieurs sources dont Wikipédia et Wikidata.","Mettre à jour la date de l'événement avec la date correcte du décès d'Erik Satie, soit le 1er juillet 1925."
58039f76-4caf-4696-9a47-7d8a85aba9cb,Naissance de Michel-Ange,1475-03-06,KEEP,REVIEW,,,true,A,1,DISPUTED_DATE,date_disputee,"La date de naissance de Michel-Ange est bien le 6 mars 1475, comme confirmé par de multiples sources (Wikipédia FR, Wikidata).",Conserver la fiche telle quelle.
97c8c3b8-97ec-4005-9d06-a4b4bead5074,"Frida Kahlo, figure emblématique de l'art mexicain",1930-01-01,UPDATE_TITLE,REVIEW,Début de la carrière artistique de Frida Kahlo,1930-01-01,true,B,0.6,AMBIGUOUS_TITLE,titre_ambigu_ou_collision,"The original title was too general. The proposed title is more specific and reflects the description, which mentions Frida Kahlo's emergence as a major artistic figure in the 1930s. The date remains the same as it is the beginning of the decade.","Further research could pinpoint a more precise event or exhibition that marked the beginning of Frida Kahlo's career around 1930. If a specific event is found, update the title and date accordingly."
c13fd56f-ea19-4329-9047-595ffb8ca02c,Supplice de la reine Brunehilde par Clotaire II,0613-01-01,UPDATE_BOTH,REVIEW,Exécution de Brunehilde,0613-02-28,true,B,0.9,DISPUTED_DATE,date_disputee,"Le titre actuel est trop long et contient des informations inutiles. Le supplice est une exécution. Wikidata donne deux dates de mort, dont une au 28 février 613. On retient cette date plus précise.",Aucune.
d7e40c7b-d5e8-4f4e-883f-ec681542223b,Fondation de l'abbaye de Fleury,0638-01-01,UPDATE_DATE,REVIEW,,0651-01-01,true,A,0.9,DISPUTED_DATE,date_disputee,La date de 638 est contredite par plusieurs sources. La date de 651 est plus probable selon Wikidata et Wikipedia.,Mettre à jour la date de fondation de l'abbaye de Fleury à 651-01-01.
46f69b0d-7c37-4b68-8b60-473f34a16e72,"Mort de Gontran, roi de Bourgogne",0592-01-01,UPDATE_DATE,REVIEW,,0592-03-28,true,A,0.9,DISPUTED_DATE,date_disputee,Wikipédia et Wikidata mentionnent plusieurs dates de décès possibles pour Gontran. Wikidata donne 0592-03-28 comme date de décès avec une précision au jour près. La description reste cohérente avec cette date.,Mettre à jour la date de décès de Gontran avec la date du 28 mars 592.
d7d1866d-615e-460b-b3b3-7dcf91199b38,Naissance de Jean de La Fontaine,1621-01-01,UPDATE_DATE,REVIEW,Naissance de Jean de La Fontaine,1621-07-08,true,A,0.9,DISPUTED_DATE,date_disputee,La date de naissance de Jean de La Fontaine est le 8 juillet 1621 selon Wikipédia et Wikidata. L'année 1621 est confirmée par plusieurs sources.,Mettre à jour la date de naissance avec la date précise du 8 juillet 1621.
ddbc9f12-88fc-45fa-91ed-296a94dd877e,Signature du traité du Baqt entre la Nubie et l'Égypte,0651-01-01,UPDATE_DATE,REVIEW,,0652-01-01,true,B,0.8,DISPUTED_DATE,date_disputee,"La description mentionne 651-652. L'article Wikipédia en français indique 652 comme date de signature du traité. Wikidata propose 700, mais l'article Wikipédia est plus précis et pertinent. Mise à jour de la date vers 652.","Mettre à jour la date de l'événement au 1er janvier 652, en se basant sur l'article Wikipédia en français."
1fa94f5d-0294-41c9-949c-c80fdd4cb62b,Création de la Société française d'archéologie,1833-05-21,UPDATE_DATE,REVIEW,,1834-01-01,true,A,0.9,DISPUTED_DATE,date_disputee,Wikipédia et Wikidata indiquent 1834 comme date de création de la Société française d'archéologie. La description est cohérente avec cette date.,Mettre à jour la date de création avec 1834-01-01.
082d5f18-e416-486f-9238-3cea3b55da7c,Naissance du journal « Le Monde diplomatique »,1948-01-01,UPDATE_BOTH,REVIEW,Fondation du Monde diplomatique,1954-05-01,true,A,0.9,DISPUTED_DATE,date_disputee,"Les sources Wikipédia et Wikidata concordent sur l'année 1954 pour la fondation du Monde diplomatique, avec une date plus précise en mai 1954. Le titre est mis à jour pour être plus concis et standard.",Mettre à jour le titre et la date de l'événement avec les informations issues des sources Wikipédia et Wikidata.
e231a15e-8a94-47a9-82ca-bfb096aa85f5,Fondation de l'ordre des Frères Prêcheurs (Dominicains) par saint Dominique,1215-01-01,UPDATE_BOTH,REVIEW,Fondation de l'ordre des Prêcheurs,1215-01-01,true,A,0.9,DISPUTED_DATE,date_disputee,"Le titre est trop long et inclut des détails inutiles. Le nom officiel de l'ordre est ""Ordre des Prêcheurs"". La date de 1215 est confirmée par plusieurs sources.",Simplifier le titre et conserver la date de fondation.
d2a46ef9-e592-4e59-90fa-a09f0908ea5c,La règle de saint Benoît est rédigée,0540-01-01,REVIEW,REVIEW,,,true,C,0.5,DISPUTED_DATE,date_disputee,"La date de rédaction de la Règle de saint Benoît est incertaine. Wikipédia indique 530, et Wikidata indique 600. La description indique 540. Les sources sont contradictoires.","Rechercher des sources supplémentaires pour confirmer l'année de rédaction de la Règle de saint Benoît. Il faut trancher entre 530, 540 et 600."
9ea1ee91-53e4-4eaa-ae3a-b9a4259db0c4,Fondation de la Société protectrice des animaux,1824-01-01,UPDATE_BOTH,UPDATE_BOTH,Fondation de la Société protectrice des animaux (France),1845-12-02,true,A,1,POTENTIAL_DATE_ERROR,divergence_date,"La date de fondation de la Société Protectrice des Animaux (SPA) en France est le 2 décembre 1845, comme confirmé par Wikidata et les articles Wikipédia en français et en anglais. Le titre est précisé pour éviter toute confusion avec d'autres organisations portant un nom similaire.",Mettre à jour le titre et la date avec les informations validées.
c8c10d0b-8b18-43b8-8dda-ef7e80e662e3,Décès de William Shakespeare,1616-01-01,UPDATE_DATE,REVIEW,,1616-04-23,true,A,0.9,DISPUTED_DATE,date_disputee,La date du 23 avril 1616 est confirmée par Wikipédia en français et Wikidata comme la date de décès de William Shakespeare. L'autre date (3 mai 1616) semble moins fiable.,Mettre à jour la date de décès au 23 avril 1616.
97c63d94-fbd1-418d-a483-ddd2307d6893,Création des premiers zoos royaux à Versailles,1664-01-01,UPDATE_BOTH,UPDATE_BOTH,Construction de la ménagerie royale de Versailles,1663-01-01,true,A,1,POTENTIAL_DATE_ERROR,divergence_date,Le titre est plus précis en parlant de construction. La date de début de construction est 1663 selon Wikipédia et Wikidata.,Mettre à jour le titre et la date avec les informations de Wikipédia et Wikidata.
6097ea19-b253-405f-9e94-56bd69aae0cf,Bataille du Mont Badon (Roi Arthur),0500-01-01,UPDATE_TITLE,REVIEW,Bataille du Mont Badon,0500-01-01,true,B,0.9,DISPUTED_DATE,date_disputee,Le titre doit être épuré de la mention '(Roi Arthur)' qui est une interprétation. La date est conservée car elle est sourcée par Wikidata et mentionnée dans l'article Wikipedia.,"Supprimer la mention du Roi Arthur du titre. Conserver la date de 0500-01-01, tout en sachant qu'elle est disputée."
8c2bf3ca-9def-4e35-a8db-82fab4834d7a,Traversée du pôle Nord,1906-01-01,UPDATE_BOTH,REVIEW,Expédition de Robert Peary au pôle Nord,1909-04-06,true,B,0.8,DISPUTED_DATE,date_disputee,L'expédition de 1906 est contestée. L'expédition la plus connue et généralement acceptée de Peary au pôle Nord a eu lieu en 1909. Le titre est rendu plus précis en incluant le nom de l'explorateur.,Mettre à jour le titre et la date pour refléter l'expédition la plus reconnue de Peary au pôle Nord.
c07cb199-25e4-4039-b2ca-ffeddceb94cd,Création d'Air France,1933-01-01,UPDATE_DATE,REVIEW,,1933-08-30,true,A,0.9,DISPUTED_DATE,date_disputee,La date de création d'Air France est le 30 août 1933 selon Wikipédia et Wikidata. La description est cohérente avec cette date.,Mettre à jour la date au 30 août 1933.
835b0358-f41e-4b10-baca-22a3d9cd7386,Dernières mentions des Huns,0488-01-01,KEEP_ACCEPTABLE,REVIEW,,,true,B,0.9,AMBIGUOUS_TITLE,titre_ambigu_ou_collision,"The previous audit suggested a title change, but the current title is acceptable as is. The description clearly indicates the event.",Keep the current title and date as they are.
6e17c485-2798-483c-84f0-5ae9fb39b765,Naissance de la Ligue pour la Protection des Oiseaux (LPO),1909-01-01,UPDATE_DATE,REVIEW,,1912-01-01,true,A,1,DISPUTED_DATE,date_disputee,"Plusieurs sources (Wikipédia FR, Wikipédia EN, Wikidata) indiquent que la LPO a été fondée en 1912 et non en 1909. La description est cohérente avec cette date.",Mettre à jour la date de fondation de la LPO au 1er janvier 1912.
b5f3b171-ae2d-45f4-a46c-a2acb235f83f,Crucifixion de Jésus de Nazareth,0033-04-03,UPDATE_DATE,REVIEW,,0033-01-01,true,A,0.9,DISPUTED_DATE,date_disputee,"La date exacte de la crucifixion est incertaine, avec des sources mentionnant à la fois 30 et 33. Il est préférable de mettre l'année et de laisser la date au 1er janvier.",Mettre à jour la date à l'année 33 et indiquer que la date précise est incertaine.
5d991a99-3758-4cae-94a8-8a670485d81c,Apicius compile 'De re coquinaria',0030-01-01,UPDATE_BOTH,REVIEW,De re coquinaria,0400-01-01,true,B,0.8,DISPUTED_DATE,date_disputee,"Le titre original mentionne Apicius, mais le livre est une compilation ultérieure. Le titre est donc simplifié au titre de l'ouvrage. La date est mise à jour selon les sources.",Update the title to 'De re coquinaria' and the date to 400-01-01 based on the compilation date.
ff787ddd-df92-403b-98b2-c802718c65da,Thomas d'Aquin commence la « Somme théologique »,1265-01-01,UPDATE_DATE,REVIEW,,1266-01-01,true,B,0.8,DISPUTED_DATE,date_disputee,La date de 1265 n'est pas confirmée. Wikipedia indique 1266-1273. On prend 1266 comme date de début. La description est cohérente avec cette date.,Mettre à jour la date avec 1266-01-01.
8a94adf2-c6dc-4abc-87bb-a351a98f055a,Début de la Révolution industrielle,1750-01-01,UPDATE_DATE,REVIEW,,1760-01-01,true,B,0.9,POTENTIAL_DATE_ERROR,divergence_date,Wikidata indique un début en 1760. L'article Wikipedia en anglais mentionne également 1760 comme début de la révolution industrielle en Grande-Bretagne.,"Mettre à jour la date avec 1760-01-01, car c'est la date de début indiquée par Wikidata et corroborée par l'article Wikipedia en anglais."
a98fda31-924f-4e76-b35b-d07faa4d7b27,Bataille de Svolder,1000-01-01,KEEP_ACCEPTABLE,REVIEW,,,true,B,0.8,DISPUTED_DATE,date_disputee,"La date est incertaine (999 ou 1000), mais la description mentionne l'an 1000. Le titre est clair et non ambigu. On conserve l'existant par défaut.",Conserver le titre et la date actuels. Noter l'incertitude sur la date dans les métadonnées.
8aebb9f9-775c-44a9-9379-da5fe37f6cf7,Génocide au Rwanda : rôle controversé de la France,1994-01-01,UPDATE_BOTH,REVIEW,Génocide au Rwanda,1994-04-06,true,A,0.9,DISPUTED_DATE,date_disputee,"Le titre actuel est trop long et inclut une controverse. Le titre 'Génocide au Rwanda' est plus approprié. La date de début du génocide est le 6 avril 1994, suite à l'attentat contre l'avion du président Habyarimana.",Vérifier et préciser le rôle de la France dans la description.
8d48934e-e061-4fa5-b888-100827c1c5c9,Création du Fonds Monétaire International (FMI),1944-07-01,UPDATE_DATE,REVIEW,,1944-07-22,true,A,0.9,DISPUTED_DATE,date_disputee,Wikidata et d'autres sources indiquent le 22 juillet 1944 comme date de création du FMI. La description est cohérente avec cette date.,Mettre à jour la date de création du FMI au 22 juillet 1944.
285b9075-c9fc-4a54-915a-007c6f588481,Fondation légendaire de Venise,0421-01-01,UPDATE_BOTH,REVIEW,Fondation de Venise,0421-03-25,true,B,0.6,DISPUTED_DATE,date_disputee,Le titre est plus clair sans l'adjectif 'légendaire'. Wikidata propose deux dates (421-03-25 et 452-01-01). La date du 25 mars 421 semble plus précise que le 1er janvier 421. La description reste cohérente.,Utiliser la date du 25 mars 421. Indiquer l'incertitude dans les métadonnées. Vérifier si d'autres sources permettent de confirmer la date du 25 mars.
db116b09-c791-4bea-8dd0-be6571b08b92,"Collision d'un train du RER A en gare de Lyon à Paris, bilan lourd en victimes et blessés",1987-01-01,UPDATE_BOTH,UPDATE_BOTH,Accident ferroviaire de la gare de Lyon,1988-06-27,true,A,1,POTENTIAL_DATE_ERROR,divergence_date,La date et le titre actuels sont incorrects. Les sources Wikipedia et Wikidata indiquent clairement que l'accident ferroviaire de la gare de Lyon a eu lieu le 27 juin 1988. Le titre doit être mis à jour pour correspondre à l'appellation standard.,Mettre à jour le titre et la date de l'événement avec les informations issues de Wikipedia et Wikidata.
3dd47399-497b-44ef-a88c-3caf54716c89,Publication de l'Orlando furioso de l'Arioste,1516-01-01,REVIEW,REVIEW,,,true,C,0.5,DISPUTED_DATE,date_disputee,Wikidata donne deux dates de publication (1516 et 1532). Il faut une source plus fiable pour trancher.,Vérifier la date de publication avec une source plus fiable que Wikidata.
ac2cf6ca-1341-49a5-a3ed-32a5d30380bd, Dante commence La Divine Comédie,1308-01-01,UPDATE_DATE,REVIEW,Début de la rédaction de la Divine Comédie,,true,B,0.8,DISPUTED_DATE,date_disputee,"La date de 1308 est incertaine. Les sources indiquent une période de composition entre 1303 et 1321, avec Wikidata suggérant 1320. Le titre est mis à jour pour plus de précision et la date est supprimée car elle est incertaine.","Supprimer la date précise et indiquer une période de composition plus large (ex: début XIVe siècle) si possible, ou laisser sans date précise."
09760ba7-526c-41ef-b25f-b7f4de36cb47,"Naissance de Victor Cousin, philosophe français",1804-08-11,UPDATE_BOTH,REVIEW,Naissance de Victor Cousin,1792-11-28,true,A,1,DISPUTED_DATE,date_disputee,La date de naissance de Victor Cousin est le 28 novembre 1792 selon Wikidata et Wikipedia. Le titre est simplifié pour être plus concis.,Mettre à jour le titre et la date de naissance de Victor Cousin avec les informations de Wikidata et Wikipedia.
092cb36d-6879-4bdc-b093-6b8cbc967445,Guerre du Bien public - Bataille de Montlhéry,1467-01-01,UPDATE_BOTH,UPDATE_BOTH,Bataille de Montlhéry,1465-07-16,true,A,1,POTENTIAL_DATE_ERROR,divergence_date,La date de la bataille est le 16 juillet 1465 selon Wikipedia et Wikidata. Le titre doit être simplifié.,Mettre à jour le titre et la date de la bataille de Montlhéry.
2c9529d0-2493-4540-87c3-89a8e8e060f1,Concile Quinisexte à Constantinople,0692-01-01,KEEP,KEEP_ACCEPTABLE,,,false,A,1,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,"Le titre 'Concile Quinisexte' est clair et correspond à l'appellation standard. La date est cohérente avec la description. L'audit précédent proposait déjà un titre plus concis, mais le titre actuel est acceptable.",Aucune modification nécessaire.
b748197a-a7ea-49be-91e8-5c377092d1d0,Ouverture du Bon Marché,1852-01-01,KEEP,KEEP_ACCEPTABLE,,,false,B,0.7,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,"La date de 1852 pour l'ouverture du Bon Marché est largement répandue et cohérente avec la description. Bien que la précision du jour et du mois soit difficile à confirmer avec une certitude absolue, l'année est bien établie.",Conserver l'événement avec la date actuelle. Ajouter des sources fiables confirmant l'année d'ouverture.
