id,deleted_title,deleted_date,final_decision,confidence,evidence_level,status,result_bucket,delete_reason,source_run
96daa9d5-f2a5-47d4-afca-4fad6cb01254,Début du mouvement des droits civiques aux États-Unis,1954-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit un mouvement et non un événement ponctuel. Le titre et la description sont trop vagues et ne correspondent pas à un événement unique et datable.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
c9cc524b-cc53-46f0-89b6-5f5091d7a356,Règne de Philippe III le Hardi,1270-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
576fe4ac-26d3-4bad-80fa-f929adfec4ca,Introduction de la fourchette en Italie,1000-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit un processus historique et non un événement singulier. Il n'y a pas de date précise pour l'introduction de la fourchette en Italie.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
26e820e1-8044-4c2e-91d5-4b9e5592fbbb,Construction du château de Douvres commencée,1180-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit une construction, qui est une période, pas un événement singulier. Aucune source ne confirme l'année de début exacte.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
37857bb4-c8c1-4dc1-9f29-fbd2bd9a14f4,Règne de Louis V le Fainéant,0986-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période (un règne) et non un événement singulier. Il n'est donc pas pertinent pour une base de données d'événements ponctuels.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
fd3fbe5a-961c-4813-bdcf-9d0504a646b1,Guerre du Chaco,1932-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période (1932-1935) et non un événement singulier à une date précise.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
566ab4eb-16f5-4734-b8c1-362f720fa51d,Léonard de Vinci conçoit des machines volantes,1480-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"The title describes an ongoing activity, not an event that can be pinned to a single year. The sources provide information about Leonardo da Vinci's life, but not about the specific year he designed flying machines.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
fea241b6-8eb0-46f4-8d3f-a4dddc9e7154,Affaire Bettencourt,2007-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'affaire Bettencourt est une période, pas un événement singulier. Il est difficile de déterminer une date précise pour le début de l'affaire.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
e088c088-2f1e-4bcf-b68a-5f36113cd761,Règne de Philippe I er,1060-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période (le règne de Philippe Ier) et non un événement ponctuel. Il est donc impossible de lui associer une date précise.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
cdcc283e-f337-4ef3-a5ce-04cbe2d2503a,Sixième guerre de Religion en France,1577-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit une guerre, qui s'étend sur plusieurs années, et non un événement ponctuel. Impossible de déterminer une date précise.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
3c73f09a-cc4e-4b20-a74a-78539dea9c57,Début de la Renaissance italienne avec Giotto,1300-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit le début de la Renaissance italienne, qui est une période et non un événement singulier datable précisément. La date de 1300 est trop précoce et ne correspond pas aux sources qui indiquent plutôt le XIVe siècle.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
69dda4a3-e291-4c04-990a-fc9335824d2b,Crise de la dette latino-américaine,1982-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit une crise économique, qui est un processus s'étendant sur une période, et non un événement ponctuel. Le titre est trop général et manque de spécificité.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
241f8e51-3934-4f3a-b9a7-04b501704ce2,Mutineries dans les prisons en France,1972-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une série de mutineries et non un événement unique. Le titre n'est pas spécifique et la date est imprécise.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
e9566cdb-4dd8-4506-9ccb-3cd1b1f80213,Le maccarthysme aux États-Unis,1950-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"Le maccarthysme est une période historique, pas un événement singulier. Il n'y a pas de date unique à associer.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
0d71581c-1631-443a-a385-54c84d5691d7,Traité de Nimègue,1678-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'expression ""Traité de Nimègue"" désigne un ensemble de traités signés sur plusieurs mois, et non un événement ponctuel. Il n'y a pas de date unique à retenir.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
a50d30f1-9215-4123-a464-55bdd5a81266,Début de la rédaction du Roman de Genji,1000-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit le début d'une rédaction, ce qui implique une période et non une date précise. Il s'agit d'un processus et non d'un événement ponctuel.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
0d3c2de3-3476-4d15-90e1-09dd2f35d459,Accord de libre-échange ASEAN-Chine,2007-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période et non un événement ponctuel. L'accord est entré en vigueur progressivement à partir de 2007.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
5ec36642-3008-47cf-8b0e-299a35b31de4,Zénobie et le royaume de Palmyre,0272-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
6467f43a-07b9-4d5f-807a-1c23746bd6db,Règne de Jean II le Bon,1350-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit une période (un règne), et non un événement singulier. Il est donc impossible de lui attribuer une date précise.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
204fcdef-f310-45d2-ae06-2c05037a14ec,Règne de Robert I er,0922-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période (un règne) et non un événement ponctuel. Il s'agit d'une période et non d'une date précise.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
29017eb9-f8e5-4245-9fa1-4f5382fa46af,Conférence de Paris sur le Vietnam,1971-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit est une période (1968-1973) et non un événement singulier. De plus, il y a confusion avec la Conférence de la paix de Paris de 1919.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
77c19596-8efa-492a-81d3-3bfaa54706a8,Le règne de Paul Ier de Russie,1796-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
416891b1-eb52-499f-a8f9-d977d94d5fac,"Règne de Septime Sévère, empereur romain",0193-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
59b4aefd-7a1d-4e98-bd65-015701e2feff,Chantiers des grands ensembles HLM en France,1967-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période et non un événement singulier. La construction des grands ensembles s'est étalée sur plusieurs années.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
a518fe02-a290-49e5-a833-8dedd95bd255,Popularisation du mouvement 'Farm-to-table',2000-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit une tendance ou un mouvement sur une période, et non un événement singulier datable. Il n'y a pas de date précise associée à la popularisation du mouvement 'Farm-to-table'.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
b40a0cdc-1517-4ff6-b695-ee3bacf263dd,Grande famine de 1693-1695,1693-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période (1693-1695) et non un événement singulier.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
aca35316-b802-4b22-8b95-6ab4720ee82a,Courses de chars dans la Rome antique,0150-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit une activité récurrente et non un événement singulier. La description mentionne l'apogée de la popularité des courses de chars, ce qui implique une période et non un événement unique.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
c9624074-8f8e-4bac-85bb-85b1d8ee6bdb,Installation massive des Slaves dans les Balkans approx.,0600-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période de migration et non un événement singulier. La date imprécise et l'absence de singularité rendent la fiche difficilement exploitable.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
2749b707-cd4e-48d8-8e87-34b5f1b56912,Réarmement de l'Allemagne de l'Ouest dans le cadre de l’OTAN,1951-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"Le réarmement de l'Allemagne de l'Ouest est un processus, pas un événement ponctuel. Il n'y a pas de date unique à associer à cet événement.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
096d0670-aae4-45e3-84bd-ef10ebde4b74,Erik le Rouge fonde les premières colonies au Groenland,0986-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période et non un événement singulier datable précisément. La fondation des colonies s'étend sur plusieurs années.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
1ce923b6-d259-43aa-afce-6615aa3c4980,Règne de Louis X le Hutin,1314-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
7fa62b4f-ec96-4e1d-9083-a7edbefb7c22,Le développement des jonques chinoises se poursuit,0200-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,Il s'agit d'un développement technologique sur une période et non d'un événement ponctuel. Pas de date précise possible.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
38706966-5a73-424e-a7b5-f0f764c3c6c7,Début de la guerre de la Ligue de Cognac,1528-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit le début d'une guerre, qui est une période et non un événement ponctuel. De plus, l'année indiquée (1528) est incorrecte, la guerre ayant débuté en 1527.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
ae87f1b7-a548-497c-a839-705736c37a2b,La lobotomie,1935-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période et non un événement singulier. La lobotomie est un procédé médical qui s'étend sur plusieurs années.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
c2075df1-e586-44c0-a0c4-ca7346d625d3,Proclamation de l'Empire allemand à Versailles,1871-01-18,DELETE,1,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
c53501e8-60b4-4731-800e-aa6bf6246dbd,Crise économique et financière en France,1780-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période et non un événement singulier. La crise économique et financière en France est un processus qui s'étend sur plusieurs années.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
b2df2b00-f16e-43d7-9747-73b8947e0ffb,Introduction du Shatranj,0700-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'introduction du Shatranj est un processus historique et non un événement ponctuel. Il n'y a pas de date précise pour cet événement.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
525065dc-5e1d-4e97-93b9-5a19d6f879f6,"Eleanor Roosevelt, Première dame des États-Unis",1933-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"Le titre décrit une fonction et non un événement datable à une année unique. Eleanor Roosevelt a été Première dame des États-Unis pendant plusieurs années, il ne s'agit pas d'un événement ponctuel.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
1a9ab321-4f84-4b6f-ae93-1254cc7dffd8,Règne de Charles VII,1422-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
8320df7a-0566-4bb2-9ce7-ddb28d3aa44d,Règne de Philippe IV le Bel,1285-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
13a64284-820c-4f71-b7ef-c73e9d7041b1,Règne de Charles IV le Bel,1322-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
b3297a92-d611-4473-b23f-e4bea011dc7b,Règne de Louis VIII le Lion,1223-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
362ee41f-e282-4188-8df4-0c76e80f88cb,Début de la Renaissance italienne,1400-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"The event describes a period, not a specific event. There is no consensus on a single date for the beginning of the Italian Renaissance.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
2f7788be-58f1-4f35-8ec7-a6a10e0c3094,Introduction de la culture du riz en Europe,0900-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période et non un événement singulier datable précisément. Le titre est trop général et la date imprécise.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
f932aa75-a4ed-4092-8747-8eba240ca78c,Introduction de la culture de la vigne en Gaule romaine,0100-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit un processus historique et non un événement singulier datable précisément.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
ad5ed6d5-0bca-4c8a-a36b-fdb0c63c83e6,Règne de Louis XI,1461-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
a131de3d-85b4-413f-b390-7ecd309eb33d,Ouverture du tunnel sous la Manche – chantier,1988-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une phase de construction et non un événement singulier. La date de 1988 est arbitraire car elle ne correspond pas au début ou à la fin des travaux.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
72c5fd64-949c-4d0c-88bf-37944dd29eb9,Règne de Philippe V le Long,1316-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
7cff624e-3a1f-42ec-ad66-461f1fb540cd,Apogée de la culture Nazca au Pérou,0300-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit l'apogée d'une culture, ce qui implique une période et non une année unique. Les sources ne permettent pas de déterminer une année exacte.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
333970ca-0667-40f1-a939-67c77bdaa18f,Utilisation du zéro comme séparateur décimal par Al-Battani,0904-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit une utilisation et non un événement ponctuel. Il s'agit d'une pratique s'étendant sur une période, et non d'un événement singulier datable.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
b7637266-7cf0-4513-aeae-93738cba3333,Première mention écrite du nom 'France',1030-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit un processus graduel et non un événement singulier datable précisément. La première mention du nom 'France' est un concept évolutif, et il est difficile de déterminer une date unique et précise pour cet événement. De plu…",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
238c322d-5452-4a0a-bbae-0f66b799c09a,Développement de la thérapie génique,1990-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'entrée décrit un développement scientifique et non un événement ponctuel. Il s'agit d'un processus s'étalant sur plusieurs années.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
cf24aa15-1b27-400a-a08e-6c42646a1569,Règne conjoint de Louis III et Carloman II sur le royaume de Francie occidentale,0879-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit une période (un règne), et non un événement singulier. Il n'est donc pas pertinent de le conserver dans une base de données d'événements ponctuels.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
f9c6e6d0-747b-4506-b5c4-6f34c2dc45e7,Première utilisation de l'écriture Nsibidi,0400-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période et non un événement singulier. Il n'est pas possible de déterminer une date précise pour la première utilisation de l'écriture Nsibidi.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
25e975fe-e6df-4c9b-99a0-94fe6c87e45f,Ouverture de la route de la soie,0130-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'ouverture de la Route de la Soie est un processus historique étalé sur plusieurs siècles, et non un événement ponctuel datable. Il s'agit d'une période historique et non d'un événement singulier.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
ddd94d30-8c10-4068-ac0b-e7fe15f43413,Soumission et conversion forcée des Saxons devant Charlemagne,0777-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit s'étend sur plusieurs années (772-804). Il ne s'agit pas d'un événement singulier.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
fd8fafc9-f033-45ea-bd69-6eecab7f9248,La folie du tulipier,1634-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"La ""folie du tulipier"" ou ""tulipomanie"" est une période et non un événement singulier datable précisément. Il s'agit d'une bulle spéculative qui s'est étendue sur plusieurs années.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
7b71bf43-1fed-4f21-8607-1a7184b60634,Début de la Guerre froide,1947-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période historique et non un événement ponctuel. Il n'y a pas de date de début consensuelle pour la Guerre froide.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
178d6f4d-f1dd-4ebd-b0fe-19909830bdba,"Mort d'Otton Ier le Grand, empereur du Saint-Empire",0973-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
91420fef-fba2-4130-9e5a-d08b598e920a,Début du règne de Basile II Bulgaroctone dans l'Empire byzantin,0976-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
5f000f64-3a7c-40de-8d04-2e9417b8eeae,Déflation Laval face à la Grande Dépression,1932-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"The event describes a policy response (Laval deflation) to a broader economic crisis (Great Depression), which is a period, not a singular event. The title and description do not refer to a specific, isolated event.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
d2ea771b-69ca-4569-aca7-9ac0d687bb89,"Échec du siège, Byzance repousse les forces arabes",0718-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit un siège qui s'est déroulé sur plusieurs années (674-678). Il ne s'agit pas d'un événement singulier pouvant être daté précisément.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
a5b50d09-8442-4df6-a4ab-1f7a961559cc,Développement de techniques de modification génétique,1983-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,Il s'agit d'un développement technique et non d'un événement ponctuel. Le titre décrit un processus qui s'étend sur une période et non un événement unique survenu en une seule année.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
fa170eba-0421-41f9-b9f5-eedff85f8d27,Règne de Louis VII le Jeune,1137-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période (un règne) et non un événement ponctuel.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
3bf78265-b670-4382-85ae-e5fa3dc963b1,Début du règne de François Ier,1515-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
81f5c6c0-359e-4090-8b2c-f9a6ef3bdf3d,Règne de Louis le Pieux,0814-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période (règne) et non un événement ponctuel. La date de début de règne ne suffit pas à caractériser un événement unique.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
fcd485a5-55e7-46bc-809e-e1f70395ccd3,Attaque de Baltimore par les corsaires,1798-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,"L'événement décrit correspond au Sac de Baltimore de 1631, et non à une attaque en 1798. Le titre actuel est trompeur et la description est incorrecte.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
36c3e1c7-3997-475c-9331-959414381e05,Diffusion de l'artichaut en Italie depuis la Sicile,1466-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit une diffusion progressive, ce qui est incompatible avec une date précise. Il s'agit d'une période et non d'un événement singulier.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
19f58d7b-5d40-4a8d-a957-78dbfeb8744b,Rédaction des Mille et Une Nuits (compilation),0800-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit un processus de compilation sur une période étendue, et non un événement singulier à une date précise. La date de début de compilation est inconnue et difficile à déterminer précisément.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
44f373e7-6a9c-410c-ba19-c1a3dff2319a,Introduction du café en Europe,1600-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit un processus historique étalé dans le temps, et non un événement singulier datable précisément.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
f36a2f64-c996-48c8-a0ff-8599092b8cbc,Premiers vols planés (Lilienthal),1891-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit une série de vols planés et non un événement unique. Il est difficile d'associer une date précise à ces premiers vols. La description est vide, ce qui rend la validation impossible.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
87e83fd7-ab2b-48ed-b0f8-c82585371872,Guerre entre les Francs et les Alamans,0709-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"Il s'agit d'une période de conflit et non d'un événement unique. La description indique une continuation de la guerre en 709, ce qui confirme qu'il ne s'agit pas d'un événement ponctuel.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
08c354ec-71ea-4a58-81cc-6b4fc413168b,Apartheid en Afrique du Sud,1948-01-01,DELETE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,L'événement décrit une période et non un événement singulier. Le titre est trop général.,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
eee13587-f7cc-4528-94f5-8b180fc6ba81,Première mention des Francs Saliens,0289-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,"L'événement décrit une première mention, ce qui implique une période et non une année unique. La source Wikipedia ne fournit pas d'année précise.",historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
a8e648ac-ed63-47f8-8808-b4caaecddb07,"Début du règne d'Attila, roi des Huns",0434-01-01,DELETE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,,historical-quality-pipeline-quality-overnight-insufficient-evidence.delete.json
