id,current_title,current_date,current_description,status,result_bucket,original_decision,model_decision,proposed_title,proposed_date_iso,confidence,evidence_level,reasoning_short,recommendation,delete_reason,final_decision,reclassification_reason
91b7c500-032c-4f60-928b-dd860e0cc3f5,Début de la construction de l'abbaye,1017-01-01,"En 1017, débuta la construction de l'abbaye du Mont-Saint-Michel, un chantier colossal sur ce promontoire rocheux. L'édification de l'abbatiale romane marquait une étape importante dans le développement spirituel et architectural du site.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,L'audit précédent n'a pas trouvé de sources fiables confirmant la date de début de la construction de l'abbaye du Mont-Saint-Michel. Les sources actuelles ne sont pas pertinentes pour valider la date.,"Rechercher des sources fiables (articles d'histoire, publications académiques, sites web officiels du Mont-Saint-Michel) qui confirment le début de la construction de l'abbaye en 1017. Vérifier si d'autres dates sont proposées et évaluer l…",Le titre décrit un processus long ou un phénomène non ponctuel.,DELETE,Suppression automatique des événements non singuliers ou processuels.
bfffc1da-748d-44bc-ae14-afd605bbb76c,Systématisation de la notation musicale par Guido d'Arezzo,1026-01-01,"Guido d'Arezzo développe son système de notation musicale, dont la portée à quatre lignes. C'est une étape majeure dans l'évolution de la notation, qui existait sous forme de neumes depuis le IXe siècle.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,KEEP_ACCEPTABLE,Systématisation de la notation musicale par Guido d'Arezzo,1026-01-01,0.6,C,"L'événement semble correct d'après la description, mais l'absence de sources externes fiables rend la date précise difficile à confirmer avec certitude. On conserve l'événement car il est acceptable en l'état.",Ajouter des sources externes pour renforcer la confiance dans la date de l'événement.,Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
159b8df5-3746-46c4-8eea-b3d4ff784d47,Catarina Cornaro cède Chypre à Venise,1489-01-01,"En février 1489, Catarina Cornaro, reine de Chypre, cède officiellement l'île de Chypre à la République de Venise. Veuve du roi Jacques II de Chypre et sous la pression des Vénitiens, qui souhaitent contrôler cette position stratégique en Méditerranée orientale, Catarina abdique en échange d'une rente à vie et de la seigneurie d'Asolo. Cette cession marque la fin de la dynastie lusignan à Chypre et l'intégration de l'île dans le vaste empire maritime vénitien, qui en fera une importante base commerciale et militaire pendant près d'un siècle.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,UPDATE_TITLE,Cession de Chypre à Venise,1489-01-01,0.9,B,Le titre est amélioré pour plus de concision et de neutralité. La date est conservée car elle est cohérente avec la description.,Vérifier si une date plus précise (jour et mois) est disponible.,Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
82bf9d98-d895-4556-9f49-d50bb1ea8e4b,Accident ferroviaire de Saint-Michel-de-Plélan,1942-01-01,"La collision s'est produite pendant l'Occupation allemande en France. Le réseau ferroviaire était crucial pour les Allemands pour le transport de troupes et de ressources, mais souffrait de sabotage et de manque d'entretien dû à la guerre.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,UPDATE_DATE,Accident ferroviaire de Saint-Michel-de-Plélan,1942-04-04,0.7,B,La description mentionne 'avril 1942'. Des sources secondaires indiquent le 4 avril 1942 comme date de l'accident.,Rechercher des sources primaires pour confirmer la date exacte de l'accident.,Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
f3217950-4853-48d2-a5d2-c3b1fb64ab88,Construction de la Tour Galata à Constantinople,1348-01-01,"Construite par la colonie génoise de Galata sous le règne de l'empereur byzantin Jean V Paléologue, cette tour de 35 mètres servait à surveiller le port de la Corne d'Or et protéger les intérêts commerciaux génois. Elle remplaçait une ancienne tour byzantine.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,La date de construction de la Tour Galata (1348) n'est pas confirmée par les sources actuelles. Il faut trouver des sources plus fiables pour valider cette date.,"Rechercher des sources fiables (articles d'histoire, publications académiques) qui confirment l'année de construction de la Tour Galata.",Le titre décrit un processus long ou un phénomène non ponctuel.,DELETE,Suppression automatique des événements non singuliers ou processuels.
df685a4e-88ae-43b3-a747-751cd0ce7f30,Identification de Gliese 581g,2010-01-01,"En 2010, l'annonce de Gliese 581g, une exoplanète potentiellement habitable, a suscité un immense espoir de découvrir la vie au-delà de la Terre. Bien que son existence soit contestée depuis, cette découverte a marqué une étape cruciale dans la recherche d'autres mondes habitables.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,UPDATE_TITLE,Découverte de Gliese 581g,2010-01-01,0.9,B,Le titre 'Découverte de Gliese 581g' est plus précis et courant que 'Identification de Gliese 581g'. La date de 2010 est cohérente avec la description.,"Vérifier si 'Annonce de la découverte de Gliese 581g' serait encore plus approprié, mais 'Découverte de Gliese 581g' est acceptable.",Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
b39ce22c-f975-4e2b-aa80-6dbac14c8e3f,Raimon-Bérenger IV s'unit à Pétronille,1150-01-01,"Le mariage de Raimon-Bérenger IV, comte de Barcelone, avec Pétronille d'Aragon en 1150, unifie leurs territoires. Cette union stratégique établit la Couronne d'Aragon, marquant une étape cruciale dans l'histoire de l'Espagne médiévale.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,UPDATE_TITLE,Mariage de Raimond-Bérenger IV de Barcelone et de Pétronille d'Aragon,,0.9,B,"Le titre actuel est correct mais le titre proposé est plus formel et précis, correspondant à un standard historiographique. La date est cohérente avec la description.",Aucune autre action nécessaire.,Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
c5eaa478-e14b-48d6-b500-90eb85b53f78,Nouvelles modalités de calcul des pensions du secteur public,1983-01-01,"La réforme des retraites de 1983, portée par le gouvernement de Pierre Mauroy sous la présidence de François Mitterrand, visait à assurer la pérennité du système de retraite par répartition face au vieillissement de la population et à l'augmentation du chômage. Elle uniformisa progressivement les règles de calcul des pensions du secteur public sur celles du privé, notamment en allongeant la durée de cotisation.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,UPDATE_TITLE,Réforme des retraites de 1983 (France),1983-01-01,0.9,B,Le titre actuel est trop vague. La description indique clairement qu'il s'agit de la réforme des retraites de 1983. Le nouveau titre est plus précis et correspond à l'événement décrit. L'ajout de '(France)' permet de lever toute ambiguité.,Vérifier si le titre proposé est l'appellation la plus courante et officielle de cette réforme. Ajouter des sources externes pour renforcer la confiance.,Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
d4694a31-7be2-46eb-847b-34c3fc7a98ec,Début de la construction de Chan Chan,1350-01-01,"En 1350, la construction de Chan Chan, capitale de la civilisation Chimú, est en plein essor sous le règne d'un dirigeant Chimú non spécifié (peut-être un descendant de Tacaynamo, le fondateur mythique). La cité devient le centre politique, économique et religieux de l'empire, contrôlant une vaste région côtière du Pérou.",INSUFFICIENT_EVIDENCE,absence_de_singularite,REVIEW,UPDATE_BOTH,Construction de Chan Chan,0850-01-01,0.9,A,"Wikidata (Q277540) indique 850 comme date de début de la construction. Le titre est simplifié pour plus de clarté et correspond à l'événement. L'événement décrit un processus, pas un événement singulier.",Mettre à jour la date à 850 et le titre à 'Construction de Chan Chan'.,Le titre décrit un processus long ou un phénomène non ponctuel.,DELETE,Suppression automatique des événements non singuliers ou processuels.
2777fc5f-264e-4c88-83f6-c0451849964d,Catastrophe ferroviaire de Thumeries en France,1948-01-01,"L'accident ferroviaire de Thumeries survient dans une France en pleine reconstruction après la Seconde Guerre mondiale. Le réseau ferroviaire, lourdement endommagé par les bombardements, est en cours de modernisation, mais reste vétuste par endroits, avec des problèmes de signalisation et de matériel roulant.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,UPDATE_DATE,,1948-02-17,0.9,B,"L'audit précédent a identifié le 17 février 1948 comme date probable de l'accident, avec plusieurs sources le confirmant. La description est cohérente avec cette date.","Conserver la date du 17 février 1948, en l'absence de contre-indication forte.",Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
814fed69-84b4-427f-b227-7af31c9fb2ba,Création de l'ICANN,1998-01-01,"La création de l'ICANN (Internet Corporation for Assigned Names and Numbers) en 1998 fut une étape cruciale dans la transition de la gestion d'Internet du gouvernement américain vers une organisation à but non lucratif. Cette transition impliquait des figures clés comme Ira Magaziner, conseiller principal du président Clinton pour la politique d'Internet, et des représentants de l'IANA (Internet Assigned Numbers Authority) qui ont joué un rôle important dans la mise en place de l'ICANN.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,UPDATE_DATE,Création de l'ICANN,1998-09-18,0.9,B,"La date de création de l'ICANN est le 18 septembre 1998. La description mentionne l'année 1998, ce qui est cohérent.",Confirmer la date exacte de création de l'ICANN via des sources officielles.,Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
46c921d3-4722-47ab-af99-3b16ddd3c44c,Préparatifs des premiers essais nucléaires militaires français,1955-01-01,"En 1955, la France, sous l'impulsion du gouvernement et du Commissariat à l'énergie atomique (CEA) dirigé par Francis Perrin, intensifie ses préparatifs pour réaliser ses premiers essais nucléaires militaires. Cette période est marquée par une forte volonté d'indépendance nationale en matière de défense, dans le contexte de la Guerre Froide et de la crise de Suez.",INSUFFICIENT_EVIDENCE,absence_de_singularite,REVIEW,REVIEW,,,0.5,C,The event describes a process (preparations) rather than a singular event. The date is also uncertain. Further review is needed to determine if a more specific event related to the French nuclear program can be identified and dated.,Review to determine if a more specific event can be extracted from the description and dated accurately.,Le titre décrit un processus long ou un phénomène non ponctuel.,DELETE,Suppression automatique des événements non singuliers ou processuels.
1ca9ffdb-0d85-46d2-a7e6-6d9aeb4fdefb,Construction de la première cathédrale de Hagia Sophia,0360-01-01,"En 360, la première cathédrale Hagia Sophia fut érigée à Constantinople, marquant l'émergence d'une structure religieuse majeure. Bien que détruite par la suite, elle symbolise les débuts de l'architecture byzantine et l'importance de la ville.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,The previous audit and the provided source both indicate issues with the accuracy of the date and the specific Hagia Sophia being referenced. Further investigation is needed to confirm the details of the first Hagia Sophia in Constantinople.,Conduct further research to verify the construction date and details of the first Hagia Sophia in Constantinople. Consult reliable historical sources and architectural studies.,Le titre décrit un processus long ou un phénomène non ponctuel.,DELETE,Suppression automatique des événements non singuliers ou processuels.
18055141-9f6b-4d3e-956f-16f9a52c2e8a,Destruction de la ville de Valtari par les Vikings,1009-01-01,"En 1009, la ville de Valtari, située en [insérer localisation précise si connue], est entièrement détruite par un raid viking. Cette attaque, menée par [nom du chef viking si connu ou raison du raid], marque un tournant dans les relations entre [peuples/régions concernés] et laisse Valtari en ruines.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,REVIEW,,,0,C,L'existence de la ville de Valtari et sa destruction par les Vikings en 1009 nécessitent une vérification plus approfondie. L'absence de sources fiables rend la validation difficile.,Rechercher des sources primaires ou secondaires mentionnant la ville de Valtari et les raids vikings en Italie vers l'an 1009. Examiner les archives locales italiennes et les sagas nordiques pour confirmer l'événement.,Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
e5b204ab-0dfa-4590-b8e6-fda8b6a8e9a3,Découverte d'eau liquide sur Mars,2018-01-01,"En 2018, la sonde Mars Express détecte la présence d'eau liquide sous la calotte glaciaire martienne. Cette découverte majeure relance l'intérêt pour la possibilité de vie sur Mars et ouvre de nouvelles perspectives pour l'exploration spatiale.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,UPDATE_DATE,,2018-07-25,0.8,B,Plusieurs sources concordantes indiquent que l'annonce de la découverte a été faite le 25 juillet 2018. La description de l'événement est cohérente avec cette date.,"Mettre à jour la date de l'événement avec la date précise de l'annonce de la découverte, soit le 25 juillet 2018.",Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
bfe41a84-6748-4750-84f7-9645835d7f85,Averroès termine son commentaire sur Aristote,1169-01-01,"En 1169, Averroès, philosophe et médecin andalou, termine son grand commentaire sur Aristote. Cet ouvrage, qui porte sur l'ensemble de l'œuvre du philosophe grec, constitue une interprétation novatrice et influente de la pensée aristotélicienne. Averroès y défend la conciliation de la raison et de la foi et exerce une influence considérable sur la philosophie médiévale, tant dans le monde musulman que dans l'Occident chrétien. Il meurt en 1198 à Marrakech.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,KEEP_ACCEPTABLE,Achèvement du commentaire d'Averroès sur Aristote,1169-01-01,0.6,C,"Le titre est reformulé pour être plus neutre et sans date. La date est conservée car elle est présente dans la description, mais le niveau de preuve reste faible sans source externe.",Rechercher des sources externes pour confirmer la date de l'achèvement du commentaire d'Averroès sur Aristote.,Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
a89e6213-dbf5-4b7e-9c54-ce0966783af3,Première culture commerciale de caoutchouc,1876-01-01,"En 1876, l'hévéa est cultivé commercialement pour la première fois en Asie du Sud-Est. Cet événement marque le début d'une industrie du caoutchouc florissante, transformant radicalement l'économie et le paysage de la région.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,REVIEW,,,0.5,C,La date de 1876 pour la première culture commerciale d'hévéa en Asie du Sud-Est n'est pas confirmée par la source actuelle. Il est nécessaire de trouver une source fiable qui confirme cette date pour valider l'événement.,Rechercher des sources supplémentaires confirmant la date de 1876 pour la première culture commerciale de caoutchouc en Asie du Sud-Est. Vérifier si d'autres sources mentionnent une date différente ou un lieu différent pour cet événement.,Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
8be4fee5-a046-4cb3-b6af-4b541ad421f3,Invention du thermomètre médical portable par Allbutt,1867-09-14,"Le 14 septembre 1867, le Dr Thomas Allbutt invente le thermomètre médical moderne, permettant une mesure plus précise et standardisée de la température corporelle.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,UPDATE_TITLE,Invention du thermomètre médical portable,1867-09-14,0.9,B,Le titre actuel est trop spécifique en mentionnant Allbutt. Le titre proposé est plus général et correspond à l'événement principal. La date est conservée car elle est mentionnée dans la description.,"Vérifier si le thermomètre médical portable existait avant Allbutt. Si oui, il faudrait reformuler.",Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
dc4c26c2-e391-43d2-9f7e-faf91f154111,Début de la construction de l'Ideal-X,1955-01-01,"La construction de l'Ideal-X marque le début de l'ère de la containerisation. Ce navire, fruit de l'ingéniosité de Malcolm McLean, a révolutionné le transport maritime et le commerce mondial, réduisant considérablement les coûts et les délais.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,REVIEW,,,0,C,L'audit précédent a conclu à un manque de sources fiables confirmant la date. La source fournie est hors sujet. Il faut trouver une source fiable pour valider la date de début de construction. La date de 1955-01-01 n'est pas confirmée.,Rechercher des sources fiables confirmant la date de début de construction de l'Ideal-X.,Le titre décrit un processus long ou un phénomène non ponctuel.,DELETE,Suppression automatique des événements non singuliers ou processuels.
5ad5dcaa-e6a0-4e4e-962c-f8a83a78a6c2,Invention de l'isolateur de conduit à canard,1935-01-01,"En 1935, est inventé l'isolateur de conduit à canard (en anglais 'duckworth isolator'), un dispositif utilisé dans les systèmes de chauffage, de ventilation et de climatisation (CVC) pour réduire la transmission des vibrations et du bruit à travers les conduits. Il est constitué d'une section flexible insérée dans le conduit, souvent fabriquée à partir de toile ou de caoutchouc, qui isole mécaniquement les différentes parties du système. Cette invention améliore le confort acoustique dans les bâtiments.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,KEEP_ACCEPTABLE,,,0.6,C,"L'information semble correcte d'après la description, mais manque de sources externes pour confirmer la date de l'invention. Le titre est acceptable.",Ajouter des sources externes pour confirmer la date de l'invention.,Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
8ddd5937-de6f-42fe-870e-a365ce593a25,Création du premier rein artificiel implantable,2018-01-01,L'implantation du premier rein artificiel représente une avancée majeure dans le traitement de l'insuffisance rénale. Cette innovation promet d'améliorer considérablement la qualité de vie des patients en offrant une alternative à la dialyse.,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,REVIEW,,,0,C,L'audit précédent a soulevé des doutes quant à la nature exacte de l'événement (rein artificiel implantable vs. dialyse) et à sa date. Aucune nouvelle source n'a été fournie pour clarifier ces points.,"Rechercher des sources fiables (articles scientifiques, publications médicales) qui confirment la date de la première implantation d'un rein artificiel. Vérifier si le dispositif décrit correspond à la définition d'un organe artificiel imp…",Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
9b6fefef-6095-49de-8b21-9a4792f23c77,Début de la construction du Panthéon,0118-01-01,"Rome, 118 après J.-C. : Début d'un chantier colossal, le Panthéon ! Ce temple dédié à tous les dieux témoignera de la grandeur et du génie architectural romain, défiant les siècles.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_DATE,Construction du Panthéon de Rome,0113-01-01,0.8,B,La date de 118 est incorrecte. La construction a commencé vers 113-125 ap. J.-C. Le titre est amélioré pour préciser qu'il s'agit du Panthéon de Rome.,Vérifier si une date plus précise peut être trouvée pour le début de la construction.,Le titre décrit un processus long ou un phénomène non ponctuel.,DELETE,Suppression automatique des événements non singuliers ou processuels.
e893799b-0d58-4868-a278-2f6999405d5b,Invention du rouet à pédale en Europe,1530-01-01,"1530, l'Europe découvre le rouet à pédale ! Révolution textile : d'un coup de pied, la production s'accélère. Un tournant majeur pour l'industrie et la vie quotidienne.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,UPDATE_TITLE,Invention du rouet à pédale,1530-01-01,0.7,C,Le titre actuel est acceptable mais peut être simplifié. La date est cohérente avec la description. L'absence de sources fiables maintient un niveau de preuve faible.,Mettre à jour le titre pour plus de concision. Une recherche de sources est nécessaire pour confirmer la date et l'étendue géographique de l'invention.,Collision documentaire non résolue : les sources récupérées ne correspondent pas clairement à l’événement décrit.,DELETE,Suppression des collisions documentaires sans convergence suffisante.
