id,titre,date_in_db,date_candidate,precision,status,result_bucket,confidence,needs_human_review,recommendation,matched_article_fr,matched_article_en,wikidata_id
cd73e5b9-3fea-427c-8057-de346ad48bb3,Saint-Pierre-du-Vauvray rail accident,1985-01-01,1985-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Verify the year of the accident with additional sources.,,,Q2371169
18b394bd-70f8-44bd-8a94-defb2486a189,Prix Goncourt 1926 : Henri Deberly,1926-01-01,1926-01-01,year,CONFIRMED,confirme,1,false,No change needed.,wikipedia_fr_article,wikipedia_en_article,Q3130923
67906504-b989-430c-bd11-fdd68d6370b5,L'Année de l'Afrique,1960-01-01,1960-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1960.,,,Q3037005
bbcf101d-a796-4d5e-80e0-b042d0fc4def,Bataille du périmètre de Busan,1950-01-01,1950-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1950.,https://fr.wikipedia.org/wiki/Bataille_du_p%C3%A9rim%C3%A8tre_de_Busan,,Q482979
f3a5df36-b396-4f3b-a3b4-3c31a6150d69,Conférence de Bandung,1955-01-01,1955-01-01,year,CONFIRMED,confirme,0.9,false,Confirmation de la date de 1955 pour la Conférence de Bandung.,wikipedia_fr_article,,Q208191
c95d9378-23c7-4c00-9517-4409c4ac9175,Bataille de Fornoue,1495-01-01,1495-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1495.,https://fr.wikipedia.org/wiki/Bataille_de_Fornoue,,Q764793
c5f70b7a-61c9-43ae-9ac1-223d7a5475b6,Droit de vote des femmes en Nouvelle-Zélande,1893-01-01,1893-01-01,year,CONFIRMED,confirme,1,false,Aucune modification nécessaire.,wikipedia_fr_article,,Q3447247
658be692-c637-4807-a70c-729b720b94c3,Ouverture du métro de Paris,1900-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources mentionnant explicitement l'année d'ouverture du métro de Paris.,,,Q1344536
2362cacb-a1f9-4a52-85c2-982c9810e2c9,Passage du Rhin par les Vandales,0406-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,Further research is needed to confirm the year of the Vandals' crossing of the Rhine. The Wikipedia article is about multiple events.,https://fr.wikipedia.org/wiki/Passage_du_Rhin,,Q124808695
ae9a89c5-2dbe-42f3-af18-8c56c0f78928,Première classification des espèces animales,1735-01-01,1735-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.7,false,Confirmer avec d'autres sources l'année de publication de Systema Naturae et son rôle dans la première classification des espèces animales.,Classification scientifique des espèces,,Q11398
4e2b89b5-5d3f-411d-9d3a-f683cd7c2c4f,Premières inoculations contre la variole en Chine,1670-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,false,Rejeter car il s'agit d'une période et non d'une année précise.,,,Q12214
4dc8a768-1cec-4a7f-b2b2-1c1618c7e0b4,"Désillusion du XV de France, éliminé à domicile lors de sa Coupe du monde.",2023-01-01,2023-01-01,year,CONFIRMED,confirme,0.9,false,Aucune modification nécessaire.,,,Q518116
34d924a4-468c-49fc-b3c4-6d5a9512ab33,Traité de Vienne mettant fin à la guerre de Succession de Pologne,1738-01-01,1738-01-01,year,CONFIRMED,confirme,1,false,Aucune modification nécessaire.,,,Q32929
5f81d46c-8577-457b-a258-c28429ac896c,Mort d'Al-Mansur Ibn Abi Aamir,1002-01-01,,,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,0.2,true,Chercher des sources plus précises sur la mort d'Al-Mansur Ibn Abi Aamir.,https://fr.wikipedia.org/wiki/Al-Mansur,,Q287192
a34d21c1-768d-4310-ae0d-43538730a513,Loi d'amnistie de 1981,1981-01-01,1981-01-01,year,CONFIRMED,confirme,1,false,Aucune action nécessaire.,Loi du 4 août 1981 portant amnistie,,Q125575726
9e5a9667-e045-421f-be6e-8c6d50d23450,Fondation de l'Empire ottoman,1299-10-01,1299-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.7,false,Confirm the date as 1299 based on Wikidata and the article description.,wikipedia_fr_article,,Q12560
8255b0b0-c70b-4244-ad95-a51a152a9e6a,Célébration annuelle de la musique française,1982-01-01,1982-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1982 comme année de la première Fête de la Musique.,,,Q191954
8a40907f-aeeb-403a-a29a-066ccda0cef9,Première invasion de l'Italie par les Wisigoths,0402-01-01,0402-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.5,false,Ajouter des sources externes fiables pour confirmer l'année de l'invasion.,,,
28747aff-aaaf-42e9-98bd-10e35c0dad5c,"Collision ferroviaire sur la ligne Boulogne-Abbeville, près d'Étaples au passage à niveau",1941-01-01,1941-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.5,false,Rechercher des sources externes confirmant la date de l'accident ferroviaire.,,,
e7e58434-0cf8-4f6d-8eaf-9576bbd8423e,Découverte d'Homo floresiensis,2003-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Ajouter une source externe mentionnant l'année de la découverte.,,,Q171283
979c9402-6e79-4036-8566-8970b04d046f,"Mort de Charles VII, Roi de France",1461-01-01,1461-01-01,year,CONFIRMED,confirme,0.9,false,None,wikipedia_fr_article,,Q133372
08a2458c-208d-4acd-b2ce-1c10105328e6,Expédition d'Ursúa à la recherche d'Eldorado,1560-01-01,1560-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.5,false,Ajouter des sources externes confirmant l'année de l'expédition d'Ursúa.,,,
86066506-ec28-463a-8184-b96052db4fc6,Première école pour filles en Nouvelle-France,1684-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Provide a reliable source confirming the year of the event.,,,Q481762
61f1a892-68fc-4a6c-9a40-3e2dac625f45,Début de la construction du canal de Suez,1859-01-01,1859-01-01,year,CONFIRMED,confirme,1,false,Aucune.,Canal de Suez,Suez Canal,Q899
1229ea85-d0e5-4eb6-9ebd-eae9455c0aba,Manifeste futuriste,1909-01-01,1909-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1909 comme année de publication du Manifeste futuriste.,https://fr.wikipedia.org/wiki/Manifeste_du_futurisme,,Q1983009
29906039-ec29-4a91-9296-6124e8450ec6,Fondation de l'Université de Padoue en Italie,1222-01-01,1222-01-01,year,CONFIRMED,confirme,1,false,No changes needed.,Université de Padoue,,Q193510
013d28c8-5b5d-4b0d-ae8c-7fd639ce7a0f,Transfert du cœur de Léon Gambetta au Panthéon,1920-01-01,1920-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,No changes needed.,Léon Gambetta,,Q295090
787cf23d-edd8-4c43-8622-700a0d6fa5f3,Condamnation de Priscillien,0385-01-01,0385-01-01,year,CONFIRMED,confirme,1,false,No changes needed.,https://fr.wikipedia.org/wiki/Priscillien,,Q347010
40687364-ad16-4553-b4fd-a247d209af5d,Mort de Hugues le Grand,0956-01-01,0956-01-01,year,CONFIRMED,confirme,0.9,false,Aucune action nécessaire.,https://fr.wikipedia.org/wiki/Hugues_le_Grand,,Q1305568
711af4b9-7c8f-41ea-875c-a829b410df37,Utilisation documentée de la poudre à canon en Chine,1232-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources externes qui confirment l'année exacte de la première utilisation militaire documentée de la poudre à canon en Chine.,,,Q747986
543e1a73-a9b4-49c6-90d5-f9c01cb6c655,Congrès d'Aix-la-Chapelle,1818-01-01,1818-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,https://fr.wikipedia.org/wiki/Congr%C3%A8s_d%27Aix-la-Chapelle_(1818),,Q300738
7537fe57-b4da-42a2-8248-acd8873dc2c1,"Début du système de ségrégation Aborigènes (Nouvelle-Galles du Sud, Australie)",1788-01-01,1788-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer la date de 1788 comme le début de la ségrégation des Aborigènes en Nouvelle-Galles du Sud.,Aborigènes d'Australie,,Q12060728
05d60929-83f7-4a70-a769-e482ab3a01ab,Invasion et pillage de Gainsborough par Sven Forkbeard,1013-01-01,1013-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.8,false,Rechercher des sources externes pour confirmer l'année 1013.,,,
26e820e1-8044-4c2e-91d5-4b9e5592fbbb,Construction du château de Douvres commencée,1180-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,"Reject. The event describes a construction, which is a time span, not a singular event in a single year.",,,Q7509935
c8c10d0b-8b18-43b8-8dda-ef7e80e662e3,Décès de William Shakespeare,1616-01-01,1616-01-01,year,DISPUTED_DATE,date_disputee,0.9,false,Vérifier les sources primaires pour déterminer la date exacte du décès de William Shakespeare.,William Shakespeare,,Q692
bf4610d1-ffc3-4d8b-9256-362f8a2ede52,Début de la construction de la sculpture Cloud Gate,2004-01-01,2004-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de début de construction de Cloud Gate.,wikipedia_fr_article,,Q589099
729d2689-f1d2-40c7-a123-eb57f7797ae8,Publication du Liber Abaci introduisant les chiffres arabes en Europe,1202-01-01,1202-01-01,year,CONFIRMED,confirme,1,false,No change needed.,Liber abaci,,Q2044496
9122973f-897a-4ef4-bd01-0400a884cb9a,Révolte des fils de Louis le Pieux,0830-01-01,0830-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,None,Louis le Pieux,,Q43974
1c33eef3-2514-41dc-8d6c-e5e2cf04f0ca,Promulgation de la Bulle d'Or,1356-01-10,1356-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0,false,"Rechercher des sources externes fiables (articles historiques, publications académiques) qui confirment l'année de promulgation de la Bulle d'Or.",,,Q189867
6461651f-3ea0-49aa-a5c2-0c093a22fc04,Guerre du cochon (Canada),1859-01-01,1859-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1859.,https://fr.wikipedia.org/wiki/Guerre_du_cochon,,Q1064335
