id,kind,previous_title,previous_date,applied_title,applied_date,final_decision,confidence,evidence_level,status,result_bucket,source_run
f162f5cb-3b29-4e2e-89bd-3d52767f2409,UPDATE_DATE,Fondation de la Royal Veterinary College de Londres,1792-01-01,,1791-01-01,UPDATE_DATE,1,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
23f70796-9d77-4257-bb6e-3f8f05b0df84,UPDATE_DATE,Création de la Marche d'Espagne,0795-01-01,,0800-01-01,UPDATE_DATE,0.9,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
ca21bcb7-637f-4bc5-8257-d283598e44f7,UPDATE_DATE,Schopenhauer publie « Le Monde comme volonté »,1818-01-01,,1819-01-01,UPDATE_DATE,1,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
8b0f4699-44a8-46f7-840e-77837d575edf,UPDATE_DATE,Création de la Société des Nations (SDN),1920-01-01,,1919-01-01,UPDATE_DATE,1,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
1f70acd1-b258-4049-94f5-7340e69b4d3d,UPDATE_DATE,Construction de la Sainte-Chapelle à Paris,1242-01-01,,1245-01-01,UPDATE_DATE,0.9,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
4c67349b-41ae-416d-acfd-3e565921c17f,UPDATE_DATE,Début de la construction de Tikal Temple I,0725-01-01,,0732-01-01,UPDATE_DATE,0.9,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
7cb92e9f-c690-4c74-865b-66ebbe9aebfd,UPDATE_DATE,Création de la Banque Mondiale,1944-12-27,,1945-12-27,UPDATE_DATE,1,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
a3ea0ae6-f0c5-4727-944a-e4e33e1a9945,UPDATE_DATE,Première application du calendrier grégorien en France,1582-01-01,,1583-01-01,UPDATE_DATE,0.9,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
ccdff305-8772-4bef-b8d0-d96249766b0d,UPDATE_DATE,Accord de Cotonou UE-ACP,2002-01-01,,2000-06-23,UPDATE_DATE,1,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
41361760-bbb2-4901-a751-59f6c78ae3b5,UPDATE_DATE,Frank Lloyd Wright achève la Maison sur cascade,1937-01-01,,1936-01-01,UPDATE_DATE,0.9,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
edbde074-6cac-4d57-9566-1ec94ab82e0e,UPDATE_DATE,"Invention du rugby à sept à Melrose, en Écosse",1883-01-01,,1833-01-01,UPDATE_DATE,1,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
1878da1c-6019-40de-97a9-35f065940a2c,UPDATE_DATE,Le pirate Klaus Störtebeker est décapité à Hambourg,1400-01-01,,1401-10-20,UPDATE_DATE,1,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
eae3cf86-16a8-4f90-af78-ac2c87b539da,UPDATE_DATE,Début de la construction du château de Windsor,1080-01-01,,1070-01-01,UPDATE_DATE,1,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
a8684edc-5403-4bad-b2f5-18265ce8ad20,UPDATE_DATE,Conspiration de Cinq-Mars contre Richelieu,1641-01-01,,1642-01-01,UPDATE_DATE,1,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
7c232984-7f9c-4b58-98ff-ad9ca869c3f5,UPDATE_DATE,Création de la Ligue de Cambrai contre Venise,1510-01-01,,1508-12-10,UPDATE_DATE,1,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
e5735fb8-0ebf-4e22-ac4e-12fd5fdb20f2,UPDATE_DATE,Loi Neuwirth sur la contraception,1966-01-01,,1967-12-28,UPDATE_DATE,0.9,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
7ec89d85-a559-4812-9ec0-17f8a98e3829,UPDATE_DATE,Loi pour l'égalité des chances,2005-01-01,,2006-03-31,UPDATE_DATE,1,A,POTENTIAL_DATE_ERROR,divergence_date,historical-quality-pipeline-quality-overnight-sensitive.safe_updates.json
8a8fe801-579a-4203-a612-cb597b5e0379,UPDATE_DATE,Publication des Fleurs du mal de Baudelaire,1857-01-01,,1857-06-25,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
9ae696a1-b4f2-4e6d-9839-60a94b395f8a,UPDATE_DATE,Guerre civile en Bosnie-Herzégovine,1992-01-01,,1992-03-01,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
700920be-a849-411f-af34-2edc6ee9fef7,UPDATE_DATE,Séisme dévastateur d'Agadir au Maroc,1960-01-01,,1960-02-29,UPDATE_DATE,1,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
c5053024-9a23-478b-bcc3-a214b532f893,UPDATE_DATE,Fusillade des 27 de Châteaubriant,1941-01-01,,1941-10-22,UPDATE_DATE,1,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
3dcfdafd-f3b8-493c-bc64-dab7b1d1630e,UPDATE_DATE,Sacre de Louis XIV,1654-01-01,Sacre de Louis XIV,1654-06-07,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
29906039-ec29-4a91-9296-6124e8450ec6,UPDATE_DATE,Fondation de l'Université de Padoue en Italie,1222-01-01,,1222-09-01,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
3787a963-b2f9-471b-ba83-4f6e1528ac3c,UPDATE_DATE,Pacte de Famille entre la France et l'Espagne,1761-01-01,Pacte de Famille entre la France et l'Espagne,1761-08-15,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
0712ff28-a503-4388-97e8-eb54d28006d8,UPDATE_DATE,Décès du théoricien de la Société du spectacle,1994-01-01,Décès de Guy Debord,1994-11-30,UPDATE_DATE,1,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
516820c2-03ff-43f9-9a11-e7820401fb74,UPDATE_DATE,Manifestation de Tienanmen en Chine,1989-01-01,Manifestation de Tian'anmen,1989-06-04,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
8e3cc8ea-f944-42e7-ab42-82650191e369,UPDATE_DATE,"Signature de l'ALENA entre USA, Canada et Mexique",1994-01-01,Signature de l'ALENA,1992-12-17,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
fea5640b-a267-4238-bace-937f3107bc4c,UPDATE_DATE,Lancement du télescope spatial James Webb,2021-01-01,,2021-12-25,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,preuve_insuffisante,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
d407566d-574a-4826-9d01-6f2c58f20309,UPDATE_DATE,Naufrage du HMS Association,1707-01-01,,1707-10-22,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
017d0982-d4ee-43d9-a742-96a8107f62d8,UPDATE_DATE,Bataille de Malplaquet (Grande Alliance),1709-01-01,Bataille de Malplaquet,1709-09-11,UPDATE_DATE,1,A,INSUFFICIENT_EVIDENCE,preuve_insuffisante,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
b528476b-b611-469d-9e76-50c041ee5c83,UPDATE_DATE,Première de la Symphonie n°9 d'Anton Bruckner,1894-02-11,Création de la Symphonie n°9 d'Anton Bruckner,1903-02-11,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
aa203e9f-c003-4282-b674-2e9385af4106,UPDATE_DATE,Défaite Otton II face aux Sarrasins en Calabre,0982-01-01,Défaite d'Otton II au cap Colonne,0982-07-01,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
2537cf00-1240-449b-baba-4b04139b43f8,UPDATE_DATE,Création de l’OTAN,1949-01-01,,1949-04-04,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
7706f611-1f06-4a57-8c35-9d87a850752a,UPDATE_DATE,Création de l’Agence France-Presse,1954-01-01,,1944-08-20,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
050efd83-8ca5-462e-8812-2a76feb7f2a3,UPDATE_DATE,Acte d'Union entre l'Angleterre et l'Écosse,1707-10-01,,1707-05-01,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
b84d24e3-ff7c-4f00-8069-e6afb24ee0d1,UPDATE_DATE,Début de la Guerre de Sept Ans,1756-01-01,,1756-05-17,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
8abc6aa7-d167-4e7b-852c-c29304f8b058,UPDATE_DATE,Invasion de l’URSS : impact en France,1941-01-01,,1941-06-22,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
a7abad38-6bb0-4952-870f-49c6919d56f6,UPDATE_DATE,Naufrage du MV Wilhelm Gustloff,1945-01-01,Naufrage du MV Wilhelm Gustloff,1945-01-30,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
283e40b1-85c4-42ca-b998-81f80f8edfd3,UPDATE_DATE,Création de l'Université d'Uppsala,1472-01-01,Création de l'Université d'Uppsala,1477-01-01,UPDATE_DATE,1,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
1898de11-362a-477b-b834-50dd46238f7e,UPDATE_DATE,Ouverture du Canal de Panama,1914-01-01,,1914-08-15,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
67cd034e-19da-49fc-a84f-7c1c27200ff2,UPDATE_DATE,Publication de Les Contes de Canterbury,1400-01-01,Publication des Contes de Canterbury,1387-01-01,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
81b0eac7-4e45-4c26-8855-6ceb18bec534,UPDATE_DATE,Publication du Comte de Monte-Cristo d'Alexandre Dumas,1844-01-01,,1845-01-01,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
5c1fb292-c43b-477f-bd8f-65f6e61cc2ee,UPDATE_DATE,Guerre italo-turque,1911-01-01,,1911-09-29,UPDATE_DATE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
e179edc3-c0b2-418e-ac0d-0f13f11163ee,UPDATE_DATE,Découverte des grottes de Lascaux,1940-01-01,,1940-09-12,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
0665c752-0d2f-4ed0-8fad-1d5d227eb704,UPDATE_DATE,Première croisade,1096-10-01,,1096-01-01,UPDATE_DATE,1,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
69f8cfac-262b-49ec-b270-87e9cdb7adc7,UPDATE_DATE,Lancement de la première radio d'information continue en France,1987-01-01,,1987-06-01,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
7fe427fc-6ea8-4b65-ac5f-90ab82f710f9,UPDATE_DATE,Création du duché de Normandie,0942-01-01,Création du duché de Normandie,0911-01-01,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
d7055542-0611-4bca-9eb5-ad0e1d2e3205,UPDATE_DATE,Début de l'expédition de Magellan,1519-01-01,,1519-08-10,UPDATE_DATE,1,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
ec334b35-6c1d-4aa8-854b-da538dabc4d7,UPDATE_DATE,Naufrage du HMS Captain,1870-01-01,Naufrage du HMS Captain,1870-09-07,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
3a33c385-cd69-4296-9a8d-d8be63dd35b3,UPDATE_DATE,Henri IV se convertit au catholicisme,1593-01-01,Conversion d'Henri IV au catholicisme,1593-07-25,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
40113f29-7f18-40a7-aee8-6cf0dff82aea,UPDATE_DATE,Mort de Philippe IV le Bel,1314-01-01,,1314-11-29,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
56fcc1ac-a29e-4f9c-9d48-43fe240eec28,UPDATE_DATE,La Chine envoie un homme dans l'espace,2003-01-01,Premier vol spatial habité chinois,2003-10-15,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
0596094a-14c5-47d1-b839-38de699c0dd0,UPDATE_DATE,Début de la construction de la cathédrale de Speyer II,1082-01-01,,1080-01-01,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
2c3442d7-da9a-4742-80a4-290ae6a1efa9,UPDATE_DATE,Création de l'Orto botanico di Pisa,1544-01-01,,1543-01-01,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
c2eff2b5-896f-4853-b5a5-faa125945737,UPDATE_DATE,Signature du GATT à Genève,1947-01-01,,1947-10-30,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
a2017afc-ae8e-4c1a-88ef-841425a502ad,UPDATE_DATE,Guerre du Vietnam,1955-01-01,,1955-11-01,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
94aeb7ad-b138-4c6a-89de-4a6a819d080d,UPDATE_DATE,Création de la ville de Quito,1534-01-01,,1534-12-06,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
73d70a5d-bded-4cf0-990f-7420893a318a,UPDATE_DATE,Création de la Confédération canadienne,1867-07-01,,1867-07-01,UPDATE_DATE,1,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
efe20d22-46ca-4dbf-bb9a-95f4f9c0c0f4,UPDATE_DATE,Naufrage du La Méduse,1816-01-01,Naufrage de La Méduse,1816-07-02,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
38a0ae66-cbad-4ace-baa1-99db51f7a32f,UPDATE_DATE,Première transplantation de visage,2005-01-01,,2005-11-27,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
7c043fb8-b1c2-4baf-93f2-0cbb74d10906,UPDATE_DATE,Couronnement d'Otton Ier à Aix-la-Chapelle,0936-01-01,Couronnement d'Otton Ier comme roi de Germanie,0936-08-07,UPDATE_DATE,1,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
03f2e319-7669-4667-8f2d-82933645338d,UPDATE_DATE,Marche sur Rome de Benito Mussolini,1922-10-01,Marche sur Rome,1922-10-28,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
a4fa1b7a-2227-4fc9-be5a-2b8a76daf071,UPDATE_DATE,Lancement du rover Curiosity sur Mars (NASA),2011-01-01,Lancement du rover Curiosity,2011-11-26,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
4620a8b4-f321-4c4e-89f6-87f9b4592374,UPDATE_DATE,Première projection des frères Lumière,1895-01-01,Première projection publique des frères Lumière,1895-12-28,UPDATE_DATE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
ab5c9d45-f227-4f35-8975-9859538d090f,UPDATE_TITLE,L'Italie rejoint la Triple-Entente,1915-01-01,Entrée en guerre de l'Italie,1915-05-23,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
9c198581-7048-4629-b127-062188b1dd99,UPDATE_TITLE,Pieter Bruegel l'Ancien termine Les Chasseurs dans la neige,1565-01-01,Les Chasseurs dans la neige,1565-01-01,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
2fbb03d1-1527-42e9-b437-5c6bb4c78de7,UPDATE_TITLE,Première des Noces de Figaro de Wolfgang Amadeus Mozart,1786-05-01,Création des Noces de Figaro,,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
4edbd8f1-067b-4313-b1f1-d9d1abf573b4,UPDATE_TITLE,Abdication de Napoléon Ier,1814-04-06,Première abdication de Napoléon Ier,,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
9f4b1837-50e2-4413-8bf8-bf03b9331b83,UPDATE_TITLE,"Début des voyages de Zheng He, explorateur chinois",1405-01-01,Premier voyage de Zheng He,1405-01-01,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
21bfaf2e-bd06-4b58-8266-6b2f2b9f134e,UPDATE_TITLE,"Disparition du fondateur des Restos du Cœur, humoriste français engagé dans l'aide sociale",1986-01-01,Mort de Coluche,1986-06-19,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
26029941-e7fa-4c0a-9bf2-8b18f19e2634,UPDATE_TITLE,Lettres philosophiques de Voltaire,1734-01-01,Publication des Lettres philosophiques,1734-01-01,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
c356f5d7-e133-4a6e-b2fc-1338fefe4e88,UPDATE_TITLE,Mort de Claude,0054-10-13,Mort de l'empereur Claude,0054-10-13,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
00165608-1938-4599-8773-412f081d9e9c,UPDATE_TITLE,Fondation du Bauhaus Imaginista,2018-01-01,Lancement de Bauhaus Imaginista,2018-01-01,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
7ed3535f-5876-4d2d-9810-98aab89a355b,UPDATE_TITLE,Décès de plus de 1500 personnes lors du naufrage du Titanic,1912-04-15,Naufrage du Titanic,1912-04-15,UPDATE_TITLE,1,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
c0fcc52b-0868-440c-b621-97d25543ac33,UPDATE_TITLE,Invention de l'automobile par Karl Benz,1886-01-01,Invention de l'automobile,1886-01-01,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
5c6ac3d3-15c3-4256-aaf9-873afd60c4f5,UPDATE_TITLE,Rédaction du Canon de la Médecine par Avicenne,1025-01-01,Achèvement du Canon de la médecine d'Avicenne,1025-01-01,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
4491611b-a794-44fd-a430-3a5454fe5cea,UPDATE_TITLE,Première ligne de chemin de fer voyageurs (Angleterre),1830-01-01,Inauguration de la ligne Liverpool - Manchester,1830-09-15,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
6f652224-8fa7-4398-a1a2-612bd7b05077,UPDATE_TITLE,Jamblique écrit « Vie de Pythagore »,0300-01-01,Vie de Pythagore (Jamblique),0300-01-01,UPDATE_TITLE,0.9,A,INSUFFICIENT_EVIDENCE,absence_de_singularite,historical-quality-pipeline-quality-overnight-insufficient-evidence.json
