id,titre,date_in_db,date_candidate,precision,status,result_bucket,confidence,needs_human_review,recommendation,matched_article_fr,matched_article_en,wikidata_id
281aeb82-03f2-473c-bbc3-8f0eb18eaaee,Alliance franco-ottomane,1543-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,"Reject due to the event describing a long-lasting alliance, not a single-year event.",https://fr.wikipedia.org/wiki/Alliance_franco-ottomane,,Q2457631
b748197a-a7ea-49be-91e8-5c377092d1d0,Ouverture du Bon Marché,1852-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources externes fiables mentionnant l'année exacte de l'ouverture du Bon Marché.,,,Q3210527
b30c4b06-cb13-4c5d-a867-ee4d5dc55878,Première de la Symphonie n°5 de Gustav Mahler,1904-10-18,1904-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,No change needed.,,,Q7304
49d085f0-f01a-454b-b932-b4fc5628912e,Ouverture du Woolworth Building,1913-01-01,1913-01-01,year,CONFIRMED,confirme,0.9,false,Aucune action nécessaire.,wikipedia_fr_article,,Q217652
bb4d0e51-7bc6-4f21-9826-6c89ff74bcfc,Translation des reliques de saint Liboire,0836-01-01,,,INSUFFICIENT_EVIDENCE,preuve_insuffisante,0,true,Search for sources that specifically mention the translation of the relics of Saint Liboire and confirm the year 836.,https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-Liboire_de_Paderborn,,Q383958
dec613b8-3efa-4fa6-93a7-000b2554bedb,Conspiration de Cellamare,1718-01-01,1718-01-01,year,CONFIRMED,confirme,1,false,No change needed.,wikipedia_fr_article,wikipedia_en_article,Q1297581
2f238f17-18b8-49a0-80e2-de2b2649868d,Bataille du Mans,1871-01-01,1871-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1871.,wikipedia_fr_article,,Q2890787
62916195-b10b-4aa4-8001-3be786bb2575,Première de La Bohème de Giacomo Puccini,1896-02-01,1896-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,No change needed.,,,Q7311
644cbd48-e07a-4190-b910-3879ef70d916,Invention du casque de bain à bulles,1960-01-01,1960-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.5,false,Rechercher des sources externes fiables pour confirmer l'année de l'invention.,,,
23a9e228-3678-485c-960f-bd50f8ec13ec,Réforme grégorienne du calendrier,1582-10-01,1582-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1582 comme l'année de la réforme grégorienne du calendrier.,Calendrier,,Q12132
4e5eeef9-663e-4983-8f7f-e4070511c930,L'émergence du punk en France : Métal Urbain et la scène parisienne,1977-01-01,1977-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.6,false,Confirmer que 1977 est bien l'année de l'émergence du punk en France.,https://fr.wikipedia.org/wiki/Punk_rock,,Q3071
3566e5cd-0385-41e8-8cf4-681f89a6d83e,Intervention française en Espagne (Expédition d'Espagne),1823-01-01,1823-01-01,year,CONFIRMED,confirme,1,false,Confirm the date.,Expédition d'Espagne,,Q1450594
ea4fbd18-d662-4e4d-b270-4ab390a74ffc,Loi Le Chapelier interdisant les corporations,1791-01-01,1791-01-01,year,CONFIRMED,confirme,1,false,No changes needed.,https://fr.wikipedia.org/wiki/Loi_Le_Chapelier,,Q1518796
8cb2f053-fb59-40aa-97a7-015ad7018070,Premier vol d'essai du Concorde,1969-03-02,1969-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.8,false,No change needed.,Liste des Concorde,,Q3245388
54ed3b12-8eef-4afa-a582-6c28fbf442ec,Razzia d'Autun,0725-01-01,0725-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0,false,Ajouter des sources externes fiables pour confirmer l'année de la razzia d'Autun.,,,
06c43bfb-74e7-4adf-80f1-c3a558021419,Fondation du royaume du Cambodge,0802-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,Further research is needed to confirm the founding year of the Kingdom of Cambodia.,Royaume du Cambodge,,Q1236993
787cf23d-edd8-4c43-8622-700a0d6fa5f3,Condamnation de Priscillien,0385-01-01,0385-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 385.,https://fr.wikipedia.org/wiki/Priscillien,,Q347010
3eaee731-9602-4d46-bad5-037427a0c71a,Fondation de l'Université Européenne de Tirana,2006-01-01,2006-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de fondation de l'Université Européenne de Tirana comme étant 2006.,Université européenne de Tirana,,Q1377564
19ec1746-8efc-4767-924e-24e93f71dc76,Règne de Philippe II Auguste,1180-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,Confirmer la date de début du règne de Philippe II Auguste comme 1180.,wikipedia_fr_article,,Q34428
1f46a839-7c18-4a5e-b653-db5130ca5232,Politique de non-intervention en Espagne de la France,1936-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,"Reject. The title describes a policy, not a single-year event.",Non-intervention (guerre d'Espagne),,Q525466
545aa73a-de15-4eaa-9ed6-19306edf42e4,Renversement de l’Empire allemand par la révolution de novembre,1918-01-01,1918-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,,,Q2380231
e6d0bd88-8079-4d14-a650-17dfaa21dd52,Publication du Décret de Kutná Hora,1409-01-01,,,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,0,true,Ajouter des sources externes fiables pour confirmer l'année de publication du Décret de Kutná Hora.,,,
99e1f633-e796-46c2-a4ee-6b0f1c2b0692,Publication du rapport spécial du GIEC,2018-01-01,2018-01-01,year,CONFIRMED,confirme,1,false,None,"https://fr.wikipedia.org/wiki/Rapport_sp%C3%A9cial_du_GIEC_sur_les_cons%C3%A9quences_d%27un_r%C3%A9chauffement_plan%C3%A9taire_de_1,5_%C2%B0C",,Q57077013
e88e7698-3d34-4cf8-8eaf-f93938333043,Mort de Sitting Bull,1890-01-01,1890-01-01,year,CONFIRMED,confirme,1,false,Aucune.,wikipedia_fr_article,wikipedia_en_article,Q43527
422ce035-bc0b-4cd7-b4d0-5bf0f8611ec6,Al-Khwarizmi écrit 'Sur le calcul avec les chiffres indiens',0825-01-01,0825-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Vérifier si d'autres sources confirment l'année 825 pour la rédaction de 'Sur le calcul avec les chiffres indiens'.,https://fr.wikipedia.org/wiki/Al-Khw%C3%A2rizm%C3%AE,,Q9038
500c4f2d-1a2a-46e2-b382-e81639d06049,Guerre de l'Oreille de Jenkins,1739-01-01,1739-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1739.,https://fr.wikipedia.org/wiki/Guerre_de_l%27oreille_de_Jenkins,,Q54434
d894bf4a-4583-4246-b51a-b326308193e7,Révolution iranienne,1979-10-01,1979-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.7,false,Confirmer la date de 1979.,https://fr.wikipedia.org/wiki/R%C3%A9volution_iranienne,,Q126065
a48d5cde-010e-47e1-96b0-518b0d283998,Ravaillac quitte les Cordeliers,1609-01-01,1609-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.5,false,Fournir des sources externes pour confirmer l'année 1609.,,,
9468df20-4253-4c31-aed2-7bc216b5f16d,Création du Ministère des Finances,1791-01-01,1791-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,Loi des 27 avril-25 mai 1791 relative à l'organisation du ministère,,Q65138505
baca69d8-c640-4f22-acf4-2dfbfd302963,Inauguration du Colisée à Rome,0080-01-01,0080-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.7,false,Vérifier si d'autres sources confirment 80 ou 82.,Colisée,,Q10285
d67e66f7-bf66-4a84-808c-4fa42dcf77c8,Explosion de la première bombe atomique soviétique,1949-01-01,1949-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,Projet de bombe atomique soviétique,,Q2006230
cd73e5b9-3fea-427c-8057-de346ad48bb3,Saint-Pierre-du-Vauvray rail accident,1985-01-01,1985-01-01,year,CONFIRMED,confirme,0.9,false,No changes needed.,,,Q2371169
bf808e70-26e0-49f7-af34-ee2975ddc910,Henri IV est excommunié par Grégoire VII,1076-01-01,1076-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,Grégoire VII,,Q133063
082ab4ca-1b7c-479b-b95f-76cdc524905e,Échec de l'expédition franque contre les Byzantins en Italie,0554-01-01,0554-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0,false,Fournir des sources externes pour valider l'année de l'échec de l'expédition franque contre les Byzantins en Italie.,,,
769024bb-d47e-47da-b7fe-b60a54e36705,Johannes Kepler publie Astronomia Nova,1609-01-01,1609-01-01,year,CONFIRMED,confirme,1,false,Confirm the event date as 1609.,https://fr.wikipedia.org/wiki/Astronomia_nova,,Q779311
8a8fe801-579a-4203-a612-cb597b5e0379,Publication des Fleurs du mal de Baudelaire,1857-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,"Search for sources that explicitly state the publication year of ""Les Fleurs du mal"" by Baudelaire.",wikipedia_fr_article,,Q3073628
fa261f4f-cb4f-4b5e-88a1-6be60bda36eb,Conférence Atoms for Peace,1953-01-01,1953-01-01,year,CONFIRMED,confirme,0.9,false,CONFIRMED,wikipedia_fr_article,wikipedia_en_article,Q757644
6cb77314-7ffa-4668-a568-8fbd17fb93ec,Ouverture du premier escalier mécanique à New York,1892-01-01,1892-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0,false,Rechercher des sources externes confirmant l'année 1892 pour l'ouverture du premier escalier mécanique à New York.,,,Q116734
57263c5c-b035-4eaa-a498-b8f7b8e797a3,Bataille du Yarmouk conquête musulmane de la Syrie byzantine,0636-01-01,0636-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 636.,https://fr.wikipedia.org/wiki/Bataille_du_Yarmouk,,Q194226
87a4890b-0c26-47b2-a241-6f552578e5bb,Création du mouvement Combat,1941-01-01,1941-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de création du mouvement Combat comme étant 1941.,wikipedia_fr_article,wikipedia_en_article,Q1113445
955e0e45-1660-4c64-863c-1e94b2d2ba47,Création du CNES,1961-01-01,1961-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.5,false,Fournir des sources externes pour confirmer l'année de création du CNES.,,,
3796dae4-50d3-4edf-a806-9e41c9958274,Création du Comité de salut public,1793-01-01,1793-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1793.,wikipedia_fr_article,wikipedia_en_article,Q724922
a740e682-ab94-4945-9eab-118b3a3bae23,Signature du Pacte de Varsovie,1955-01-01,1955-01-01,year,CONFIRMED,confirme,1,false,No change needed.,Pacte de Varsovie,,Q41644
abb5967d-38f2-4f0a-bb6c-9ae22f286c6a,Production du premier hamburger cultivé in vitro,2013-01-01,,,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,0,true,Ajouter des sources externes fiables pour confirmer l'année de l'événement.,,,
1cf48ee1-c6d9-4abf-b1aa-15c2adb41e97,Accords de Munich,1938-09-30,1938-01-01,year,CONFIRMED,confirme,0.9,false,Aucune.,wikipedia_fr_article,wikipedia_en_article,Q154255
5ed86a99-ff51-4da7-a87c-106a78dd44af,Traité de Ankara : fin de la guerre franco-turque,1921-01-01,1921-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 1921.,Traité d'Ankara,,Q2358950
481e23f6-f2d2-4847-8bad-d3870ff2279e,Fin de la domination franque en Thuringe,0641-01-01,0641-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0,false,Ajouter des sources externes fiables confirmant l'événement et sa date.,,,Q1205
0ae948b5-6017-4dce-94f4-cb7dcae66570,"Traité de Séville entre l'Espagne, la France et l'Angleterre",1729-01-01,1729-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer la date de 1729 comme année du Traité de Séville.,,,Q29
9a30da6f-724f-4b63-b66b-3e07626625ed,Inauguration du Chrysler Building,1930-01-01,1930-01-01,year,CONFIRMED,confirme,0.9,false,Confirm the event date as 1930.,Chrysler Building,,Q11274
9ae696a1-b4f2-4e6d-9839-60a94b395f8a,Guerre civile en Bosnie-Herzégovine,1992-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,Confirmer la date de début de la guerre civile en Bosnie-Herzégovine comme 1992.,Bosnie-Herzégovine,,Q225
ec3220be-d8c4-4c2e-ad5b-042841cd3db6,Rétablissement de Louis le Pieux par Louis le Germanique et Pépin d'Aquitaine,0834-01-01,0834-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer la date de 834.,https://fr.wikipedia.org/wiki/Louis_le_Pieux,,Q43974
64218ec9-179d-4af8-9b27-bc97642ccf8e,Fondation de la CGT,1895-01-01,,,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,0,true,Fournir des sources externes fiables pour confirmer l'année de fondation de la CGT.,,,
c8b8deaf-5e3f-43c0-b90c-26a5ca021251,Nationalisation de la Banque de France,1945-01-01,1945-01-01,year,CONFIRMED,confirme,1,false,No changes needed.,Loi du 2 décembre 1945 relative à la nationalisation de la Banque de France et des grandes banques et à l'organisation du crédit,,Q109315196
e24d290e-27e6-4078-ad93-ae10420b7e3b,Construction du premier drakkar viking,0800-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,Reject due to the event describing a period of development rather than a singular event.,Bateau viking,,Q211969
cbc0ecf8-3600-40e2-84bf-bd89f51906d0,Découverte des premiers métamatériaux,2000-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,"Provide external sources to confirm the exact year of the discovery of the first metamaterials. The current description suggests a period of development rather than a single, verifiable event.",,,
2c81d3fe-cbf2-4d9d-a23c-d72fa66f0a32,Diète de Roncaglia,1158-01-01,1158-01-01,year,CONFIRMED,confirme,1,false,Aucune action nécessaire.,wikipedia_fr_article,wikipedia_en_article,Q351146
b9a314bf-eeb5-4607-9a90-5c2ff61aa020,Réforme Edgar Faure des impôts,1959-01-01,1959-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Verify the exact year of the reform with additional sources.,,,Q327013
d777d956-30d6-41f8-bf2a-7133a8cdf94b,Première bourse du travail à Lyon,1891-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Search for sources that explicitly state the year the first Bourse du Travail was established in Lyon.,Bourse du travail,,Q17049335
fe41d534-298d-4629-bcf8-fc95d6544773,Création de la Milice,1943-01-01,1943-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.8,false,Confirmer la date de création de la Milice française en 1943.,Milice,,Q153936
48f59be7-e575-456e-946b-249d045e8baa,Le Great Eastern est lancé,1858-01-01,1858-01-01,year,CONFIRMED,confirme,1,false,Aucune.,wikipedia_fr_article,,Q733293
2ef923ea-9571-468f-b22b-575c567e925d,Construction de la forteresse de Derbent,0465-01-01,,,INSUFFICIENT_EVIDENCE,retrieval_insuffisant,0,true,Fournir des sources externes fiables pour confirmer l'année de construction de la forteresse de Derbent.,,,
c0467d81-2422-48b2-82bd-a7ebabaa858e,Accident ferroviaire de Port-d'Atelier (Haute-Saône),1949-01-01,1949-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0,false,Rechercher des sources externes confirmant l'année de l'accident ferroviaire.,,,Q21681025
78158aa2-61b0-49d1-836e-3c85d864c7b2,La Grève de Longwy,1979-01-01,1979-01-01,year,CONFIRMED,confirme,1,false,Aucune recommandation nécessaire.,,,Q318535
de4f43b5-b285-4da2-8cdb-fbfcbd4b6044,Révolte Juive contre Rome (Grande Révolte Juive),0066-01-01,0066-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 66 comme le début de la Grande Révolte juive.,,,Q2725954
a219c013-a4ce-4913-9b83-d6fe52b84aec,L'arianisme devient dominant chez les Goths,0341-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources externes qui confirment l'année exacte où l'arianisme est devenu dominant chez les Goths.,,,Q477973
0bb1a5ce-9618-491e-acc9-001fb0811931,Invention du celluloïd,1870-01-01,1870-01-01,year,CONFIRMED,confirme,0.9,false,None,Celluloïd,,Q146612
e3f160c4-b4d0-4e48-af6a-53037ca23f5a,Destruction de l'Université de Nalanda,1193-01-01,,,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,0,true,Rechercher des sources historiques fiables qui confirment l'année exacte de la destruction de l'Université de Nalanda.,,,Q3918
9f1927e7-b000-4d14-94d3-623e5b7a0960,Congrès de Vienne,1815-06-09,1815-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer la date de 1815.,wikipedia_fr_article,,Q46362
afee26d9-67be-47d5-8b0f-ee00519fad5d,Réhabilitation de Jeanne d'Arc par le procès en nullité,1456-01-01,1456-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Aucune modification nécessaire.,https://fr.wikipedia.org/wiki/Jeanne_d%27Arc,,Q7226
d16bf8ff-9675-4c0d-9940-3bedabff73d8,Fondation de la banque des Médicis,1397-01-01,1397-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de fondation de la banque des Médicis comme étant 1397.,Banque des Médicis,,Q806191
3a0a9267-3b44-40e2-aa64-ac96a54b44d7,Jean Moulin envoyé par De Gaulle,1942-01-01,1942-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer que l'envoi à Lyon a bien eu lieu en 1942.,https://fr.wikipedia.org/wiki/Jean_Moulin,,Q632
f064623e-1e6c-47eb-a1ce-b00e963c8412,Affaire Elf : Un scandale politico-financier éclabousse la compagnie pétrolière française,1994-01-01,1994-01-01,year,CONFIRMED,confirme,0.9,false,None,wikipedia_fr_article,,Q2825778
bbb98a1a-6446-46b1-a733-b109337591fd,Suppression de la compagnie des Mousquetaires,1775-01-01,1775-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,Compagnie des Mousquetaires du Roi,,Q1564383
bf8cd60b-d629-4d60-94b7-939f9ce6cad8,Visite officielle de Nixon en France,1972-01-01,1972-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer l'année 1972.,,,Q862054
e17a0165-b9a9-4b12-9495-8f13b2dd587e,Bataille de Ramillies,1706-01-01,1706-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1706.,wikipedia_fr_article,wikipedia_en_article,Q161325
5eea5205-c97d-4f20-8978-ea66bbc55b26,Explosion de l'usine AZF à Toulouse,2001-01-01,2001-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,https://fr.wikipedia.org/wiki/Explosion_de_l%27usine_AZF_de_Toulouse,,Q901315
cdbe66ce-c514-4b1b-b821-0fc69609bc40,Lois Niel de réforme militaire,1868-01-01,1868-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.8,false,Aucune.,https://fr.wikipedia.org/wiki/Loi_Niel,,Q3258214
890757bd-2944-4cce-810f-90d69fb4c0b4,Traité de Passau,1552-01-01,1552-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.8,false,Vérifier avec des sources historiques supplémentaires pour confirmer l'année exacte.,,,Q4190
2df10cbb-4b5c-4263-a2e1-189fcfc12835,Union dynastique de l'Espagne et du Portugal,1580-01-01,1580-01-01,year,CONFIRMED,confirme,0.9,false,No changes needed.,Union ibérique,,Q377350
09fe92da-371d-4cb9-81de-85b022c0645d,Édouard Manet expose Le Déjeuner sur l'herbe,1863-01-01,1863-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,wikipedia_fr_article,wikipedia_en_article,Q152509
430e596f-6458-4399-9f1d-fe3d918e14e8,Fondation de l'université de Salamanque,1218-01-01,1218-01-01,year,CONFIRMED,confirme,1,false,Aucune.,Université de Salamanque,,Q308963
06c4fb8e-cd93-4cac-bab4-0676e5122f67,Marée noire de Deepwater Horizon,2010-01-01,2010-01-01,year,CONFIRMED,confirme,1,false,Aucune modification nécessaire.,Deepwater Horizon,,Q212975
fc448778-6e5b-4ca1-9e0b-70103e527d0a,Fondation de l'école de Florence Nightingale,1860-01-01,1860-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Aucune action nécessaire.,https://fr.wikipedia.org/wiki/Florence_Nightingale,,Q37103
3681d60f-bafe-4492-88bd-c29dcb4ccf3c,Adoption de la loi de finances française,1928-01-01,1928-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,,,Q185682
f9269d21-5ed9-4a2e-8682-f89707b61d1a,Édit de Milan par Constantin,0313-01-01,0313-01-01,year,CONFIRMED,confirme,0.9,false,Aucune.,https://fr.wikipedia.org/wiki/%C3%89dit_de_Milan,,Q180764
381c5bf6-d380-468d-a1e4-99b63c5520e5,Pillage de Lugdunum par les Germains,0197-01-01,0197-01-01,year,LIKELY_CORRECT,probable_mais_a_confirmer,0.8,false,Confirmer la date de 197.,https://fr.wikipedia.org/wiki/Bataille_de_Lugdunum,,Q653482
a48bbd06-c46f-455e-9e40-5998d815f3f4,Première attribution du Prix Goncourt,1901-12-01,,,DISPUTED_DATE,date_disputee,0,true,Vérifier les sources primaires pour déterminer la date exacte de la première attribution du Prix Goncourt.,https://fr.wikipedia.org/wiki/Prix_Goncourt,,Q187300
cdfcee59-4a6d-4f89-b444-c2ab8aa9e8c7,Exploration du fleuve Congo par Stanley,1877-01-01,1877-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.8,false,Confirmer l'année 1877 comme l'année de l'exploration du fleuve Congo par Stanley.,,,Q2984278
30dce66d-e879-4cd4-a10f-903439e63a6c,Fondation de la dynastie Song du Nord en Chine,0960-01-01,0960-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de fondation de la dynastie Song du Nord comme étant 960.,Dynastie Song,,Q7462
2d3e98e1-f162-4234-ad5a-5c93ad3d63d0,Traité de l'Élysée,1963-01-22,1963-01-01,year,CONFIRMED,confirme,1,false,Aucune modification nécessaire.,wikipedia_fr_article,wikipedia_en_article,Q274811
11a30f68-6bd7-49bf-8063-c2e2c3c1ffea,Échec de l'expédition franque contre les Wisigoths en Espagne,0541-01-01,0541-01-01,year,CONFIRMED,confirme,1,false,Aucune modification nécessaire.,,,Q663258
f9fe12e6-7989-45f0-a304-03dd3f40d40f,Concile de Chalcédoine,0451-01-01,0451-01-01,year,CONFIRMED,confirme,1,false,Confirmer la date de 451.,https://fr.wikipedia.org/wiki/Concile_de_Chalc%C3%A9doine,,Q170531
12529d45-09ba-4baf-9330-bd40e42120be,Bataille de Latofao,0596-01-01,0596-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0.5,false,Ajouter des sources externes fiables confirmant l'année 596 pour la bataille de Latofao.,,,
630689d2-f02b-4aee-b226-84d855a6afd7,Le scandale de l'esclavage au Congo belge,1908-01-01,,,INSUFFICIENT_EVIDENCE,absence_de_singularite,0,true,Rejeter car il s'agit d'une période et non d'une année unique.,,,Q2984278
8db2b25e-36f0-4b02-9611-4135f4945194,"Inauguration du musée d'Orsay, temple de l'art du XIXe siècle à Paris",1986-01-01,1986-01-01,year,CONFIRMED,confirme,0.9,false,No change needed.,,,Q204622
2a40a386-4659-467b-8934-0c2cbf9df418,Inauguration du Reliance Building à Chicago,1895-01-01,1895-01-01,year,CONFIRMED,confirme,1,false,No change needed.,wikipedia_fr_article,,Q786387
a42738d8-810a-4f01-8947-7470512308cd,Isabelle de Portugal épouse Philippe le Bon,1430-01-01,1430-01-01,year,CONFIRMED,confirme,0.9,false,Aucune recommandation.,,,Q239337
b307e731-4816-4d96-ac65-18236a4dd221,Catastrophe du barrage de Vajont,1963-01-01,1963-01-01,year,CONFIRMED,confirme,0.9,false,Confirm the date as 1963.,https://fr.wikipedia.org/wiki/Vajont,,Q53202
2687e863-6088-4d8d-8807-2aa84a85930c,Proclamation d'émancipation par Abraham Lincoln,1863-01-01,1863-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date de 1863.,,,Q91
adf3bcc7-a329-4ceb-aa9c-97c08395cbc6,Création du premier microprocesseur par Intel,1971-01-01,1971-01-01,year,LIKELY_CORRECT,preuve_externe_faible,0,false,Ajouter une source externe fiable confirmant la date de création du premier microprocesseur par Intel.,,,Q237794
b1f3070c-199b-4746-bbb1-2c36ffb10c0c,Création du premier message ARPANET,1969-01-01,1969-01-01,year,CONFIRMED,confirme,0.9,false,None,ARPANET,,Q177524
46870d27-d069-46eb-ad47-adbbcdc5df69,Révolution cubaine,1959-01-01,1959-01-01,year,CONFIRMED,confirme,0.9,false,Confirmer la date du 1er janvier 1959 comme date de fin de la révolution et de prise de pouvoir par Fidel Castro.,https://fr.wikipedia.org/wiki/R%C3%A9volution_cubaine,,Q11264
