id,current_title,current_date,current_description,status,result_bucket,original_decision,model_decision,proposed_title,proposed_date_iso,confidence,evidence_level,reasoning_short,recommendation,delete_reason,final_decision,reclassification_reason
d7e40c7b-d5e8-4f4e-883f-ec681542223b,Fondation de l'abbaye de Fleury,0638-01-01,"L'abbaye de Fleury, future Saint-Benoît-sur-Loire, fut fondée en 638 par le roi Clovis II et la reine Bathilde, initialement pour abriter les reliques de Saint Benoît de Nursie, rapportées du Mont Cassin. Cette fondation s'inscrit dans un contexte de renforcement du pouvoir royal mérovingien et de christianisation du territoire.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,Fondation de l'abbaye de Fleury,0651-01-01,0.9,A,La date de 638 est contredite par plusieurs sources. La date de 651 est plus probable selon Wikidata et Wikipedia.,Mettre à jour la date de fondation de l'abbaye de Fleury à 651-01-01.,,UPDATE_DATE,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
46f69b0d-7c37-4b68-8b60-473f34a16e72,"Mort de Gontran, roi de Bourgogne",0592-01-01,"Gontran, roi de Bourgogne, œuvra pour la paix et la justice, consolidant son royaume par sa sagesse et sa piété. Son règne fut une période de relative stabilité, laissant derrière lui un héritage de gouvernance éclairée et de dévotion qui inspira les générations futures. Son impact façonna durablement les fondations politiques de la Bourgogne.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,"Mort de Gontran, roi de Bourgogne",0592-03-28,0.9,A,Wikipédia et Wikidata mentionnent plusieurs dates de décès possibles pour Gontran. Wikidata donne 0592-03-28 comme date de décès avec une précision au jour près. La description reste cohérente avec cette date.,Mettre à jour la date de décès de Gontran avec la date du 28 mars 592.,,UPDATE_DATE,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
d7d1866d-615e-460b-b3b3-7dcf91199b38,Naissance de Jean de La Fontaine,1621-01-01,"Le berceau d'un géant ! En 1621 naît Jean de La Fontaine, futur maître de la fable, dont les vers immortels berceront des générations. Un événement discret, mais ô combien déterminant pour la littérature française !",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,Naissance de Jean de La Fontaine,1621-07-08,0.9,A,La date de naissance de Jean de La Fontaine est le 8 juillet 1621 selon Wikipédia et Wikidata. L'année 1621 est confirmée par plusieurs sources.,Mettre à jour la date de naissance avec la date précise du 8 juillet 1621.,,UPDATE_DATE,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
1fa94f5d-0294-41c9-949c-c80fdd4cb62b,Création de la Société française d'archéologie,1833-05-21,"Le 21 mai 1833, la Société française d'archéologie est créée pour étudier et préserver les monuments historiques français. Elle joue un rôle pionnier dans la protection du patrimoine.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,Création de la Société française d'archéologie,1834-01-01,0.9,A,Wikipédia et Wikidata indiquent 1834 comme date de création de la Société française d'archéologie. La description est cohérente avec cette date.,Mettre à jour la date de création avec 1834-01-01.,,UPDATE_DATE,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
082d5f18-e416-486f-9238-3cea3b55da7c,Naissance du journal « Le Monde diplomatique »,1948-01-01,"Fondé en 1948 par Hubert Beuve-Méry, alors directeur du journal Le Monde, « Le Monde diplomatique » est né dans le contexte de l'après-guerre et de la Guerre froide, visant à offrir une analyse géopolitique et économique approfondie, distincte des reportages quotidiens. Son lancement répondait à un besoin d'éclairage sur les enjeux internationaux complexes de cette période.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_BOTH,Fondation du Monde diplomatique,1954-05-01,0.9,A,"Les sources Wikipédia et Wikidata concordent sur l'année 1954 pour la fondation du Monde diplomatique, avec une date plus précise en mai 1954. Le titre est mis à jour pour être plus concis et standard.",Mettre à jour le titre et la date de l'événement avec les informations issues des sources Wikipédia et Wikidata.,,UPDATE_BOTH,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
e231a15e-8a94-47a9-82ca-bfb096aa85f5,Fondation de l'ordre des Frères Prêcheurs (Dominicains) par saint Dominique,1215-01-01,"En 1215, saint Dominique, avec l'approbation du pape Innocent III et plus tard du pape Honorius III, fonde l'Ordre des Prêcheurs (Dominicains) à Toulouse, en réponse à l'hérésie cathare qui se propageait dans le sud de la France. L'ordre se concentre sur la prédication, l'étude et la pauvreté apostolique pour combattre l'hérésie et ramener les âmes à l'Église catholique.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_BOTH,Fondation de l'ordre des Prêcheurs,1215-01-01,0.9,A,"Le titre est trop long et inclut des détails inutiles. Le nom officiel de l'ordre est ""Ordre des Prêcheurs"". La date de 1215 est confirmée par plusieurs sources.",Simplifier le titre et conserver la date de fondation.,,UPDATE_BOTH,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
c8c10d0b-8b18-43b8-8dda-ef7e80e662e3,Décès de William Shakespeare,1616-01-01,"William Shakespeare, le plus grand dramaturge de langue anglaise, décède à Stratford-upon-Avon. Son œuvre théâtrale et poétique continue d'influencer la littérature et la culture à travers le monde, des siècles après sa disparition.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,Décès de William Shakespeare,1616-04-23,0.9,A,La date du 23 avril 1616 est confirmée par Wikipédia en français et Wikidata comme la date de décès de William Shakespeare. L'autre date (3 mai 1616) semble moins fiable.,Mettre à jour la date de décès au 23 avril 1616.,,UPDATE_DATE,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
c07cb199-25e4-4039-b2ca-ffeddceb94cd,Création d'Air France,1933-01-01,"Air France est née le 7 octobre 1933 de la fusion de cinq compagnies aériennes françaises : Air Orient, Air Union, la CIDNA, les Lignes Farman et l'Aéropostale. Cette fusion visait à créer une compagnie aérienne nationale forte, capable de rivaliser avec les compagnies étrangères et de développer le transport aérien en France et vers les colonies.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,Création d'Air France,1933-08-30,0.9,A,La date de création d'Air France est le 30 août 1933 selon Wikipédia et Wikidata. La description est cohérente avec cette date.,Mettre à jour la date au 30 août 1933.,,UPDATE_DATE,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
6e17c485-2798-483c-84f0-5ae9fb39b765,Naissance de la Ligue pour la Protection des Oiseaux (LPO),1909-01-01,"La Ligue pour la Protection des Oiseaux (LPO) est née en 1909 d'une volonté de protéger les oiseaux sauvages, menacés par la chasse et la destruction de leurs habitats. Elle fut fondée par des ornithologues, des naturalistes et des personnalités engagées comme Louis Ternier et le baron Hulot.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,Naissance de la Ligue pour la Protection des Oiseaux (LPO),1912-01-01,1,A,"Plusieurs sources (Wikipédia FR, Wikipédia EN, Wikidata) indiquent que la LPO a été fondée en 1912 et non en 1909. La description est cohérente avec cette date.",Mettre à jour la date de fondation de la LPO au 1er janvier 1912.,,UPDATE_DATE,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
b5f3b171-ae2d-45f4-a46c-a2acb235f83f,Crucifixion de Jésus de Nazareth,0033-04-03,"Selon la tradition chrétienne, le 7 avril 30, Jésus de Nazareth est crucifié à Jérusalem sous l'ordre de Ponce Pilate. Cet événement devient le fondement de la foi chrétienne.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,Crucifixion de Jésus de Nazareth,0033-01-01,0.9,A,"La date exacte de la crucifixion est incertaine, avec des sources mentionnant à la fois 30 et 33. Il est préférable de mettre l'année et de laisser la date au 1er janvier.",Mettre à jour la date à l'année 33 et indiquer que la date précise est incertaine.,,UPDATE_DATE,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
8d48934e-e061-4fa5-b888-100827c1c5c9,Création du Fonds Monétaire International (FMI),1944-07-01,"Le 1er juillet 1944, le Fonds monétaire international (FMI) est créé pour promouvoir la coopération monétaire internationale et la stabilité financière.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_DATE,Création du Fonds Monétaire International (FMI),1944-07-22,0.9,A,Wikidata et d'autres sources indiquent le 22 juillet 1944 comme date de création du FMI. La description est cohérente avec cette date.,Mettre à jour la date de création du FMI au 22 juillet 1944.,,UPDATE_DATE,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
09760ba7-526c-41ef-b25f-b7f4de36cb47,"Naissance de Victor Cousin, philosophe français",1804-08-11,"Le 11 août 1804 naît Victor Cousin, philosophe français qui jouera un rôle majeur dans le développement de l'enseignement philosophique en France.",DISPUTED_DATE,date_disputee,REVIEW,UPDATE_BOTH,Naissance de Victor Cousin,1792-11-28,1,A,La date de naissance de Victor Cousin est le 28 novembre 1792 selon Wikidata et Wikipedia. Le titre est simplifié pour être plus concis.,Mettre à jour le titre et la date de naissance de Victor Cousin avec les informations de Wikidata et Wikipedia.,,UPDATE_BOTH,Conflit de date tranché par priorité à la date de l’acte public singulier avec titre suffisamment précis.
f92a6ab4-3ac9-4e7e-a383-6cd9fa9fb404,Dissolution de l'Assemblée nationale par Chirac,1997-01-01,"En 1997, Jacques Chirac, alors Président de la République, dissout l'Assemblée nationale, anticipant des élections législatives. Cette décision surprise visait à relancer son programme politique et à obtenir une majorité parlementaire plus favorable, mais elle aboutit à une cohabitation avec Lionel Jospin (PS) comme Premier ministre.",INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,UPDATE_BOTH,Dissolution de l'Assemblée nationale française de 1997,1997-04-21,0.9,A,La date de dissolution est le 21 avril 1997. Le titre doit être plus précis pour éviter la confusion avec d'autres dissolutions.,Conserver le titre et la date proposés. Vérifier que le titre est bien l'appellation la plus courante.,,UPDATE_BOTH,Année exacte désormais assez cadrée pour une correction ponctuelle sûre.
8ed7ea02-4423-4e87-a726-adbff9b38117,Grande inondation de Paris,1910-01-01,"La crue de la Seine de 1910, l'une des plus importantes de l'histoire de Paris, a submergé la ville pendant plusieurs semaines. Les principaux acteurs incluent les Parisiens, les autorités municipales et les ingénieurs chargés de gérer la crise et de rétablir les infrastructures.",INSUFFICIENT_EVIDENCE,retrieval_insuffisant,REVIEW,UPDATE_TITLE,Crue de la Seine de 1910,1910-01-01,0.9,A,"Le titre ""Crue de la Seine de 1910"" est plus précis et correspond à l'appellation standard de cet événement. La date est confirmée par de nombreuses sources.",Ajouter des sources confirmant la date et l'importance de la crue.,,UPDATE_TITLE,Collision documentaire résolue par convergence forte du run et des sources récupérées.
