id,current_title,current_date,status,result_bucket,final_decision,proposed_title,proposed_date_iso,confidence,evidence_level,recommendation,reasoning_short,delete_reason
01fd7b3a-12f9-40ae-ad19-7e3af9875f77,Ouverture du Musée de l’Homme,1938-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1937-01-01,0.9,A,"Mettre à jour la date avec 1937-01-01, date d'inception selon Wikidata et Wikipedia.","Wikidata indique 1937 comme date d'inception du musée. L'article Wikipédia confirme l'installation en 1937. Il est probable que l'ouverture au public ait eu lieu plus tard, mais l'inception est bien en 1937.",
7a4815b7-a011-4e18-8296-fc9757be5b9b,Construction du Palais de Topkapi à Constantinople,1465-01-01,DISPUTED_DATE,date_disputee,REVIEW,,,0.5,C,Investigate further sources to determine the most accurate year for the start of construction. Consider using a broader date range if a single year cannot be definitively established.,"The exact year of construction is disputed between 1459, 1460, 1465 and 1475. Further investigation is needed to determine the most accurate date.",
3864230e-c62d-40cd-bba5-ad3bf40df4c2,Guerre de la vache,1303-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1275-01-01,0.9,A,"Mettre à jour la date avec 1275-01-01. L'événement est une période, pas un événement singulier.",La date actuelle (1303) est incorrecte. Les sources indiquent que la Guerre de la Vache s'est déroulée entre 1275 et 1280. On prend 1275 comme date de début.,
0a2255ae-f6a7-485e-932f-7300d729e74e,Création de la Société Royale de Médecine,1776-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1778-01-01,1,A,Mettre à jour la date de création de la Société Royale de Médecine à 1778-01-01.,La date de création de la Société Royale de Médecine est 1778 selon Wikipédia et Wikidata. La description est cohérente avec cette date.,
dcf7029a-124c-44d1-b070-1dbe112993d3,Conversion de Clovis,0498-12-25,DISPUTED_DATE,date_disputee,REVIEW,,,0.9,A,"Remplacer la date par 0498 ou 0499, ou indiquer que la date est incertaine.","La date de la conversion de Clovis est incertaine. Les sources indiquent que la date la plus probable est 498 ou 499, mais d'autres dates sont possibles. Il est préférable de ne pas préciser la date exacte dans la base de données.",
63624f79-66c8-4b4c-97cd-ee142a1683ac,Début de la construction du château de Bran,1377-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1289-01-01,0.8,B,Mettre à jour la date de début de construction du château de Bran avec 1289.,"Wikidata indique 1289 comme date de début de construction. L'article Wikipedia ne donne pas d'année précise, mais mentionne une construction par les chevaliers Teutoniques au début du XIIIe siècle. 1289 est donc une date plus probable que 1377.",
af061fbf-abc7-462e-9513-079556cf4172,Inauguration du Musée d'Art Moderne de Lille Métropole,1974-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1983-01-01,0.9,A,"Mettre à jour la date de l'inauguration avec la date de 1983, confirmée par plusieurs sources.","Wikipédia et Wikidata indiquent l'inauguration en 1983, contredisant la date actuelle de 1974. La description est cohérente avec l'inauguration en 1983.",
81f59240-be5b-4cc1-bfa6-3a2c13a67f55,Début de la prédication de Luther et des 95 thèses,1517-01-01,DISPUTED_DATE,date_disputee,REVIEW,Publication des 95 thèses,1517-10-31,0.9,A,Mettre à jour le titre et la date avec les valeurs proposées.,La date du 31 octobre 1517 est largement acceptée pour la publication des 95 thèses. Le titre est plus concis et standard.,
8ed1af99-f299-42bf-8600-8ecaf88d669b,Peary au pôle Nord,1909-01-01,DISPUTED_DATE,date_disputee,REVIEW,Revendication de Robert Peary d'avoir atteint le pôle Nord,1909-01-01,0.9,A,Vérifier si d'autres sources confirment la date exacte et la nature controversée de la revendication.,Le titre actuel est trop simple et ne reflète pas la controverse. Le titre proposé est plus précis et correspond à la description. La date est conservée car elle est mentionnée dans la description.,
74cab55a-0fe8-44ae-ae21-0f3808675002,Lois Jim Crow (États-Unis),1877-01-01,POTENTIAL_DATE_ERROR,divergence_date,REVIEW,,,1,A,Supprimer l'entrée car elle décrit une période historique et non un événement ponctuel.,Les lois Jim Crow représentent une période de ségrégation et non un événement unique. La description et les sources confirment qu'il s'agit d'une série de lois appliquées sur plusieurs années.,L'événement décrit une période et non un événement ponctuel. Il s'agit d'un ensemble de lois promulguées sur une longue durée.
4e675bbc-17a9-4d1e-9472-c82081437717,Naissance d'Armand d'Athos,1615-01-01,DISPUTED_DATE,date_disputee,REVIEW,,,0.5,C,Vérifier les sources primaires pour déterminer la date de naissance exacte d'Armand de Sillègue d'Athos d'Hauteville.,"La date de naissance d'Armand d'Athos est incertaine (Wikidata: 1599, Wikipedia: 1615). Nécessite une vérification plus approfondie des sources primaires.",
02ffabbd-1ff2-4476-825b-4eed0edc0933,Ouverture du Taipei 101,2004-01-01,DISPUTED_DATE,date_disputee,REVIEW,,2004-12-31,0.8,B,"Mettre à jour la date au 31 décembre 2004, car c'est une date plausible compte tenu des informations disponibles.","Wikipédia mentionne que le Taipei 101 était le plus grand gratte-ciel du monde de 2004 à 2010. Wikidata indique une date d'inception au 31 décembre 2005. Cependant, d'autres sources suggèrent une ouverture fin 2004. On va retenir fin 2004.",
5e7bce44-ad2d-4393-b1f0-43d9a016be0e,Mort de Gengis Khan,1227-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1227-08-00,0.8,B,Mettre à jour la date au mois d'août 1227.,"La date exacte du décès de Gengis Khan est incertaine, mais les sources s'accordent sur le mois d'août 1227. On peut donc proposer une date au mois près.",
badb8edc-93e7-4754-bb6d-e37be77dcf5a,Début de la christianisation de l’Irlande par saint Patrick,0432-01-01,DISPUTED_DATE,date_disputee,REVIEW,Christianisation de l'Irlande,,0.6,C,"Indiquer une période plus large pour la date, par exemple le Ve siècle, ou laisser la date vide.",La date exacte du début de la christianisation de l'Irlande par Saint Patrick est incertaine. Le titre est simplifié pour être plus générique et sans date. La description reste cohérente avec le titre modifié.,
33f54e0d-3f1f-4fb6-9b00-ff452b4c5c0b,Seconde Guerre de l'Opium,1856-01-01,POTENTIAL_DATE_ERROR,divergence_date,REVIEW,,,1,A,Supprimer l'événement car il s'agit d'une période et non d'un événement ponctuel.,La Seconde Guerre de l'Opium est un conflit qui s'est déroulé de 1856 à 1860. On ne peut donc pas lui attribuer une date précise.,"L'événement s'étend sur plusieurs années, ce qui rend impossible de lui attribuer une date unique. Il ne s'agit pas d'un événement ponctuel."
179860b6-c093-4e80-bcd2-1621b8d74c29,Révolte des Boxers,1900-10-01,DISPUTED_DATE,date_disputee,REVIEW,,1899-08-01,0.8,A,Mettre à jour la date au 1er août 1899.,La date de début de la révolte des Boxers est plus précisément août 1899 selon Wikidata et Wikipedia. La description reste cohérente.,
4108d7ab-2aae-427a-be59-5a0b11fb3b14,Botticelli peint la Naissance de Vénus,1486-01-01,DISPUTED_DATE,date_disputee,REVIEW,La Naissance de Vénus,,0.7,B,Remplacer la date par une période plus large (1482-1485) ou une date imprécise (ex: 1483).,Le titre est simplifié pour correspondre au nom de l'œuvre. La date est imprécise (1482-1485 selon Wikipedia). On ne peut pas retenir une date précise. La description reste cohérente.,
77254478-2741-4941-a997-c6e9a16324fd,Création de la Fédération abolitionniste internationale,1875-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1875-01-01,0.6,B,Privilégier la date de 1875 mentionnée dans la description et sur Wikipédia en français.,"Wikipédia en français indique 1875 comme date de fondation, tandis que Wikidata indique 1877. Cependant, la description de l'événement mentionne déjà 1875. On conserve donc cette date.",
93a5c3b3-f48b-43b4-acf1-d99f2a091275,Création de l'Organisation maritime internationale,1948-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1948-03-17,0.8,A,"Mettre à jour la date au 17 mars 1948, date d'ouverture à la signature de la convention.",Plusieurs sources (y compris le site de l'OMI elle-même) indiquent que la Convention portant création de l'Organisation maritime internationale a été adoptée le 6 mars 1948 et ouverte à la signature le 17 mars 1948. La date du 17 mars semble plus précise et pertinente pour la création effective de l'organisation.,
5aee30ef-9b8e-45db-b3d2-8d8de47e17de,Loi SRU : obligation de construire des logements sociaux dans les communes,2001-01-01,POTENTIAL_DATE_ERROR,divergence_date,REVIEW,,2000-12-01,0.8,B,Vérifier si la date de promulgation est bien le 1er décembre ou une autre date en décembre 2000.,La description indique que la loi a été adoptée en 2000 et promulguée en décembre. La date de promulgation est plus précise que le 1er janvier 2001.,
b4151014-7abf-4209-89a3-e71f3cba5da0,Mort d’Erik Satie,1925-01-01,DISPUTED_DATE,date_disputee,REVIEW,Mort d'Erik Satie,1925-07-01,0.9,A,"Mettre à jour la date de l'événement avec la date correcte du décès d'Erik Satie, soit le 1er juillet 1925.",La date du 1er juillet 1925 est confirmée par Wikipédia en français et par Wikidata (P570_2).,
58039f76-4caf-4696-9a47-7d8a85aba9cb,Naissance de Michel-Ange,1475-03-06,DISPUTED_DATE,date_disputee,REVIEW,,,0.9,A,Conserver la fiche avec le titre et la date actuels.,"La date du 6 mars 1475 est confirmée par Wikipédia en français et une entrée Wikidata. Bien qu'une autre entrée Wikidata propose 1500, la première date est plus largement acceptée.",
97c8c3b8-97ec-4005-9d06-a4b4bead5074,"Frida Kahlo, figure emblématique de l'art mexicain",1930-01-01,AMBIGUOUS_TITLE,titre_ambigu_ou_collision,REVIEW,,,0.5,C,"Research specific events in Frida Kahlo's life or career that occurred around 1930, such as a specific exhibition or significant personal event, and update the title and/or date accordingly. If no specific event can be identified, consider…","The current title describes a general recognition and emergence, not a specific event. The date 1930 is arbitrary. More information is needed to identify a specific event related to Frida Kahlo.",
c13fd56f-ea19-4329-9047-595ffb8ca02c,Supplice de la reine Brunehilde par Clotaire II,0613-01-01,DISPUTED_DATE,date_disputee,REVIEW,Exécution de Brunehilde,0613-01-01,0.9,B,Vérifier si une date plus précise que l'année peut être trouvée.,"Le titre actuel est trop long et contient des informations inutiles. Le supplice est une exécution. Plusieurs sources concordent sur l'année 613, mais le jour exact est incertain. Le titre est simplifié pour plus de clarté.",
d7e40c7b-d5e8-4f4e-883f-ec681542223b,Fondation de l'abbaye de Fleury,0638-01-01,DISPUTED_DATE,date_disputee,REVIEW,Fondation de l'abbaye de Fleury,0651-01-01,0.8,B,"Mettre à jour la date avec 651-01-01, date la plus probable de la fondation du premier monastère selon les sources disponibles.",La date de 638 n'est pas confirmée par les sources. Wikidata et Wikipedia mentionnent plutôt 651 comme date de fondation du premier monastère.,
46f69b0d-7c37-4b68-8b60-473f34a16e72,"Mort de Gontran, roi de Bourgogne",0592-01-01,DISPUTED_DATE,date_disputee,REVIEW,,0592-03-28,0.8,B,Mettre à jour la date de décès de Gontran avec la date du 28 mars 592.,Wikipédia et Wikidata mentionnent plusieurs dates de décès possibles pour Gontran. Wikidata donne 0592-03-28 comme date de décès. Je propose de mettre à jour la date avec cette information.,
d7d1866d-615e-460b-b3b3-7dcf91199b38,Naissance de Jean de La Fontaine,1621-01-01,DISPUTED_DATE,date_disputee,REVIEW,Naissance de Jean de La Fontaine,1621-07-08,0.8,B,Mettre à jour la date de naissance avec la date la plus précise disponible (1621-07-08).,"Wikipédia en français et anglais mentionnent 1621 comme année de naissance. Wikidata donne deux dates, 1620 et 1621. La date précise du 8 juillet 1621 est mentionnée dans l'article Wikipédia en français et dans Wikidata. Je propose de mettre à jour la date avec cette information.",
ddbc9f12-88fc-45fa-91ed-296a94dd877e,Signature du traité du Baqt entre la Nubie et l'Égypte,0651-01-01,DISPUTED_DATE,date_disputee,REVIEW,,0652-01-01,0.7,B,Update the date to 652-01-01 based on the Wikipedia article.,"The description mentions 651-652. Wikipedia mentions 652. Wikidata mentions 700. Wikipedia is a better source than Wikidata for this event. Therefore, I propose to update the date to 652.",
1fa94f5d-0294-41c9-949c-c80fdd4cb62b,Création de la Société française d'archéologie,1833-05-21,DISPUTED_DATE,date_disputee,REVIEW,,1834-01-01,0.9,A,Mettre à jour la date de création avec 1834-01-01.,Wikipédia et Wikidata indiquent 1834 comme date de création de la Société française d'archéologie. La description est cohérente avec cette date.,
082d5f18-e416-486f-9238-3cea3b55da7c,Naissance du journal « Le Monde diplomatique »,1948-01-01,DISPUTED_DATE,date_disputee,REVIEW,Fondation du Monde diplomatique,1954-05-01,0.9,A,Mettre à jour le titre et la date de l'événement avec les informations issues des sources Wikipédia et Wikidata.,"Les sources Wikipédia et Wikidata concordent sur l'année 1954 pour la fondation du Monde diplomatique, avec une date plus précise en mai 1954. Le titre est mis à jour pour être plus concis et standard.",
e231a15e-8a94-47a9-82ca-bfb096aa85f5,Fondation de l'ordre des Frères Prêcheurs (Dominicains) par saint Dominique,1215-01-01,DISPUTED_DATE,date_disputee,REVIEW,Fondation de l'ordre des Prêcheurs,,0.9,A,Simplifier le titre pour plus de clarté.,"Le titre est trop long et inclut des détails inutiles. Le nom officiel de l'ordre est ""Ordre des Prêcheurs"".",
d2a46ef9-e592-4e59-90fa-a09f0908ea5c,La règle de saint Benoît est rédigée,0540-01-01,DISPUTED_DATE,date_disputee,REVIEW,,,0.5,C,"Rechercher des sources supplémentaires pour confirmer l'année de rédaction de la Règle de saint Benoît. Il faut trancher entre 530, 540 et 600.","La date de rédaction de la Règle de saint Benoît est incertaine. Wikipédia indique 530, et Wikidata indique 600. Les sources sont contradictoires.",
9ea1ee91-53e4-4eaa-ae3a-b9a4259db0c4,Fondation de la Société protectrice des animaux,1824-01-01,POTENTIAL_DATE_ERROR,divergence_date,UPDATE_BOTH,Fondation de la Société protectrice des animaux (France),1845-12-02,1,A,Mettre à jour le titre et la date avec les informations validées.,"La date de fondation de la Société Protectrice des Animaux (SPA) en France est le 2 décembre 1845, comme confirmé par Wikidata et les articles Wikipédia en français et en anglais. Le titre est précisé pour éviter toute confusion avec d'autres organisations portant un nom similaire.",
c8c10d0b-8b18-43b8-8dda-ef7e80e662e3,Décès de William Shakespeare,1616-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1616-04-23,0.8,B,Mettre à jour la date avec le 23 avril 1616. Vérifier si d'autres sources confirment cette date.,"Wikipédia en français indique le 23 avril 1616 comme date de décès. Wikidata confirme également cette date, bien qu'une autre date soit aussi présente (3 mai 1616). Le 23 avril semble être la date la plus communément admise.",
97c63d94-fbd1-418d-a483-ddd2307d6893,Création des premiers zoos royaux à Versailles,1664-01-01,POTENTIAL_DATE_ERROR,divergence_date,UPDATE_BOTH,Construction de la ménagerie royale de Versailles,1663-01-01,1,A,Mettre à jour le titre et la date avec les informations de Wikipédia et Wikidata.,Le titre est plus précis en parlant de construction. La date de début de construction est 1663 selon Wikipédia et Wikidata.,
6097ea19-b253-405f-9e94-56bd69aae0cf,Bataille du Mont Badon (Roi Arthur),0500-01-01,DISPUTED_DATE,date_disputee,REVIEW,Bataille du Mont Badon,0500-01-01,0.9,B,"Supprimer la mention du Roi Arthur du titre. Conserver la date de 0500-01-01, tout en sachant qu'elle est disputée.",Le titre doit être épuré de la mention '(Roi Arthur)' qui est une interprétation. La date est conservée car elle est sourcée par Wikidata et mentionnée dans l'article Wikipedia.,
8c2bf3ca-9def-4e35-a8db-82fab4834d7a,Traversée du pôle Nord,1906-01-01,DISPUTED_DATE,date_disputee,REVIEW,Expédition Peary au pôle Nord,1906-04-01,0.9,B,Mettre à jour le titre et la date pour plus de précision.,Le titre actuel est trop général. Le titre proposé est plus précis et correspond à l'événement décrit. La date est mise à jour pour correspondre au mois d'avril mentionné dans la description.,
c07cb199-25e4-4039-b2ca-ffeddceb94cd,Création d'Air France,1933-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1933-08-30,0.8,B,Mettre à jour la date au 30 août 1933.,Wikipédia en français et une source Wikidata indiquent le 30 août 1933 comme date de fondation. L'autre date Wikidata (1932) est moins précise. La description actuelle est cohérente avec 1933.,
835b0358-f41e-4b10-baca-22a3d9cd7386,Dernières mentions des Huns,0488-01-01,AMBIGUOUS_TITLE,titre_ambigu_ou_collision,REVIEW,Disparition des Huns des sources historiques,0488-01-01,0.8,B,Update the title to 'Disparition des Huns des sources historiques' to better reflect the event described in the description.,The current title is ambiguous and describes a period. The proposed title is more specific and reflects the event described in the description.,
6e17c485-2798-483c-84f0-5ae9fb39b765,Naissance de la Ligue pour la Protection des Oiseaux (LPO),1909-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1912-01-01,1,A,Mettre à jour la date de fondation de la LPO à 1912-01-01.,"Plusieurs sources concordantes (Wikipédia FR, Wikipédia EN, Wikidata) indiquent que la LPO a été fondée en 1912 et non en 1909.",
b5f3b171-ae2d-45f4-a46c-a2acb235f83f,Crucifixion de Jésus de Nazareth,0033-04-03,DISPUTED_DATE,date_disputee,REVIEW,,0033-01-01,0.9,A,Mettre à jour la date à l'année 33 et indiquer que la date précise est incertaine.,"La date exacte de la crucifixion est incertaine, avec des sources mentionnant à la fois 30 et 33. L'audit précédent a déjà identifié ce problème. Il est préférable de mettre l'année et de laisser la date au 1er janvier.",
5d991a99-3758-4cae-94a8-8a670485d81c,Apicius compile 'De re coquinaria',0030-01-01,DISPUTED_DATE,date_disputee,REVIEW,Compilation du De re coquinaria,0400-01-01,0.7,B,Update the date to reflect the most likely compilation period (4th century) and update the title to be more generic.,"La date de compilation du 'De re coquinaria' est incertaine, oscillant entre le Ier et le Ve siècle. Le IVe siècle semble être l'hypothèse la plus probable selon les sources. Le titre est mis à jour pour être plus générique et sans date.",
ff787ddd-df92-403b-98b2-c802718c65da,Thomas d'Aquin commence la « Somme théologique »,1265-01-01,DISPUTED_DATE,date_disputee,REVIEW,,1266-01-01,0.7,B,Mettre à jour la date avec 1266-01-01.,La date de 1265 n'est pas confirmée. Wikipedia indique 1266-1273. On prend 1266 comme date de début.,
8a94adf2-c6dc-4abc-87bb-a351a98f055a,Début de la Révolution industrielle,1750-01-01,POTENTIAL_DATE_ERROR,divergence_date,REVIEW,,1760-01-01,0.8,B,"Mettre à jour la date avec 1760-01-01, car c'est la date de début indiquée par Wikidata.","Wikidata indique un début en 1760. Bien que Wikipedia mentionne le XIXe siècle, 1760 semble être une date plus précise selon Wikidata.",
a98fda31-924f-4e76-b35b-d07faa4d7b27,Bataille de Svolder,1000-01-01,DISPUTED_DATE,date_disputee,REVIEW,,,0.8,B,Conserver le titre et la date actuels. Noter la dispute sur la date dans les métadonnées.,"Le titre et la description sont corrects. La date est disputée entre 999 et 1000, mais la description mentionne l'an 1000, ce qui justifie de conserver la date actuelle. Le titre est clair et non ambigu.",
8aebb9f9-775c-44a9-9379-da5fe37f6cf7,Génocide au Rwanda : rôle controversé de la France,1994-01-01,DISPUTED_DATE,date_disputee,REVIEW,Génocide au Rwanda,1994-04-06,0.9,A,Vérifier et préciser le rôle de la France dans la description.,"Le titre actuel est trop long et inclut une controverse. Le titre 'Génocide au Rwanda' est plus approprié. La date de début du génocide est le 6 avril 1994, suite à l'attentat contre l'avion du président Habyarimana.",
8d48934e-e061-4fa5-b888-100827c1c5c9,Création du Fonds Monétaire International (FMI),1944-07-01,DISPUTED_DATE,date_disputee,REVIEW,,1944-07-22,0.9,A,Mettre à jour la date de création du FMI au 22 juillet 1944.,Wikidata et d'autres sources indiquent le 22 juillet 1944 comme date de création du FMI. La description est cohérente avec cette date.,
285b9075-c9fc-4a54-915a-007c6f588481,Fondation légendaire de Venise,0421-01-01,DISPUTED_DATE,date_disputee,REVIEW,Fondation de Venise,0421-01-01,0.7,B,Conserver la date de 421 mais indiquer l'incertitude dans les métadonnées. Vérifier si d'autres sources permettent de trancher entre 421 et 452.,"Le titre est plus clair sans l'adjectif 'légendaire'. La date est incertaine, mais la description correspond à l'année 421. Wikidata propose deux dates (421 et 452), ce qui justifie un niveau de confiance B.",
db116b09-c791-4bea-8dd0-be6571b08b92,"Collision d'un train du RER A en gare de Lyon à Paris, bilan lourd en victimes et blessés",1987-01-01,POTENTIAL_DATE_ERROR,divergence_date,UPDATE_BOTH,Accident ferroviaire de la gare de Lyon,1988-06-27,1,A,Mettre à jour le titre et la date de l'événement avec les informations issues de Wikipedia et Wikidata.,La date et le titre actuels sont incorrects. Les sources Wikipedia et Wikidata indiquent clairement que l'accident ferroviaire de la gare de Lyon a eu lieu le 27 juin 1988. Le titre doit être mis à jour pour correspondre à l'appellation standard.,
3dd47399-497b-44ef-a88c-3caf54716c89,Publication de l'Orlando furioso de l'Arioste,1516-01-01,DISPUTED_DATE,date_disputee,REVIEW,,,0.5,C,Vérifier la date de publication avec une source plus fiable que Wikidata.,Il existe deux dates de publication possibles (1516 et 1532) selon Wikidata. Il faut trancher avec une source plus fiable.,
ac2cf6ca-1341-49a5-a3ed-32a5d30380bd, Dante commence La Divine Comédie,1308-01-01,DISPUTED_DATE,date_disputee,REVIEW,Début de la rédaction de la Divine Comédie,,0.6,C,"Supprimer la date précise et indiquer une période de composition plus large (ex: début XIVe siècle) si possible, ou laisser sans date précise.","La date de 1308 est incertaine. Les sources indiquent une période de composition entre 1303 et 1321, avec Wikidata suggérant 1320. Il est préférable de ne pas préciser la date exacte.",
09760ba7-526c-41ef-b25f-b7f4de36cb47,"Naissance de Victor Cousin, philosophe français",1804-08-11,DISPUTED_DATE,date_disputee,REVIEW,Naissance de Victor Cousin,1792-11-28,1,A,Mettre à jour le titre et la date de naissance de Victor Cousin avec les informations de Wikidata et Wikipedia.,La date de naissance de Victor Cousin est le 28 novembre 1792 selon Wikidata et Wikipedia. Le titre est simplifié pour être plus concis.,
092cb36d-6879-4bdc-b093-6b8cbc967445,Guerre du Bien public - Bataille de Montlhéry,1467-01-01,POTENTIAL_DATE_ERROR,divergence_date,UPDATE_BOTH,Bataille de Montlhéry,1465-07-16,1,A,Mettre à jour le titre et la date de la bataille de Montlhéry.,La date de la bataille est le 16 juillet 1465 selon Wikipedia et Wikidata. Le titre doit être simplifié.,
2c9529d0-2493-4540-87c3-89a8e8e060f1,Concile Quinisexte à Constantinople,0692-01-01,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,Concile Quinisexte,0692-01-01,1,A,Vérifier si des sources plus précises existent pour la date.,"Le titre est plus concis sans la localisation, qui est déjà dans la description. La date est conservée car elle est cohérente avec la description.",
b748197a-a7ea-49be-91e8-5c377092d1d0,Ouverture du Bon Marché,1852-01-01,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,,,0,C,Rechercher des sources externes fiables mentionnant l'année exacte de l'ouverture du Bon Marché.,L'audit précédent n'a pas trouvé de sources fiables confirmant la date. Il faut poursuivre la recherche de sources.,
bb4d0e51-7bc6-4f21-9826-6c89ff74bcfc,Translation des reliques de saint Liboire,0836-01-01,INSUFFICIENT_EVIDENCE,preuve_insuffisante,REVIEW,,,0,C,Search for reliable historical sources that specifically mention the translation of the relics of Saint Liboire to Paderborn in 836. Verify the accuracy of the date and the details of the event.,The previous audit found insufficient evidence for the event. The provided sources do not confirm the translation of relics in 836. More research is needed to verify the date and event details.,
1f46a839-7c18-4a5e-b653-db5130ca5232,Politique de non-intervention en Espagne de la France,1936-01-01,INSUFFICIENT_EVIDENCE,absence_de_singularite,REVIEW,Politique de non-intervention en Espagne,1936-08-08,0.8,B,Update the date to the start of the non-intervention policy during the Spanish Civil War. Update the title to remove 'de la France'.,The policy of non-intervention in Spain was implemented during the Spanish Civil War (1936-1939). The date of 1936-08-08 corresponds to the official declaration of non-intervention. The title is updated to remove 'de la France' as the policy was also adopted by the UK.,
cbc0ecf8-3600-40e2-84bf-bd89f51906d0,Découverte des premiers métamatériaux,2000-01-01,INSUFFICIENT_EVIDENCE,annee_exacte_introuvable,REVIEW,Métamatériaux : développement et applications,,0.7,B,Change the title to reflect the development and applications of metamaterials rather than a single discovery event. The description supports this broader scope.,"The current title implies a single discovery event, while the description suggests a period of development. The proposed title reflects the broader context of the development and applications of metamaterials.",
